stock_code,strategy,signal_type,signal_strength,date,current_price,scan_timestamp
sh603276,深渊筑底策略,BUY,2,2025-08-14,17.0,2025-08-14 18:05:40
sh603517,周线金叉+日线MA,BUY,1,2025-08-14,15.57,2025-08-14 18:05:41
sh600171,周线金叉+日线MA,BUY,1,2025-08-14,34.77,2025-08-14 18:05:39
sh600355,深渊筑底策略,BUY,2,2025-08-14,3.36,2025-08-14 18:05:39
sh603178,深渊筑底策略,BUY,2,2025-08-14,18.3,2025-08-14 18:05:40
sh600054,周线金叉+日线MA,BUY,1,2025-08-14,11.78,2025-08-14 18:05:40
sh603050,深渊筑底策略,BUY,2,2025-08-14,16.43,2025-08-14 18:05:41
sh600546,深渊筑底策略,BUY,2,2025-08-14,10.06,2025-08-14 18:05:40
sh600860,周线金叉+日线MA,BUY,1,2025-08-14,12.88,2025-08-14 18:05:40
sh600702,深渊筑底策略,BUY,2,2025-08-14,53.58,2025-08-14 18:05:39
sh605577,深渊筑底策略,BUY,2,2025-08-14,13.32,2025-08-14 18:05:39
sh688593,周线金叉+日线MA,BUY,1,2025-08-14,16.84,2025-08-14 18:05:40
sh600026,深渊筑底策略,BUY,2,2025-08-14,10.07,2025-08-14 18:05:39
sh603366,深渊筑底策略,BUY,2,2025-08-14,9.61,2025-08-14 18:05:42
sh603721,深渊筑底策略,BUY,2,2025-08-14,19.22,2025-08-14 18:05:41
sh603261,深渊筑底策略,BUY,2,2025-08-14,20.73,2025-08-14 18:05:42
sh688620,周线金叉+日线MA,BUY,1,2025-08-14,13.01,2025-08-14 18:05:42
sh603348,深渊筑底策略,BUY,2,2025-08-14,21.03,2025-08-14 18:05:42
sh688496,深渊筑底策略,BUY,2,2025-08-14,9.39,2025-08-14 18:05:41
sh600199,深渊筑底策略,BUY,2,2025-08-14,10.44,2025-08-14 18:05:42
sh603231,深渊筑底策略,BUY,2,2025-08-14,17.2,2025-08-14 18:05:42
sh600756,周线金叉+日线MA,BUY,1,2025-08-14,15.39,2025-08-14 18:05:43
sz003032,深渊筑底策略,BUY,2,2025-08-14,6.47,2025-08-14 18:05:44
sz000595,深渊筑底策略,BUY,2,2025-08-14,4.98,2025-08-14 18:05:44
sz001378,深渊筑底策略,BUY,2,2025-08-14,23.25,2025-08-14 18:05:45
sz000736,深渊筑底策略,BUY,2,2025-08-14,4.81,2025-08-14 18:05:44
sz002182,深渊筑底策略,BUY,2,2025-08-14,12.59,2025-08-14 18:05:44
sz300097,深渊筑底策略,BUY,2,2025-08-14,5.42,2025-08-14 18:05:43
sz002581,深渊筑底策略,POTENTIAL_BUY,1,2025-08-14,7.29,2025-08-14 18:05:43
sz000723,深渊筑底策略,BUY,2,2025-08-14,4.51,2025-08-14 18:05:43
sz003004,深渊筑底策略,BUY,2,2025-08-14,18.77,2025-08-14 18:05:44
sz002662,周线金叉+日线MA,BUY,1,2025-08-14,3.57,2025-08-14 18:05:44
sz002762,深渊筑底策略,BUY,2,2025-08-14,6.4,2025-08-14 18:05:44
sz300147,深渊筑底策略,BUY,2,2025-08-14,7.58,2025-08-14 18:05:44
sz300389,深渊筑底策略,BUY,2,2025-08-14,11.82,2025-08-14 18:05:44
sz002521,深渊筑底策略,BUY,2,2025-08-14,8.86,2025-08-14 18:05:43
sz002531,深渊筑底策略,BUY,2,2025-08-14,6.53,2025-08-14 18:05:45
sz002101,周线金叉+日线MA,BUY,1,2025-08-14,12.9,2025-08-14 18:05:45
sz300052,深渊筑底策略,BUY,2,2025-08-14,10.47,2025-08-14 18:05:45
sz002630,深渊筑底策略,BUY,2,2025-08-14,2.47,2025-08-14 18:05:45
sz300175,深渊筑底策略,BUY,2,2025-08-14,5.25,2025-08-14 18:05:45
sz000518,深渊筑底策略,BUY,2,2025-08-14,2.27,2025-08-14 18:05:46
sz001300,深渊筑底策略,BUY,2,2025-08-14,13.11,2025-08-14 18:05:46
sz001333,周线金叉+日线MA,BUY,1,2025-08-14,22.02,2025-08-14 18:05:46
sz000820,深渊筑底策略,BUY,2,2025-08-14,2.68,2025-08-14 18:05:46
sz001210,周线金叉+日线MA,BUY,1,2025-08-14,15.2,2025-08-14 18:05:46
sz000536,周线金叉+日线MA,BUY,1,2025-08-14,4.85,2025-08-14 18:05:47
sz002239,周线金叉+日线MA,BUY,1,2025-08-14,2.94,2025-08-14 18:05:45
sz000810,周线金叉+日线MA,BUY,1,2025-08-14,11.65,2025-08-14 18:05:45
sz300393,深渊筑底策略,BUY,2,2025-08-14,5.94,2025-08-14 18:05:46
sz002789,深渊筑底策略,BUY,2,2025-08-14,8.43,2025-08-14 18:05:46
sz002529,深渊筑底策略,BUY,2,2025-08-14,6.39,2025-08-14 18:05:46
sz000521,深渊筑底策略,BUY,2,2025-08-14,7.21,2025-08-14 18:05:47
bj838701,深渊筑底策略,POTENTIAL_BUY,1,2025-08-14,19.24,2025-08-14 18:05:47
