stock_code,strategy,signal_type,signal_strength,date,current_price,scan_timestamp
31#01198,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,0.2600000202655792,2025-08-15 17:47:41
31#09689,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,0.29500001668930054,2025-08-15 17:47:42
31#00556,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,0.4000000059604645,2025-08-15 17:47:42
31#01143,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,0.445000022649765,2025-08-15 17:47:42
31#01622,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,0.10000000149011612,2025-08-15 17:47:43
31#02416,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,2.370000123977661,2025-08-15 17:47:43
31#03363,深渊筑底策略,BUY,2,2025-08-15,0.4350000321865082,2025-08-15 17:47:43
31#00126,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,0.11600000411272049,2025-08-15 17:47:43
31#01008,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,0.29500001668930054,2025-08-15 17:47:43
31#01490,深渊筑底策略,BUY,2,2025-08-15,0.203000009059906,2025-08-15 17:47:43
31#01569,深渊筑底策略,BUY,2,2025-08-15,0.16200000047683716,2025-08-15 17:47:44
31#01983,深渊筑底策略,BUY,2,2025-08-15,2.390000104904175,2025-08-15 17:47:44
31#00162,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,0.06000000238418579,2025-08-15 17:47:44
31#00738,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,0.24000000953674316,2025-08-15 17:47:44
48#08203,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,0.21300001442432404,2025-08-15 17:47:44
31#09938,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,0.11900000274181366,2025-08-15 17:47:44
31#01869,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,0.0860000029206276,2025-08-15 17:47:45
31#03616,深渊筑底策略,BUY,2,2025-08-15,0.2600000202655792,2025-08-15 17:47:45
31#06899,深渊筑底策略,BUY,2,2025-08-15,0.1900000125169754,2025-08-15 17:47:46
48#08130,深渊筑底策略,BUY,2,2025-08-15,0.010000000707805157,2025-08-15 17:47:46
31#00110,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,0.18000000715255737,2025-08-15 17:47:46
31#00185,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,0.11800000816583633,2025-08-15 17:47:46
31#02223,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,0.26500001549720764,2025-08-15 17:47:46
31#00201,深渊筑底策略,BUY,2,2025-08-15,0.07200000435113907,2025-08-15 17:47:46
48#08250,深渊筑底策略,BUY,2,2025-08-15,0.15700000524520874,2025-08-15 17:47:46
31#06878,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,0.03700000047683716,2025-08-15 17:47:46
31#00361,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,0.04400000348687172,2025-08-15 17:47:47
31#00333,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,0.320000022649765,2025-08-15 17:47:47
48#08167,深渊筑底策略,BUY,2,2024-10-29,0.021000001579523087,2025-08-15 17:47:47
31#06918,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,0.17600001394748688,2025-08-15 17:47:47
31#00720,深渊筑底策略,BUY,2,2025-08-15,0.14000000059604645,2025-08-15 17:47:47
31#00488,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,0.7000000476837158,2025-08-15 17:47:48
31#06812,深渊筑底策略,BUY,2,2025-08-15,0.14300000667572021,2025-08-15 17:47:48
31#00253,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,0.6100000143051147,2025-08-15 17:47:48
48#08523,深渊筑底策略,BUY,2,2024-10-29,0.22600001096725464,2025-08-15 17:47:48
31#01183,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,0.16100001335144043,2025-08-15 17:47:49
31#01246,深渊筑底策略,BUY,2,2025-08-15,0.021000001579523087,2025-08-15 17:47:49
31#01489,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,0.3100000023841858,2025-08-15 17:47:49
31#01532,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,0.12600000202655792,2025-08-15 17:47:39
31#06900,深渊筑底策略,BUY,2,2025-08-15,0.013000000268220901,2025-08-15 17:47:40
31#01845,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,0.1300000101327896,2025-08-15 17:47:40
31#01707,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,0.09800000488758087,2025-08-15 17:47:40
31#06999,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,0.1380000114440918,2025-08-15 17:47:40
31#01410,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,0.23900000751018524,2025-08-15 17:47:41
31#01638,深渊筑底策略,BUY,2,2025-08-15,0.15200001001358032,2025-08-15 17:47:41
31#01442,深渊筑底策略,BUY,2,2025-08-15,0.3400000035762787,2025-08-15 17:47:41
48#08208,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,0.04800000041723251,2025-08-15 17:47:42
31#06689,深渊筑底策略,BUY,2,2025-08-15,1.7400001287460327,2025-08-15 17:47:42
31#01849,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,0.05000000074505806,2025-08-15 17:47:42
31#00007,深渊筑底策略,BUY,2,2025-08-15,0.03200000151991844,2025-08-15 17:47:43
31#02459,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,0.15000000596046448,2025-08-15 17:47:43
31#01360,深渊筑底策略,BUY,2,2024-10-29,0.012000000104308128,2025-08-15 17:47:43
31#02078,深渊筑底策略,BUY,2,2025-08-15,0.164000004529953,2025-08-15 17:47:43
31#00822,深渊筑底策略,BUY,2,2025-08-15,0.33500000834465027,2025-08-15 17:47:44
31#01495,深渊筑底策略,BUY,2,2025-08-15,0.09800000488758087,2025-08-15 17:47:44
31#06677,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,0.6000000238418579,2025-08-15 17:47:44
31#01771,深渊筑底策略,BUY,2,2025-08-15,0.23800000548362732,2025-08-15 17:47:45
31#01817,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,0.4000000059604645,2025-08-15 17:47:45
48#08516,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,1.28000009059906,2025-08-15 17:47:46
31#02226,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,0.6300000548362732,2025-08-15 17:47:47
31#02361,深渊筑底策略,BUY,2,2025-08-15,3.580000162124634,2025-08-15 17:47:47
31#01156,深渊筑底策略,BUY,2,2025-08-15,0.11700000613927841,2025-08-15 17:47:47
31#02521,深渊筑底策略,BUY,2,2025-08-15,0.3100000023841858,2025-08-15 17:47:48
31#01975,深渊筑底策略,BUY,2,2025-08-15,0.3850000202655792,2025-08-15 17:47:48
31#01953,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,0.12600000202655792,2025-08-15 17:47:48
31#01699,深渊筑底策略,BUY,2,2025-08-15,0.04000000283122063,2025-08-15 17:47:49
31#01262,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,1.9900001287460327,2025-08-15 17:47:49
31#06606,深渊筑底策略,BUY,2,2025-08-15,14.140000343322754,2025-08-15 17:47:50
31#00733,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,0.3500000238418579,2025-08-15 17:47:50
31#03683,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,0.08700000494718552,2025-08-15 17:47:50
31#01560,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,0.1300000101327896,2025-08-15 17:47:50
31#01854,深渊筑底策略,BUY,2,2025-08-15,0.9100000262260437,2025-08-15 17:47:39
31#01645,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,1.0,2025-08-15 17:47:40
31#01542,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,1.4300000667572021,2025-08-15 17:47:40
31#00102,深渊筑底策略,BUY,2,2025-08-15,0.04700000211596489,2025-08-15 17:47:40
31#02486,深渊筑底策略,BUY,2,2025-08-15,6.420000076293945,2025-08-15 17:47:40
48#08412,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,0.32500001788139343,2025-08-15 17:47:40
31#00750,深渊筑底策略,BUY,2,2025-08-15,0.2900000214576721,2025-08-15 17:47:41
31#01351,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,0.33500000834465027,2025-08-15 17:47:42
31#02422,深渊筑底策略,BUY,2,2025-08-15,0.4000000059604645,2025-08-15 17:47:42
31#01996,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,0.04500000178813934,2025-08-15 17:47:42
31#00606,深渊筑底策略,BUY,2,2025-08-15,0.3050000071525574,2025-08-15 17:47:42
31#01971,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,0.39000001549720764,2025-08-15 17:47:42
31#00174,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,0.21300001442432404,2025-08-15 17:47:42
31#01498,深渊筑底策略,BUY,2,2025-08-15,0.45000001788139343,2025-08-15 17:47:43
31#00442,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,0.940000057220459,2025-08-15 17:47:43
48#08091,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,0.03100000135600567,2025-08-15 17:47:43
31#09998,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,0.2200000137090683,2025-08-15 17:47:43
31#01121,深渊筑底策略,BUY,2,2025-08-15,1.4200000762939453,2025-08-15 17:47:43
31#01206,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,0.33000001311302185,2025-08-15 17:47:43
48#08057,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,0.08500000089406967,2025-08-15 17:47:43
48#08536,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,0.2600000202655792,2025-08-15 17:47:44
31#02448,深渊筑底策略,BUY,2,2025-08-15,0.09000000357627869,2025-08-15 17:47:44
31#06190,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,3.4000000953674316,2025-08-15 17:47:44
31#00459,深渊筑底策略,BUY,2,2025-08-15,0.07700000703334808,2025-08-15 17:47:44
31#01222,深渊筑底策略,BUY,2,2025-08-15,0.02500000037252903,2025-08-15 17:47:44
31#01323,深渊筑底策略,BUY,2,2025-08-15,0.1550000011920929,2025-08-15 17:47:45
31#00587,深渊筑底策略,BUY,2,2025-08-15,0.7300000190734863,2025-08-15 17:47:45
48#08238,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,0.1900000125169754,2025-08-15 17:47:45
31#01575,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,0.05400000140070915,2025-08-15 17:47:45
48#08328,深渊筑底策略,BUY,2,2025-08-15,0.7400000095367432,2025-08-15 17:47:46
31#02180,深渊筑底策略,BUY,2,2025-08-15,5.750000476837158,2025-08-15 17:47:46
31#01909,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,1.630000114440918,2025-08-15 17:47:46
31#00810,深渊筑底策略,BUY,2,2025-08-15,0.1469999998807907,2025-08-15 17:47:46
31#00052,深渊筑底策略,BUY,2,2025-08-15,5.580000400543213,2025-08-15 17:47:46
31#00214,深渊筑底策略,BUY,2,2025-08-15,0.3150000274181366,2025-08-15 17:47:46
31#03662,深渊筑底策略,BUY,2,2025-08-15,0.5700000524520874,2025-08-15 17:47:47
31#01955,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,0.5800000429153442,2025-08-15 17:47:47
31#00603,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,0.16900001466274261,2025-08-15 17:47:47
31#00422,深渊筑底策略,BUY,2,2025-08-15,0.4300000071525574,2025-08-15 17:47:47
48#08413,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,0.10600000619888306,2025-08-15 17:47:47
31#00542,深渊筑底策略,BUY,2,2025-08-15,0.058000002056360245,2025-08-15 17:47:47
31#00674,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,0.08500000089406967,2025-08-15 17:47:48
31#00195,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,0.2800000011920929,2025-08-15 17:47:48
31#00830,深渊筑底策略,BUY,2,2025-08-15,1.5100001096725464,2025-08-15 17:47:48
31#01224,深渊筑底策略,BUY,2,2025-08-15,1.2000000476837158,2025-08-15 17:47:48
31#01161,深渊筑底策略,BUY,2,2025-08-15,0.8800000548362732,2025-08-15 17:47:48
31#01189,深渊筑底策略,BUY,2,2025-08-15,0.04800000041723251,2025-08-15 17:47:49
31#00852,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,0.16600000858306885,2025-08-15 17:47:49
31#02168,深渊筑底策略,BUY,2,2025-08-15,1.6500000953674316,2025-08-15 17:47:50
48#08291,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,0.08500000089406967,2025-08-15 17:47:50
31#00018,深渊筑底策略,BUY,2,2025-08-15,0.36000001430511475,2025-08-15 17:47:51
31#01185,深渊筑底策略,BUY,2,2025-08-15,0.04000000283122063,2025-08-15 17:47:40
31#03336,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,1.2600001096725464,2025-08-15 17:47:40
31#01563,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,0.21000000834465027,2025-08-15 17:47:40
31#06958,深渊筑底策略,BUY,2,2025-08-15,0.13300000131130219,2025-08-15 17:47:40
31#09963,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,0.39500001072883606,2025-08-15 17:47:40
31#01987,深渊筑底策略,BUY,2,2025-08-15,0.15300001204013824,2025-08-15 17:47:40
31#06833,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,0.20000000298023224,2025-08-15 17:47:40
31#01727,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,0.5600000023841858,2025-08-15 17:47:40
31#01004,深渊筑底策略,BUY,2,2025-08-15,0.015000000596046448,2025-08-15 17:47:40
48#08527,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,0.17100000381469727,2025-08-15 17:47:41
31#00765,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,0.4750000238418579,2025-08-15 17:47:41
31#01255,深渊筑底策略,BUY,2,2025-08-15,0.30000001192092896,2025-08-15 17:47:41
31#00724,深渊筑底策略,BUY,2,2025-08-15,0.10500000417232513,2025-08-15 17:47:41
31#01463,深渊筑底策略,BUY,2,2025-08-15,0.25,2025-08-15 17:47:42
31#00802,深渊筑底策略,BUY,2,2025-08-15,0.04500000178813934,2025-08-15 17:47:42
31#06939,深渊筑底策略,BUY,2,2025-08-15,0.4750000238418579,2025-08-15 17:47:42
31#02623,深渊筑底策略,BUY,2,2025-08-15,0.5100000500679016,2025-08-15 17:47:42
31#01416,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,0.10700000822544098,2025-08-15 17:47:42
31#00122,深渊筑底策略,BUY,2,2025-08-15,2.0,2025-08-15 17:47:43
31#06163,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,0.2200000137090683,2025-08-15 17:47:43
31#02019,深渊筑底策略,BUY,2,2025-08-15,0.08500000089406967,2025-08-15 17:47:43
31#00030,深渊筑底策略,BUY,2,2025-08-15,0.2850000262260437,2025-08-15 17:47:43
31#01472,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,0.06200000271201134,2025-08-15 17:47:44
48#08496,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,0.11300000548362732,2025-08-15 17:47:44
31#01922,深渊筑底策略,BUY,2,2025-08-15,1.3600000143051147,2025-08-15 17:47:45
48#08152,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,0.06100000441074371,2025-08-15 17:47:45
48#08126,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,0.03800000250339508,2025-08-15 17:47:45
31#02370,深渊筑底策略,BUY,2,2025-08-15,0.2800000011920929,2025-08-15 17:47:45
31#01543,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,0.33000001311302185,2025-08-15 17:47:45
48#08495,深渊筑底策略,BUY,2,2025-08-15,0.22200001776218414,2025-08-15 17:47:46
31#02258,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,0.18000000715255737,2025-08-15 17:47:46
48#08225,深渊筑底策略,BUY,2,2025-08-15,0.16500000655651093,2025-08-15 17:47:47
31#03390,深渊筑底策略,BUY,3,2025-08-15,0.3150000274181366,2025-08-15 17:47:47
31#02127,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,0.020000001415610313,2025-08-15 17:47:47
31#02340,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,0.15800000727176666,2025-08-15 17:47:47
31#06966,深渊筑底策略,BUY,2,2025-08-15,0.550000011920929,2025-08-15 17:47:47
31#03628,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,0.18900001049041748,2025-08-15 17:47:47
31#06610,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,0.2410000115633011,2025-08-15 17:47:47
31#00093,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,0.5700000524520874,2025-08-15 17:47:47
31#09983,深渊筑底策略,BUY,2,2025-08-15,1.1299999952316284,2025-08-15 17:47:48
31#03718,深渊筑底策略,BUY,2,2025-08-15,0.36500000953674316,2025-08-15 17:47:49
31#09869,深渊筑底策略,BUY,2,2025-08-15,1.350000023841858,2025-08-15 17:47:49
48#08620,深渊筑底策略,BUY,2,2025-08-15,0.07900000363588333,2025-08-15 17:47:49
31#02101,深渊筑底策略,BUY,2,2025-08-15,1.5000001192092896,2025-08-15 17:47:49
31#01317,深渊筑底策略,BUY,2,2025-08-15,0.3800000250339508,2025-08-15 17:47:50
48#08429,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,0.04500000178813934,2025-08-15 17:47:50
31#01163,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,0.1510000079870224,2025-08-15 17:47:50
31#01692,深渊筑底策略,BUY,2,2025-08-15,1.970000147819519,2025-08-15 17:47:50
31#03913,深渊筑底策略,BUY,2,2025-08-15,0.3100000023841858,2025-08-15 17:47:50
31#01034,深渊筑底策略,BUY,2,2025-08-15,0.15000000596046448,2025-08-15 17:47:50
48#08311,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,0.0430000014603138,2025-08-15 17:47:51
31#00438,深渊筑底策略,BUY,2,2025-08-15,2.2900002002716064,2025-08-15 17:47:51
31#00431,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,0.010000000707805157,2025-08-15 17:47:51
31#01701,深渊筑底策略,BUY,2,2025-08-15,0.12600000202655792,2025-08-15 17:47:51
31#01429,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,0.04000000283122063,2025-08-15 17:47:51
31#06036,深渊筑底策略,BUY,2,2025-08-15,0.4350000321865082,2025-08-15 17:47:41
31#03300,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,0.3050000071525574,2025-08-15 17:47:41
31#01895,深渊筑底策略,BUY,2,2025-08-15,0.49000000953674316,2025-08-15 17:47:41
48#08001,深渊筑底策略,BUY,2,2025-08-15,0.18800000846385956,2025-08-15 17:47:41
31#02399,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,0.33500000834465027,2025-08-15 17:47:41
31#09857,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,4.060000419616699,2025-08-15 17:47:42
48#08347,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,0.12800000607967377,2025-08-15 17:47:42
31#00929,深渊筑底策略,BUY,2,2025-08-15,0.4400000274181366,2025-08-15 17:47:42
31#01343,深渊筑底策略,BUY,2,2025-08-15,0.07300000637769699,2025-08-15 17:47:42
31#00831,深渊筑底策略,BUY,2,2025-08-15,0.3450000286102295,2025-08-15 17:47:42
48#08526,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,0.11300000548362732,2025-08-15 17:47:43
31#00410,深渊筑底策略,BUY,2,2025-08-15,0.5900000333786011,2025-08-15 17:47:43
31#01332,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,0.0860000029206276,2025-08-15 17:47:43
48#08659,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,0.13500000536441803,2025-08-15 17:47:43
48#08431,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,0.2200000137090683,2025-08-15 17:47:43
31#00834,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,0.2290000170469284,2025-08-15 17:47:44
31#03389,深渊筑底策略,BUY,2,2025-08-15,0.1340000033378601,2025-08-15 17:47:44
31#02222,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,0.7500000596046448,2025-08-15 17:47:45
31#01765,深渊筑底策略,BUY,2,2025-08-15,0.1850000023841858,2025-08-15 17:47:45
48#08657,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,0.5600000023841858,2025-08-15 17:47:45
31#00034,深渊筑底策略,BUY,2,2025-08-15,3.3500001430511475,2025-08-15 17:47:46
31#01271,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,1.3200000524520874,2025-08-15 17:47:46
31#02260,深渊筑底策略,STRONG_BUY,4,2025-08-15,1.5800000429153442,2025-08-15 17:47:46
31#09686,深渊筑底策略,BUY,2,2025-08-15,1.0099999904632568,2025-08-15 17:47:46
31#00082,深渊筑底策略,BUY,2,2025-08-15,0.09300000220537186,2025-08-15 17:47:47
31#00593,深渊筑底策略,BUY,2,2025-08-15,0.1900000125169754,2025-08-15 17:47:47
31#01597,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,3.680000066757202,2025-08-15 17:47:47
31#01231,深渊筑底策略,BUY,2,2025-08-15,0.23400001227855682,2025-08-15 17:47:48
31#00520,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,0.7900000214576721,2025-08-15 17:47:49
31#01029,深渊筑底策略,BUY,2,2025-08-15,0.7500000596046448,2025-08-15 17:47:49
31#00827,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,0.024000000208616257,2025-08-15 17:47:49
31#00009,深渊筑底策略,BUY,2,2025-08-15,0.013000000268220901,2025-08-15 17:47:49
48#08445,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,0.18000000715255737,2025-08-15 17:47:49
31#01650,深渊筑底策略,BUY,2,2025-08-15,0.09000000357627869,2025-08-15 17:47:49
31#00251,深渊筑底策略,BUY,2,2025-08-15,1.2300000190734863,2025-08-15 17:47:50
31#01733,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,0.9500000476837158,2025-08-15 17:47:50
48#08475,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,0.0690000057220459,2025-08-15 17:47:51
31#02325,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,2.9700000286102295,2025-08-15 17:47:51
31#00483,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,0.20200000703334808,2025-08-15 17:47:51
31#01865,深渊筑底策略,BUY,2,2025-08-15,0.2600000202655792,2025-08-15 17:47:51
31#01058,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,0.42500001192092896,2025-08-15 17:47:51
31#02708,深渊筑底策略,BUY,2,2025-08-15,0.06400000303983688,2025-08-15 17:47:51
48#08489,深渊筑底策略,BUY,2,2025-08-15,0.16900001466274261,2025-08-15 17:47:51
31#02482,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,0.800000011920929,2025-08-15 17:47:51
31#01245,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,0.20200000703334808,2025-08-15 17:47:40
31#02427,深渊筑底策略,BUY,2,2025-08-15,0.49500003457069397,2025-08-15 17:47:41
31#00685,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,0.20800000429153442,2025-08-15 17:47:41
31#01897,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,0.45000001788139343,2025-08-15 17:47:41
31#01204,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,1.590000033378601,2025-08-15 17:47:41
31#01547,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,0.24900001287460327,2025-08-15 17:47:42
31#02215,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,0.6200000047683716,2025-08-15 17:47:42
