stock_code,strategy,signal_type,signal_strength,date,current_price,scan_timestamp
31#02017,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,0.26500001549720764,2025-08-15 17:47:43
31#01002,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,0.055000003427267075,2025-08-15 17:47:43
48#08437,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,0.14800000190734863,2025-08-15 17:47:44
31#00382,深渊筑底策略,BUY,2,2025-08-15,1.6200001239776611,2025-08-15 17:47:45
31#09929,深渊筑底策略,BUY,2,2025-08-15,0.06700000166893005,2025-08-15 17:47:45
31#02182,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,0.3450000286102295,2025-08-15 17:47:45
31#00873,深渊筑底策略,BUY,2,2025-08-15,0.800000011920929,2025-08-15 17:47:45
31#01719,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,0.42000001668930054,2025-08-15 17:47:45
31#00389,深渊筑底策略,BUY,2,2025-08-15,0.4300000071525574,2025-08-15 17:47:45
48#08069,深渊筑底策略,BUY,2,2025-08-15,0.032999999821186066,2025-08-15 17:47:45
31#06913,深渊筑底策略,BUY,2,2025-08-15,0.29500001668930054,2025-08-15 17:47:46
31#00118,深渊筑底策略,BUY,2,2025-08-15,0.2550000250339508,2025-08-15 17:47:46
31#01832,深渊筑底策略,BUY,2,2025-08-15,0.6300000548362732,2025-08-15 17:47:46
31#00550,深渊筑底策略,BUY,2,2025-08-15,0.1340000033378601,2025-08-15 17:47:47
31#06988,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,0.12400000542402267,2025-08-15 17:47:47
31#00079,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,0.11300000548362732,2025-08-15 17:47:47
31#02231,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,0.22800001502037048,2025-08-15 17:47:47
31#09916,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,0.39000001549720764,2025-08-15 17:47:47
48#08341,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,0.16500000655651093,2025-08-15 17:47:48
31#01598,深渊筑底策略,BUY,2,2025-08-15,0.11100000888109207,2025-08-15 17:47:48
31#01846,深渊筑底策略,BUY,2,2025-08-15,3.250000238418579,2025-08-15 17:47:48
48#08081,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,0.017000000923871994,2025-08-15 17:47:48
31#02193,深渊筑底策略,BUY,2,2025-08-15,0.20500001311302185,2025-08-15 17:47:49
31#01708,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,0.3100000023841858,2025-08-15 17:47:49
31#00726,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,0.06300000101327896,2025-08-15 17:47:49
48#08218,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,0.07200000435113907,2025-08-15 17:47:50
31#02147,深渊筑底策略,BUY,2,2025-08-15,0.0430000014603138,2025-08-15 17:47:50
31#00302,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,0.5600000023841858,2025-08-15 17:47:51
31#00037,深渊筑底策略,BUY,2,2025-08-15,0.4650000333786011,2025-08-15 17:47:51
31#01960,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,0.25,2025-08-15 17:47:51
31#01028,深渊筑底策略,BUY,2,2025-08-15,0.20500001311302185,2025-08-15 17:47:51
31#01111,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,0.2550000250339508,2025-08-15 17:47:51
48#08191,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,0.19700001180171967,2025-08-15 17:47:40
31#02383,深渊筑底策略,BUY,2,2025-08-15,0.445000022649765,2025-08-15 17:47:41
31#00589,深渊筑底策略,BUY,2,2025-08-15,0.1900000125169754,2025-08-15 17:47:42
31#01362,深渊筑底策略,BUY,2,2025-08-15,0.3750000298023224,2025-08-15 17:47:42
31#01107,深渊筑底策略,BUY,2,2025-08-15,0.021000001579523087,2025-08-15 17:47:42
31#06830,深渊筑底策略,BUY,2,2025-08-15,0.2850000262260437,2025-08-15 17:47:42
31#06199,深渊筑底策略,BUY,2,2025-08-15,1.1400001049041748,2025-08-15 17:47:42
48#08411,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,0.06599999964237213,2025-08-15 17:47:43
48#08423,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,0.05400000140070915,2025-08-15 17:47:43
31#02385,深渊筑底策略,BUY,2,2025-08-15,6.760000228881836,2025-08-15 17:47:43
31#00997,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,0.02500000037252903,2025-08-15 17:47:44
31#01417,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,0.2200000137090683,2025-08-15 17:47:44
31#06633,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,3.4200000762939453,2025-08-15 17:47:44
31#01936,深渊筑底策略,BUY,2,2025-08-15,0.5600000023841858,2025-08-15 17:47:45
31#03333,深渊筑底策略,BUY,2,2025-08-15,0.16300000250339508,2025-08-15 17:47:45
31#02199,深渊筑底策略,BUY,2,2025-08-15,1.9000000953674316,2025-08-15 17:47:45
31#02436,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,2.8500001430511475,2025-08-15 17:47:45
31#01399,深渊筑底策略,BUY,2,2025-08-15,0.18300001323223114,2025-08-15 17:47:46
31#01348,深渊筑底策略,BUY,2,2025-08-15,0.07100000232458115,2025-08-15 17:47:46
31#03773,深渊筑底策略,BUY,2,2025-08-15,1.690000057220459,2025-08-15 17:47:46
31#01820,深渊筑底策略,BUY,3,2025-08-15,2.820000171661377,2025-08-15 17:47:46
48#08487,深渊筑底策略,BUY,2,2025-08-15,0.10300000756978989,2025-08-15 17:47:47
48#08241,深渊筑底策略,BUY,2,2025-08-15,0.12000000476837158,2025-08-15 17:47:48
31#00310,深渊筑底策略,BUY,2,2025-08-15,0.10000000149011612,2025-08-15 17:47:48
48#08627,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,0.05100000277161598,2025-08-15 17:47:48
31#03603,深渊筑底策略,BUY,2,2025-08-15,0.05300000309944153,2025-08-15 17:47:48
31#02237,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,0.36000001430511475,2025-08-15 17:47:49
48#08612,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,0.09400000423192978,2025-08-15 17:47:49
31#01408,深渊筑底策略,BUY,2,2025-08-15,0.17400000989437103,2025-08-15 17:47:49
31#01406,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,0.35500001907348633,2025-08-15 17:47:49
31#09977,深渊筑底策略,BUY,2,2025-07-25,1.9900001287460327,2025-08-15 17:47:49
31#01082,深渊筑底策略,BUY,2,2025-08-15,1.4800000190734863,2025-08-15 17:47:50
31#01739,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,0.20900000631809235,2025-08-15 17:47:50
31#00368,深渊筑底策略,BUY,2,2025-08-15,0.33500000834465027,2025-08-15 17:47:50
31#00137,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,0.6800000071525574,2025-08-15 17:47:50
31#02098,深渊筑底策略,BUY,2,2025-08-15,0.16600000858306885,2025-08-15 17:47:50
31#06063,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,0.16100001335144043,2025-08-15 17:47:51
31#02135,深渊筑底策略,BUY,2,2025-08-15,0.125,2025-08-15 17:47:51
31#02060,深渊筑底策略,BUY,2,2025-08-15,0.19300000369548798,2025-08-15 17:47:51
31#01660,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,0.11000000685453415,2025-08-15 17:47:51
31#01383,深渊筑底策略,BUY,2,2025-08-15,0.0430000014603138,2025-08-15 17:47:51
31#01830,深渊筑底策略,BUY,2,2025-08-15,1.590000033378601,2025-08-15 17:47:52
31#00171,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,0.11100000888109207,2025-08-15 17:47:52
31#09663,深渊筑底策略,BUY,2,2025-08-15,8.110000610351562,2025-08-15 17:47:42
31#00186,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,0.19600000977516174,2025-08-15 17:47:43
31#00286,深渊筑底策略,BUY,3,2025-08-15,1.3100000619888306,2025-08-15 17:47:43
31#06093,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,0.9600000381469727,2025-08-15 17:47:43
31#00812,深渊筑底策略,BUY,2,2025-08-15,0.030000001192092896,2025-08-15 17:47:43
48#08616,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,0.04000000283122063,2025-08-15 17:47:44
48#08452,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,0.3150000274181366,2025-08-15 17:47:44
31#01790,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,0.45000001788139343,2025-08-15 17:47:44
31#01652,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,0.3150000274181366,2025-08-15 17:47:44
31#01566,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,0.05100000277161598,2025-08-15 17:47:44
31#03798,深渊筑底策略,BUY,2,2025-08-15,1.0200001001358032,2025-08-15 17:47:44
48#08047,深渊筑底策略,BUY,2,2025-08-15,0.02500000037252903,2025-08-15 17:47:44
31#03650,深渊筑底策略,BUY,2,2025-08-15,7.010000228881836,2025-08-15 17:47:45
31#09982,深渊筑底策略,BUY,2,2025-08-15,0.11000000685453415,2025-08-15 17:47:45
31#00383,深渊筑底策略,STRONG_BUY,4,2025-08-15,0.89000004529953,2025-08-15 17:47:45
48#08472,深渊筑底策略,BUY,2,2025-08-15,0.4000000059604645,2025-08-15 17:47:45
31#01894,深渊筑底策略,BUY,2,2025-08-15,0.029000001028180122,2025-08-15 17:47:46
31#02798,深渊筑底策略,BUY,2,2025-08-15,0.7800000309944153,2025-08-15 17:47:46
48#08262,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,0.07000000029802322,2025-08-15 17:47:46
31#01937,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,0.2600000202655792,2025-08-15 17:47:46
31#02405,深渊筑底策略,BUY,3,2025-08-15,2.440000057220459,2025-08-15 17:47:47
31#06698,深渊筑底策略,BUY,2,2025-08-15,2.06000018119812,2025-08-15 17:47:47
31#06968,深渊筑底策略,BUY,2,2025-08-15,0.0860000029206276,2025-08-15 17:47:47
48#08063,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,0.02200000174343586,2025-08-15 17:47:47
48#08645,深渊筑底策略,BUY,2,2025-08-15,0.5300000309944153,2025-08-15 17:47:48
31#01978,深渊筑底策略,BUY,2,2025-08-15,0.3800000250339508,2025-08-15 17:47:48
31#01284,深渊筑底策略,BUY,2,2025-08-15,0.32500001788139343,2025-08-15 17:47:48
31#03309,深渊筑底策略,BUY,2,2025-08-15,1.8600001335144043,2025-08-15 17:47:49
31#01959,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,0.20000000298023224,2025-08-15 17:47:49
31#03997,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,0.6300000548362732,2025-08-15 17:47:49
31#01703,深渊筑底策略,BUY,2,2025-08-15,0.04800000041723251,2025-08-15 17:47:49
31#01965,深渊筑底策略,BUY,2,2025-08-15,0.164000004529953,2025-08-15 17:47:50
31#01655,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,0.14300000667572021,2025-08-15 17:47:50
31#00918,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,0.5700000524520874,2025-08-15 17:47:50
48#08451,深渊筑底策略,BUY,2,2025-08-15,0.06000000238418579,2025-08-15 17:47:50
31#02120,深渊筑底策略,BUY,2,2025-08-15,9.120000839233398,2025-08-15 17:47:50
31#00894,深渊筑底策略,BUY,2,2025-08-15,0.42000001668930054,2025-08-15 17:47:51
48#08392,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,0.030000001192092896,2025-08-15 17:47:51
31#02439,深渊筑底策略,BUY,2,2025-08-15,0.39000001549720764,2025-08-15 17:47:51
31#06108,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,0.4150000214576721,2025-08-15 17:47:51
31#02212,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,0.09400000423192978,2025-08-15 17:47:51
48#08613,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,0.08000000566244125,2025-08-15 17:47:51
31#01827,深渊筑底策略,BUY,2,2025-08-15,1.100000023841858,2025-08-15 17:47:51
31#00191,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,0.5800000429153442,2025-08-15 17:47:52
31#02175,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,2.0900001525878906,2025-08-15 17:47:52
31#02153,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,1.100000023841858,2025-08-15 17:47:52
31#00936,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,0.1080000028014183,2025-08-15 17:47:52
48#08422,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,0.11300000548362732,2025-08-15 17:47:52
31#02187,深渊筑底策略,BUY,2,2025-08-15,0.42000001668930054,2025-08-15 17:47:53
31#00599,深渊筑底策略,POTENTIAL_BUY,1,2025-08-15,0.14500001072883606,2025-08-15 17:47:53
31#02372,深渊筑底策略,BUY,2,2025-08-15,0.2200000137090683,2025-08-15 17:47:53
