stock_code,strategy,signal_type,signal_strength,date,current_price,scan_timestamp
31#02199,深渊筑底策略,BUY,2,2025-08-19,1.8300000429153442,2025-08-19 19:03:40
31#02436,深渊筑底策略,POTENTIAL_BUY,1,2025-08-19,2.9000000953674316,2025-08-19 19:03:36
31#01399,深渊筑底策略,BUY,2,2025-08-19,0.1850000023841858,2025-08-19 19:03:36
31#01348,深渊筑底策略,BUY,2,2025-08-19,0.07100000232458115,2025-08-19 19:03:36
31#03773,深渊筑底策略,BUY,2,2025-08-19,1.7200000286102295,2025-08-19 19:03:37
31#01820,深渊筑底策略,BUY,3,2025-08-19,2.8600001335144043,2025-08-19 19:03:37
31#00310,深渊筑底策略,BUY,2,2025-08-19,0.10000000149011612,2025-08-19 19:03:39
31#03603,深渊筑底策略,BUY,2,2025-08-19,0.05400000140070915,2025-08-19 19:03:39
31#02237,深渊筑底策略,POTENTIAL_BUY,1,2025-08-19,0.3400000035762787,2025-08-19 19:03:36
31#01408,深渊筑底策略,BUY,2,2025-08-19,0.1720000058412552,2025-08-19 19:03:37
31#01406,深渊筑底策略,POTENTIAL_BUY,1,2025-08-19,0.35500001907348633,2025-08-19 19:03:37
31#09977,深渊筑底策略,BUY,2,2025-07-25,1.9900001287460327,2025-08-19 19:03:38
31#01082,深渊筑底策略,BUY,2,2025-08-19,1.4900001287460327,2025-08-19 19:03:38
31#01739,深渊筑底策略,POTENTIAL_BUY,1,2025-08-19,0.20100000500679016,2025-08-19 19:03:38
31#00368,深渊筑底策略,BUY,2,2025-08-19,0.30000001192092896,2025-08-19 19:03:39
31#00137,深渊筑底策略,POTENTIAL_BUY,1,2025-08-19,0.7000000476837158,2025-08-19 19:03:39
31#02000,深渊筑底策略,BUY,2,2025-08-19,0.29500001668930054,2025-08-19 19:03:39
31#02098,深渊筑底策略,BUY,2,2025-08-19,0.1550000011920929,2025-08-19 19:03:39
31#06063,深渊筑底策略,POTENTIAL_BUY,1,2025-08-19,0.16200000047683716,2025-08-19 19:03:39
31#02135,深渊筑底策略,BUY,2,2025-08-19,0.12000000476837158,2025-08-19 19:03:40
31#02060,深渊筑底策略,BUY,2,2025-08-19,0.19300000369548798,2025-08-19 19:03:40
31#01660,深渊筑底策略,POTENTIAL_BUY,1,2025-08-19,0.11100000888109207,2025-08-19 19:03:36
31#01383,深渊筑底策略,BUY,2,2025-08-19,0.0430000014603138,2025-08-19 19:03:37
31#01830,深渊筑底策略,BUY,2,2025-08-19,1.5600000619888306,2025-08-19 19:03:37
31#00171,深渊筑底策略,POTENTIAL_BUY,1,2025-08-19,0.09700000286102295,2025-08-19 19:03:37
31#09663,深渊筑底策略,BUY,2,2025-08-19,8.010000228881836,2025-08-19 19:03:38
31#03878,深渊筑底策略,POTENTIAL_BUY,1,2025-08-19,0.1550000011920929,2025-08-19 19:03:38
31#00286,深渊筑底策略,BUY,3,2025-08-19,1.3100000619888306,2025-08-19 19:03:39
31#00150,深渊筑底策略,BUY,2,2025-08-19,0.15700000524520874,2025-08-19 19:03:39
31#00271,深渊筑底策略,BUY,2,2025-08-19,0.164000004529953,2025-08-19 19:03:39
31#06093,深渊筑底策略,POTENTIAL_BUY,1,2025-08-19,0.9000000357627869,2025-08-19 19:03:39
31#00812,深渊筑底策略,BUY,2,2025-08-19,0.030000001192092896,2025-08-19 19:03:39
31#01652,深渊筑底策略,POTENTIAL_BUY,1,2025-08-19,0.36000001430511475,2025-08-19 19:03:40
31#01566,深渊筑底策略,POTENTIAL_BUY,1,2025-08-19,0.05100000277161598,2025-08-19 19:03:40
31#03798,深渊筑底策略,BUY,2,2025-08-19,0.9700000286102295,2025-08-19 19:03:37
31#03650,深渊筑底策略,BUY,2,2025-08-19,6.87000036239624,2025-08-19 19:03:37
31#09982,深渊筑底策略,BUY,2,2025-08-19,0.11000000685453415,2025-08-19 19:03:37
31#01894,深渊筑底策略,BUY,2,2025-08-19,0.039000000804662704,2025-08-19 19:03:39
31#02798,深渊筑底策略,BUY,2,2025-08-19,0.7900000214576721,2025-08-19 19:03:39
31#01937,深渊筑底策略,POTENTIAL_BUY,1,2025-08-19,0.2600000202655792,2025-08-19 19:03:39
31#02405,深渊筑底策略,BUY,3,2025-08-19,2.06000018119812,2025-08-19 19:03:39
31#06698,深渊筑底策略,BUY,2,2025-08-19,2.190000057220459,2025-08-19 19:03:37
31#06968,深渊筑底策略,BUY,2,2025-08-19,0.08300000429153442,2025-08-19 19:03:37
31#00797,深渊筑底策略,POTENTIAL_BUY,1,2025-08-19,0.6200000047683716,2025-08-19 19:03:38
31#01978,深渊筑底策略,BUY,2,2025-08-19,0.3850000202655792,2025-08-19 19:03:38
31#01284,深渊筑底策略,BUY,2,2025-08-19,0.3400000035762787,2025-08-19 19:03:38
31#03309,深渊筑底策略,BUY,2,2025-08-19,1.880000114440918,2025-08-19 19:03:39
31#01959,深渊筑底策略,POTENTIAL_BUY,1,2025-08-19,0.20000000298023224,2025-08-19 19:03:39
31#03997,深渊筑底策略,POTENTIAL_BUY,1,2025-08-19,0.6300000548362732,2025-08-19 19:03:39
31#01703,深渊筑底策略,BUY,2,2025-08-19,0.04800000041723251,2025-08-19 19:03:40
31#01965,深渊筑底策略,BUY,2,2025-08-19,0.1680000126361847,2025-08-19 19:03:40
31#01655,深渊筑底策略,POTENTIAL_BUY,1,2025-08-19,0.14000000059604645,2025-08-19 19:03:37
31#00918,深渊筑底策略,POTENTIAL_BUY,1,2025-08-19,0.5400000214576721,2025-08-19 19:03:38
31#02439,深渊筑底策略,BUY,2,2025-08-19,0.39500001072883606,2025-08-19 19:03:38
31#06108,深渊筑底策略,POTENTIAL_BUY,1,2025-08-19,0.4150000214576721,2025-08-19 19:03:39
31#02212,深渊筑底策略,POTENTIAL_BUY,1,2025-08-19,0.14000000059604645,2025-08-19 19:03:39
31#01827,深渊筑底策略,BUY,2,2025-08-19,1.0500000715255737,2025-08-19 19:03:39
31#00191,深渊筑底策略,POTENTIAL_BUY,1,2025-08-19,0.5700000524520874,2025-08-19 19:03:40
31#02175,深渊筑底策略,POTENTIAL_BUY,1,2025-08-19,2.0400002002716064,2025-08-19 19:03:40
31#02153,深渊筑底策略,POTENTIAL_BUY,1,2025-08-19,1.100000023841858,2025-08-19 19:03:40
31#00936,深渊筑底策略,POTENTIAL_BUY,1,2025-08-19,0.1080000028014183,2025-08-19 19:03:40
31#02187,深渊筑底策略,BUY,2,2025-08-19,0.4400000274181366,2025-08-19 19:03:38
31#00599,深渊筑底策略,POTENTIAL_BUY,1,2025-08-19,0.16500000655651093,2025-08-19 19:03:38
31#02372,深渊筑底策略,BUY,2,2025-08-19,0.23400001227855682,2025-08-19 19:03:39
