stock_code,strategy,signal_type,signal_strength,date,current_price,scan_timestamp
31#00488,深渊筑底策略,POTENTIAL_BUY,1,2025-08-19,0.6700000166893005,2025-08-19 19:03:38
31#06812,深渊筑底策略,BUY,2,2025-08-19,0.1469999998807907,2025-08-19 19:03:38
31#00253,深渊筑底策略,POTENTIAL_BUY,1,2025-08-19,0.6000000238418579,2025-08-19 19:03:39
31#01183,深渊筑底策略,POTENTIAL_BUY,1,2025-08-19,0.1680000126361847,2025-08-19 19:03:36
31#01246,深渊筑底策略,BUY,2,2025-08-19,0.021000001579523087,2025-08-19 19:03:36
31#01489,深渊筑底策略,POTENTIAL_BUY,1,2025-08-19,0.3050000071525574,2025-08-19 19:03:37
31#01532,深渊筑底策略,POTENTIAL_BUY,1,2025-08-19,0.11500000208616257,2025-08-19 19:03:37
31#06900,深渊筑底策略,BUY,2,2025-08-19,0.013000000268220901,2025-08-19 19:03:38
31#01845,深渊筑底策略,POTENTIAL_BUY,1,2025-08-19,0.15000000596046448,2025-08-19 19:03:38
31#01707,深渊筑底策略,POTENTIAL_BUY,1,2025-08-19,0.10400000214576721,2025-08-19 19:03:38
31#06999,深渊筑底策略,POTENTIAL_BUY,1,2025-08-19,0.10200000554323196,2025-08-19 19:03:39
31#00455,深渊筑底策略,POTENTIAL_BUY,1,2025-08-19,0.18000000715255737,2025-08-19 19:03:35
31#01410,深渊筑底策略,POTENTIAL_BUY,1,2025-08-19,0.2600000202655792,2025-08-19 19:03:35
31#01638,深渊筑底策略,BUY,2,2025-08-19,0.15300001204013824,2025-08-19 19:03:36
31#01442,深渊筑底策略,BUY,2,2025-08-19,0.3400000035762787,2025-08-19 19:03:36
31#06689,深渊筑底策略,BUY,2,2025-08-19,1.7400001287460327,2025-08-19 19:03:37
31#01849,深渊筑底策略,BUY,2,2025-08-19,0.05000000074505806,2025-08-19 19:03:37
31#00007,深渊筑底策略,BUY,2,2025-08-19,0.03200000151991844,2025-08-19 19:03:38
31#02459,深渊筑底策略,POTENTIAL_BUY,1,2025-08-19,0.1469999998807907,2025-08-19 19:03:38
31#01360,深渊筑底策略,BUY,2,2024-10-31,0.012000000104308128,2025-08-19 19:03:38
31#02078,深渊筑底策略,BUY,2,2025-08-19,0.16300000250339508,2025-08-19 19:03:38
31#00822,深渊筑底策略,BUY,2,2025-08-19,0.36500000953674316,2025-08-19 19:03:35
31#01495,深渊筑底策略,BUY,2,2025-08-19,0.09800000488758087,2025-08-19 19:03:35
31#01771,深渊筑底策略,BUY,2,2025-08-19,0.3100000023841858,2025-08-19 19:03:37
31#01817,深渊筑底策略,POTENTIAL_BUY,1,2025-08-19,0.42000001668930054,2025-08-19 19:03:37
31#00567,深渊筑底策略,POTENTIAL_BUY,1,2025-08-19,0.09100000560283661,2025-08-19 19:03:37
31#02226,深渊筑底策略,POTENTIAL_BUY,1,2025-08-19,0.64000004529953,2025-08-19 19:03:36
31#02361,深渊筑底策略,BUY,2,2025-08-19,3.570000171661377,2025-08-19 19:03:36
31#01156,深渊筑底策略,BUY,2,2025-08-19,0.11600000411272049,2025-08-19 19:03:37
31#02521,深渊筑底策略,BUY,2,2025-08-19,0.3400000035762787,2025-08-19 19:03:37
31#01975,深渊筑底策略,BUY,2,2025-08-19,0.39500001072883606,2025-08-19 19:03:37
31#01699,深渊筑底策略,BUY,2,2025-08-19,0.04000000283122063,2025-08-19 19:03:35
31#01262,深渊筑底策略,POTENTIAL_BUY,1,2025-08-19,1.9500000476837158,2025-08-19 19:03:35
31#06606,深渊筑底策略,BUY,2,2025-08-19,14.140000343322754,2025-08-19 19:03:36
31#00733,深渊筑底策略,POTENTIAL_BUY,1,2025-08-19,0.3500000238418579,2025-08-19 19:03:36
31#03683,深渊筑底策略,POTENTIAL_BUY,1,2025-08-19,0.09000000357627869,2025-08-19 19:03:36
31#01560,深渊筑底策略,POTENTIAL_BUY,1,2025-08-19,0.14500001072883606,2025-08-19 19:03:37
31#01854,深渊筑底策略,BUY,2,2025-08-19,0.9300000667572021,2025-08-19 19:03:37
31#01542,深渊筑底策略,POTENTIAL_BUY,1,2025-08-19,1.28000009059906,2025-08-19 19:03:37
31#00102,深渊筑底策略,BUY,2,2025-08-19,0.04700000211596489,2025-08-19 19:03:37
31#02486,深渊筑底策略,BUY,2,2025-08-19,5.920000076293945,2025-08-19 19:03:38
31#00750,深渊筑底策略,BUY,2,2025-08-19,0.29500001668930054,2025-08-19 19:03:38
31#01351,深渊筑底策略,POTENTIAL_BUY,1,2025-08-19,0.36000001430511475,2025-08-19 19:03:36
31#02422,深渊筑底策略,BUY,2,2025-08-19,0.39000001549720764,2025-08-19 19:03:36
31#01996,深渊筑底策略,POTENTIAL_BUY,1,2025-08-19,0.046000003814697266,2025-08-19 19:03:37
31#00606,深渊筑底策略,BUY,2,2025-08-19,0.30000001192092896,2025-08-19 19:03:37
31#01971,深渊筑底策略,POTENTIAL_BUY,1,2025-08-19,0.3850000202655792,2025-08-19 19:03:37
31#00174,深渊筑底策略,POTENTIAL_BUY,1,2025-08-19,0.24400001764297485,2025-08-19 19:03:38
31#01498,深渊筑底策略,BUY,2,2025-08-19,0.45500001311302185,2025-08-19 19:03:38
31#00442,深渊筑底策略,POTENTIAL_BUY,1,2025-08-19,1.1200000047683716,2025-08-19 19:03:38
31#09998,深渊筑底策略,POTENTIAL_BUY,1,2025-08-19,0.2200000137090683,2025-08-19 19:03:39
31#01121,深渊筑底策略,BUY,2,2025-08-19,1.440000057220459,2025-08-19 19:03:39
31#01206,深渊筑底策略,POTENTIAL_BUY,1,2025-08-19,0.33500000834465027,2025-08-19 19:03:39
31#06822,深渊筑底策略,BUY,2,2025-08-19,0.4300000071525574,2025-08-19 19:03:39
31#02448,深渊筑底策略,BUY,2,2025-08-19,0.09000000357627869,2025-08-19 19:03:36
31#06190,深渊筑底策略,POTENTIAL_BUY,1,2025-08-19,3.390000104904175,2025-08-19 19:03:36
31#00459,深渊筑底策略,BUY,2,2025-08-19,0.08000000566244125,2025-08-19 19:03:36
31#01222,深渊筑底策略,BUY,2,2025-08-19,0.026000000536441803,2025-08-19 19:03:36
31#01323,深渊筑底策略,BUY,2,2025-08-19,0.15300001204013824,2025-08-19 19:03:36
31#00587,深渊筑底策略,BUY,2,2025-08-19,0.7200000286102295,2025-08-19 19:03:37
31#01575,深渊筑底策略,POTENTIAL_BUY,1,2025-08-19,0.05300000309944153,2025-08-19 19:03:37
31#02180,深渊筑底策略,BUY,2,2025-08-19,5.850000381469727,2025-08-19 19:03:38
31#01909,深渊筑底策略,POTENTIAL_BUY,1,2025-08-19,1.690000057220459,2025-08-19 19:03:38
31#00810,深渊筑底策略,BUY,2,2025-08-19,0.14600001275539398,2025-08-19 19:03:39
31#00214,深渊筑底策略,BUY,2,2025-08-19,0.3150000274181366,2025-08-19 19:03:39
31#03662,深渊筑底策略,BUY,2,2025-08-19,0.6100000143051147,2025-08-19 19:03:35
31#00603,深渊筑底策略,POTENTIAL_BUY,1,2025-08-19,0.16500000655651093,2025-08-19 19:03:36
31#00422,深渊筑底策略,BUY,2,2025-08-19,0.4300000071525574,2025-08-19 19:03:36
31#00542,深渊筑底策略,BUY,2,2025-08-19,0.058000002056360245,2025-08-19 19:03:37
31#00674,深渊筑底策略,POTENTIAL_BUY,1,2025-08-19,0.08400000631809235,2025-08-19 19:03:37
31#00195,深渊筑底策略,POTENTIAL_BUY,1,2025-08-19,0.2800000011920929,2025-08-19 19:03:38
31#00830,深渊筑底策略,BUY,2,2025-08-19,1.5000001192092896,2025-08-19 19:03:38
31#01224,深渊筑底策略,BUY,2,2025-08-19,1.2300000190734863,2025-08-19 19:03:38
31#01189,深渊筑底策略,BUY,2,2025-08-19,0.04800000041723251,2025-08-19 19:03:38
31#00852,深渊筑底策略,POTENTIAL_BUY,1,2025-08-19,0.16600000858306885,2025-08-19 19:03:39
31#02168,深渊筑底策略,BUY,2,2025-08-19,1.6500000953674316,2025-08-19 19:03:36
31#00018,深渊筑底策略,BUY,2,2025-08-19,0.36000001430511475,2025-08-19 19:03:37
31#01185,深渊筑底策略,BUY,2,2025-08-19,0.04000000283122063,2025-08-19 19:03:37
31#03336,深渊筑底策略,POTENTIAL_BUY,1,2025-08-19,1.2600001096725464,2025-08-19 19:03:37
31#01563,深渊筑底策略,POTENTIAL_BUY,1,2025-08-19,0.2120000123977661,2025-08-19 19:03:38
31#06958,深渊筑底策略,BUY,2,2025-08-19,0.1210000067949295,2025-08-19 19:03:38
31#09963,深渊筑底策略,POTENTIAL_BUY,1,2025-08-19,0.39500001072883606,2025-08-19 19:03:38
31#01987,深渊筑底策略,BUY,2,2025-08-19,0.15600000321865082,2025-08-19 19:03:38
31#06833,深渊筑底策略,POTENTIAL_BUY,1,2025-08-19,0.2110000103712082,2025-08-19 19:03:38
31#01727,深渊筑底策略,POTENTIAL_BUY,1,2025-08-19,0.5800000429153442,2025-08-19 19:03:38
31#01004,深渊筑底策略,BUY,2,2025-08-19,0.015000000596046448,2025-08-19 19:03:38
31#00765,深渊筑底策略,POTENTIAL_BUY,1,2025-08-19,0.4700000286102295,2025-08-19 19:03:39
31#01255,深渊筑底策略,BUY,2,2025-08-19,0.30000001192092896,2025-08-19 19:03:39
31#00724,深渊筑底策略,BUY,2,2025-08-19,0.10500000417232513,2025-08-19 19:03:39
31#01463,深渊筑底策略,BUY,2,2025-08-19,0.2800000011920929,2025-08-19 19:03:36
31#00802,深渊筑底策略,BUY,2,2025-08-19,0.04500000178813934,2025-08-19 19:03:36
31#06939,深渊筑底策略,BUY,2,2025-08-19,0.46000000834465027,2025-08-19 19:03:36
31#02623,深渊筑底策略,BUY,2,2025-08-19,0.5100000500679016,2025-08-19 19:03:36
31#01416,深渊筑底策略,POTENTIAL_BUY,1,2025-08-19,0.10000000149011612,2025-08-19 19:03:36
31#00122,深渊筑底策略,BUY,2,2025-08-19,1.9800001382827759,2025-08-19 19:03:37
31#06163,深渊筑底策略,POTENTIAL_BUY,1,2025-08-19,0.2800000011920929,2025-08-19 19:03:38
31#02019,深渊筑底策略,BUY,2,2025-08-19,0.08500000089406967,2025-08-19 19:03:38
31#00030,深渊筑底策略,BUY,2,2025-08-19,0.2850000262260437,2025-08-19 19:03:39
31#01472,深渊筑底策略,POTENTIAL_BUY,1,2025-08-19,0.06300000101327896,2025-08-19 19:03:39
31#01922,深渊筑底策略,BUY,2,2025-08-19,1.3600000143051147,2025-08-19 19:03:36
31#02370,深渊筑底策略,BUY,2,2025-08-19,0.2800000011920929,2025-08-19 19:03:36
31#01543,深渊筑底策略,POTENTIAL_BUY,1,2025-08-19,0.3150000274181366,2025-08-19 19:03:37
31#02258,深渊筑底策略,POTENTIAL_BUY,1,2025-08-19,0.18000000715255737,2025-08-19 19:03:38
31#00846,深渊筑底策略,POTENTIAL_BUY,1,2025-08-19,0.12800000607967377,2025-08-19 19:03:38
31#03390,深渊筑底策略,STRONG_BUY,4,2025-08-19,0.33500000834465027,2025-08-19 19:03:38
31#02127,深渊筑底策略,POTENTIAL_BUY,1,2025-08-19,0.020000001415610313,2025-08-19 19:03:39
31#02340,深渊筑底策略,POTENTIAL_BUY,1,2025-08-19,0.15300001204013824,2025-08-19 19:03:39
31#06966,深渊筑底策略,BUY,3,2025-08-19,0.49000000953674316,2025-08-19 19:03:35
31#03628,深渊筑底策略,POTENTIAL_BUY,1,2025-08-19,0.20000000298023224,2025-08-19 19:03:35
31#06610,深渊筑底策略,POTENTIAL_BUY,1,2025-08-19,0.2600000202655792,2025-08-19 19:03:35
31#00093,深渊筑底策略,POTENTIAL_BUY,1,2025-08-19,0.49000000953674316,2025-08-19 19:03:36
31#09983,深渊筑底策略,BUY,2,2025-08-19,1.1299999952316284,2025-08-19 19:03:37
31#03718,深渊筑底策略,BUY,2,2025-08-19,0.36000001430511475,2025-08-19 19:03:38
31#09869,深渊筑底策略,BUY,2,2025-08-19,1.3600000143051147,2025-08-19 19:03:38
31#02101,深渊筑底策略,BUY,2,2025-08-19,1.5500000715255737,2025-08-19 19:03:38
31#01317,深渊筑底策略,BUY,2,2025-08-19,0.39000001549720764,2025-08-19 19:03:39
31#01163,深渊筑底策略,POTENTIAL_BUY,1,2025-08-19,0.13500000536441803,2025-08-19 19:03:39
31#01692,深渊筑底策略,BUY,2,2025-08-19,1.9300000667572021,2025-08-19 19:03:39
31#03913,深渊筑底策略,BUY,2,2025-08-19,0.33500000834465027,2025-08-19 19:03:36
31#01034,深渊筑底策略,BUY,2,2025-08-19,0.15000000596046448,2025-08-19 19:03:36
31#00438,深渊筑底策略,BUY,2,2025-08-19,2.4700000286102295,2025-08-19 19:03:36
31#00431,深渊筑底策略,POTENTIAL_BUY,1,2025-08-19,0.010000000707805157,2025-08-19 19:03:36
31#01701,深渊筑底策略,BUY,2,2025-08-19,0.12000000476837158,2025-08-19 19:03:36
31#01429,深渊筑底策略,POTENTIAL_BUY,1,2025-08-19,0.04000000283122063,2025-08-19 19:03:37
31#06036,深渊筑底策略,BUY,2,2025-08-19,0.4400000274181366,2025-08-19 19:03:38
31#01895,深渊筑底策略,BUY,2,2025-08-19,0.5700000524520874,2025-08-19 19:03:38
31#02399,深渊筑底策略,POTENTIAL_BUY,1,2025-08-19,0.35500001907348633,2025-08-19 19:03:39
31#01343,深渊筑底策略,BUY,2,2025-08-19,0.07400000095367432,2025-08-19 19:03:36
31#00831,深渊筑底策略,BUY,2,2025-08-19,0.3500000238418579,2025-08-19 19:03:36
31#00410,深渊筑底策略,BUY,2,2025-08-19,0.5900000333786011,2025-08-19 19:03:36
31#01332,深渊筑底策略,POTENTIAL_BUY,1,2025-08-19,0.08100000023841858,2025-08-19 19:03:37
31#01218,深渊筑底策略,POTENTIAL_BUY,1,2025-08-19,1.78000009059906,2025-08-19 19:03:37
31#03389,深渊筑底策略,BUY,2,2025-08-19,0.1340000033378601,2025-08-19 19:03:38
31#02516,深渊筑底策略,STRONG_BUY,4,2025-08-19,0.6500000357627869,2025-08-19 19:03:38
31#02222,深渊筑底策略,POTENTIAL_BUY,1,2025-08-19,0.7500000596046448,2025-08-19 19:03:36
31#01765,深渊筑底策略,BUY,2,2025-08-19,0.1850000023841858,2025-08-19 19:03:36
31#00034,深渊筑底策略,BUY,2,2025-08-19,3.3600001335144043,2025-08-19 19:03:37
31#01271,深渊筑底策略,POTENTIAL_BUY,1,2025-08-19,1.1400001049041748,2025-08-19 19:03:37
31#02260,深渊筑底策略,BUY,3,2025-08-19,1.7000000476837158,2025-08-19 19:03:37
31#09686,深渊筑底策略,BUY,2,2025-08-19,0.9800000190734863,2025-08-19 19:03:38
31#00082,深渊筑底策略,BUY,2,2025-08-19,0.0950000062584877,2025-08-19 19:03:39
31#00593,深渊筑底策略,BUY,2,2025-08-19,0.1900000125169754,2025-08-19 19:03:36
31#01597,深渊筑底策略,POTENTIAL_BUY,1,2025-08-19,3.000000238418579,2025-08-19 19:03:36
31#01231,深渊筑底策略,BUY,2,2025-08-19,0.2290000170469284,2025-08-19 19:03:36
31#00520,深渊筑底策略,POTENTIAL_BUY,1,2025-08-19,0.8100000619888306,2025-08-19 19:03:38
31#01029,深渊筑底策略,BUY,2,2025-08-19,0.7400000095367432,2025-08-19 19:03:38
31#00827,深渊筑底策略,POTENTIAL_BUY,1,2025-08-19,0.026000000536441803,2025-08-19 19:03:38
31#00009,深渊筑底策略,BUY,2,2025-08-19,0.013000000268220901,2025-08-19 19:03:38
31#01650,深渊筑底策略,BUY,2,2025-08-19,0.09000000357627869,2025-08-19 19:03:38
31#00251,深渊筑底策略,BUY,2,2025-08-19,1.2700001001358032,2025-08-19 19:03:39
31#01733,深渊筑底策略,POTENTIAL_BUY,1,2025-08-19,0.9100000262260437,2025-08-19 19:03:40
31#00483,深渊筑底策略,POTENTIAL_BUY,1,2025-08-19,0.20200000703334808,2025-08-19 19:03:36
31#01865,深渊筑底策略,BUY,2,2025-08-19,0.2550000250339508,2025-08-19 19:03:36
31#01058,深渊筑底策略,POTENTIAL_BUY,1,2025-08-19,0.4400000274181366,2025-08-19 19:03:36
31#02708,深渊筑底策略,BUY,2,2025-08-19,0.06400000303983688,2025-08-19 19:03:37
31#02482,深渊筑底策略,POTENTIAL_BUY,1,2025-08-19,0.7600000500679016,2025-08-19 19:03:37
31#01245,深渊筑底策略,POTENTIAL_BUY,1,2025-08-19,0.20000000298023224,2025-08-19 19:03:38
31#02427,深渊筑底策略,BUY,2,2025-08-19,0.5,2025-08-19 19:03:39
31#00685,深渊筑底策略,POTENTIAL_BUY,1,2025-08-19,0.20800000429153442,2025-08-19 19:03:39
31#01897,深渊筑底策略,POTENTIAL_BUY,1,2025-08-19,0.4350000321865082,2025-08-19 19:03:39
31#01204,深渊筑底策略,POTENTIAL_BUY,1,2025-08-19,1.4800000190734863,2025-08-19 19:03:39
31#01547,深渊筑底策略,POTENTIAL_BUY,1,2025-08-19,0.24900001287460327,2025-08-19 19:03:39
31#02215,深渊筑底策略,POTENTIAL_BUY,1,2025-08-19,0.6300000548362732,2025-08-19 19:03:36
31#01063,深渊筑底策略,STRONG_BUY,4,2025-08-19,0.09800000488758087,2025-08-19 19:03:36
31#02017,深渊筑底策略,POTENTIAL_BUY,1,2025-08-19,0.26500001549720764,2025-08-19 19:03:37
31#01002,深渊筑底策略,POTENTIAL_BUY,1,2025-08-19,0.052000001072883606,2025-08-19 19:03:38
31#00382,深渊筑底策略,BUY,2,2025-08-19,1.6700000762939453,2025-08-19 19:03:39
31#09929,深渊筑底策略,BUY,2,2025-08-19,0.06800000369548798,2025-08-19 19:03:36
31#02182,深渊筑底策略,POTENTIAL_BUY,1,2025-08-19,0.39000001549720764,2025-08-19 19:03:36
31#00873,深渊筑底策略,BUY,2,2025-08-19,0.8400000333786011,2025-08-19 19:03:36
31#01719,深渊筑底策略,POTENTIAL_BUY,1,2025-08-19,0.4150000214576721,2025-08-19 19:03:36
31#00389,深渊筑底策略,BUY,2,2025-08-19,0.4300000071525574,2025-08-19 19:03:37
31#06913,深渊筑底策略,BUY,2,2025-08-19,0.2900000214576721,2025-08-19 19:03:37
31#00118,深渊筑底策略,BUY,2,2025-08-19,0.2550000250339508,2025-08-19 19:03:38
31#01832,深渊筑底策略,BUY,2,2025-08-19,0.6300000548362732,2025-08-19 19:03:38
31#00055,深渊筑底策略,POTENTIAL_BUY,1,2025-08-19,0.1990000158548355,2025-08-19 19:03:38
31#00550,深渊筑底策略,BUY,2,2025-08-19,0.1340000033378601,2025-08-19 19:03:39
31#06988,深渊筑底策略,POTENTIAL_BUY,1,2025-08-19,0.12700000405311584,2025-08-19 19:03:39
31#00079,深渊筑底策略,POTENTIAL_BUY,1,2025-08-19,0.11000000685453415,2025-08-19 19:03:39
31#02231,深渊筑底策略,POTENTIAL_BUY,1,2025-08-19,0.20000000298023224,2025-08-19 19:03:39
31#09916,深渊筑底策略,POTENTIAL_BUY,1,2025-08-19,0.39000001549720764,2025-08-19 19:03:39
31#03768,深渊筑底策略,BUY,2,2025-08-19,0.6800000071525574,2025-08-19 19:03:36
31#01598,深渊筑底策略,BUY,2,2025-08-19,0.11100000888109207,2025-08-19 19:03:37
31#01846,深渊筑底策略,BUY,2,2025-08-19,3.3400001525878906,2025-08-19 19:03:37
31#02193,深渊筑底策略,BUY,2,2025-08-19,0.20000000298023224,2025-08-19 19:03:37
31#01708,深渊筑底策略,POTENTIAL_BUY,1,2025-08-19,0.3400000035762787,2025-08-19 19:03:37
31#00726,深渊筑底策略,POTENTIAL_BUY,1,2025-08-19,0.06300000101327896,2025-08-19 19:03:38
31#02147,深渊筑底策略,BUY,2,2025-08-19,0.04400000348687172,2025-08-19 19:03:39
31#00302,深渊筑底策略,BUY,2,2025-08-19,0.6200000047683716,2025-08-19 19:03:36
31#00037,深渊筑底策略,BUY,2,2025-08-19,0.46000000834465027,2025-08-19 19:03:36
31#02139,深渊筑底策略,BUY,2,2025-08-19,0.2900000214576721,2025-08-19 19:03:36
31#01960,深渊筑底策略,POTENTIAL_BUY,1,2025-08-19,0.27000001072883606,2025-08-19 19:03:36
31#00983,深渊筑底策略,BUY,2,2025-08-19,0.3850000202655792,2025-08-19 19:03:37
31#01028,深渊筑底策略,BUY,2,2025-08-19,0.1980000138282776,2025-08-19 19:03:37
31#01111,深渊筑底策略,POTENTIAL_BUY,1,2025-08-19,0.2600000202655792,2025-08-19 19:03:37
31#02383,深渊筑底策略,BUY,2,2025-08-19,0.46000000834465027,2025-08-19 19:03:38
31#00589,深渊筑底策略,BUY,2,2025-08-19,0.1900000125169754,2025-08-19 19:03:38
31#01362,深渊筑底策略,BUY,2,2025-08-19,0.3800000250339508,2025-08-19 19:03:39
31#01107,深渊筑底策略,BUY,2,2025-08-19,0.021000001579523087,2025-08-19 19:03:39
31#06830,深渊筑底策略,BUY,2,2025-08-19,0.2750000059604645,2025-08-19 19:03:39
31#06199,深渊筑底策略,BUY,2,2025-08-19,1.1500000953674316,2025-08-19 19:03:39
31#02385,深渊筑底策略,BUY,2,2025-08-19,6.880000114440918,2025-08-19 19:03:37
31#00997,深渊筑底策略,POTENTIAL_BUY,1,2025-08-19,0.02500000037252903,2025-08-19 19:03:38
31#01417,深渊筑底策略,POTENTIAL_BUY,1,2025-08-19,0.2200000137090683,2025-08-19 19:03:38
31#06633,深渊筑底策略,POTENTIAL_BUY,1,2025-08-19,3.700000286102295,2025-08-19 19:03:38
31#01936,深渊筑底策略,BUY,2,2025-08-19,0.6300000548362732,2025-08-19 19:03:39
31#03333,深渊筑底策略,BUY,2,2025-08-19,0.16300000250339508,2025-08-19 19:03:39
