group,stock_code,t0_date,buy_price,fine_score,status,entry_price,entry_day,stop_loss,tp1,tp2,median,upper,lower,exit_price,exit_reason,trigger_signal,pnl_pct,mfe,mae,hold_days,month,future_mfe_raw,hold_return_raw
fine_score_filtered,bj920284,2025-03-28 00:00:00,20.8,0.2801818457615994,traded,21.3,1.0,20.776545042440116,28.787339067759937,30.201008601639906,25.96,28.787339067759937,23.132660932240064,22.35,dynamic_stop,D4,0.04929577464788726,0.11737089201877934,-0.011737089201877934,1.0,2025-03,0.3114754098360655,0.0620192307692306
fine_score_filtered,sh603949,2025-03-28 00:00:00,25.30382601873969,0.2494974345070329,traded,16.957589264401804,7.0,15.970244722586765,20.682885775229927,21.514528313931663,19.01960069782646,20.682885775229927,17.35631562042299,17.37981065315066,dynamic_stop,D2,0.024898668210769914,0.11291256514186444,-0.00289519397799654,5.0,2025-03,0.1001523229245999,-0.3038416763678695
fine_score_filtered,sz300611,2025-03-28 00:00:00,30.521039413155027,0.2409718385756688,traded,23.739686186424183,6.0,27.495912190127044,30.763539272483225,31.3401793458402,29.61025912576928,30.763539272483225,28.456978979055332,26.03643647635346,dynamic_stop,D4,0.09674728940783983,0.1676396997497914,-0.08256880733944953,1.0,2025-03,0.0894257922811421,-0.0827116445021083
fine_score_filtered,sh600610,2025-03-28 00:00:00,9.44,0.2320933732812798,traded,7.6,7.0,7.206887950144742,8.37078839083014,8.576182586245212,7.96,8.37078839083014,7.549211609169859,8.37078839083014,initial_tp,,0.10141952510922914,0.19473684210526324,-0.015789473684210423,1.0,2025-03,0.1801715919923736,0.1408898305084747
fine_score_filtered,sz002342,2025-03-28 00:00:00,6.316608229056135,0.2265415548071866,traded,4.097799642267429,6.0,4.417372497687543,5.34454230660729,5.508160508181364,5.017305903459144,5.34454230660729,4.690069500310998,4.347665474113003,dynamic_stop,D4,0.06097560975609739,0.10243902439024388,-0.06341463414634145,1.0,2025-03,0.0,-0.2753164556962025
fine_score_filtered,sh600126,2025-03-31 00:00:00,12.07,0.4903199593615913,traded,11.5,3.0,11.120268518696705,12.402580807983615,12.628871211975422,11.95,12.402580807983615,11.497419192016384,11.1,dynamic_stop,D4,-0.034782608695652195,0.04173913043478265,-0.09478260869565217,1.0,2025-03,0.0809443507588534,-0.0356255178127589
fine_score_filtered,bj920833,2025-03-31 00:00:00,18.78727464116926,0.4789652263869878,traded,15.964265310271053,5.0,15.84952471999916,22.95873842701831,24.213305551786398,20.44960417748214,22.95873842701831,17.94046992794597,20.59714821916672,initial_stop,,0.290203327171904,0.3351817621688232,-0.038817005545286616,4.0,2025-03,0.1808456444218034,0.1910994764397904
fine_score_filtered,sh600289,2025-03-31 00:00:00,7.29,0.4404751043571449,traded,6.2,7.0,6.603683940712431,7.679808759611401,7.869713139417101,7.3,7.679808759611401,6.920191240388599,6.53,dynamic_stop,D4,0.0532258064516129,0.053225806451612914,-0.016129032258064602,1.0,2025-03,0.0,-0.2222222222222222
fine_score_filtered,bj920130,2025-03-31 00:00:00,37.93,0.3890384916444945,traded,28.27,5.0,30.613206788307508,40.45279629728681,42.18919444593021,36.98,40.45279629728681,33.507203702713184,32.0,dynamic_stop,D4,0.1319419879731163,0.23098691192076398,-0.06968517863459493,1.0,2025-03,0.0911167512690356,-0.0780384919588715
fine_score_filtered,bj920682,2025-03-31 00:00:00,7.785681282905668,0.364951621651107,traded,7.872560129839378,6.0,7.242755319452228,7.970492482079408,8.263387728436381,7.384701989365462,7.970492482079408,6.798911496651517,7.970492482079408,initial_tp,,0.012439708382643744,0.05093378607809857,-0.022071307300509303,1.0,2025-03,0.3089005235602093,0.0841201716738198
fine_score_filtered,bj920493,2025-03-31 00:00:00,166.9,0.3214031859265829,traded,158.0,2.0,162.4894470874866,201.31211977046186,208.16317965569277,187.61,201.31211977046186,173.90788022953816,150.0,dynamic_stop,D4,-0.05063291139240511,0.03411392405063283,-0.27848101265822783,1.0,2025-03,0.0901653816726502,0.0784901138406231
fine_score_filtered,sz301032,2025-03-31 00:00:00,14.378708886461476,0.2931540850077647,traded,12.467428564130197,3.0,12.643836681363874,15.446184226228958,15.940716145911033,14.45712038686481,15.446184226228958,13.468056547500662,11.791129373151435,dynamic_stop,D4,-0.054245283018867996,0.06289308176100616,-0.11477987421383662,1.0,2025-03,0.0250847457627116,-0.0408997955010225
fine_score_filtered,sh603828,2025-03-31 00:00:00,4.57,0.2876776978852189,traded,4.35,6.0,4.243677176657817,4.747994267277555,4.836991400916332,4.57,4.747994267277555,4.3920057327224455,4.747994267277555,initial_tp,,0.09149293500633449,0.09655172413793102,0.0,1.0,2025-03,0.3742203742203744,0.1312910284463895
fine_score_filtered,bj920299,2025-03-31 00:00:00,16.578039628319658,0.2847994596560212,traded,14.730546535056382,5.0,15.44200337410391,18.068002430751445,18.531414028983363,17.14117923428761,18.068002430751445,16.214356037823773,18.068002430751445,initial_tp,,0.22656701078622188,0.2608987256874582,-0.02951039570757877,1.0,2025-03,0.4712918660287082,0.2157330154946364
fine_score_filtered,sz300718,2025-03-31 00:00:00,83.77486105430918,0.2792087259439383,traded,67.41645623305355,5.0,83.49131663031045,91.42194144420922,92.82146347019136,88.62289739224495,91.42194144420922,85.82385334028068,74.1581018563589,dynamic_stop,D4,0.09999999999999987,0.17352941176470565,-0.06397058823529427,1.0,2025-03,0.0349823321554771,-0.0339644970414201
fine_score_filtered,bj920834,2025-03-31 00:00:00,9.985605433449363,0.2600238592758928,traded,9.424942204852982,5.0,9.218384879665075,11.315386813968772,11.685445978845895,10.575268484214526,11.315386813968772,9.83515015446028,11.315386813968772,initial_tp,,0.2005789073319073,0.20307692307692327,-0.006153846153846103,10.0,2025-03,0.1490978157644824,0.1558567279767666
fine_score_filtered,bj920810,2025-04-01 00:00:00,12.871428571428572,0.4902971578922548,traded,9.485714285714286,4.0,10.625560780729685,15.52047334038121,16.384281439143244,13.792857142857143,15.52047334038121,12.065240945333075,11.285714285714286,dynamic_stop,D4,0.18975903614457845,0.34638554216867457,-0.04518072289156629,1.0,2025-04,0.3415300546448088,0.172031076581576
