signal_idx,stock_code,t0_date,buy_price,fine_score,operable_score,status,pipeline_stage,trend,structure_strength,atr,n_supports,n_resistances,fused_supports_count,top_support_source,top_support_confidence,top_support_price,realtime_style,entry_price,entry_day_idx,entry_type,confirmation_type,entry_confidence,support_used_price,support_used_type,initial_stop,stop_reason,initial_tp,tp_levels,exit_date,exit_price,exit_reason,trigger_signal,total_pnl_pct,weighted_pnl_pct,total_hold_days,month,hold_return,future_mfe,filter_reason,shallow_features
11,bj920953,2025-02-21 00:00:00,41.20459602277648,1.072733608039617,0.20757369572323983,expired,entry_expired,UP,0.65,4.341976447556299,2.0,0.0,3.0,ma60_washed,0.9,27.58928805891189,,,,,,,,,,,,,,,,,,,,2025-02,-0.1497409326424871,0.1111864406779661,,
12,bj920790,2025-02-21 00:00:00,49.38944318603381,1.068121329643679,0.1893598218370771,operable_filtered,operable_filter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-02,-0.2398,0.0156408693885841,,
13,bj920207,2025-02-21 00:00:00,27.86117213869285,1.0437098335995865,0.26698381017760575,filtered,structure_filter,DOWN,0.425,3.019330665773506,5.0,1.0,6.0,ma60_washed,0.9,20.743417408202927,,,,,,,,,,,,,,,,,,,,2025-02,-0.0014290818149338,0.6274437476945773,下降趋势中不做多 (趋势: DOWN),
14,bj920924,2025-02-21 00:00:00,44.87178562331724,1.0429688046927192,0.25088148915934866,expired,entry_expired,UP,0.9416666666666667,5.268811673650882,4.0,0.0,5.0,swing_low,1.0,16.263529411473424,,,,,,,,,,,,,,,,,,,,2025-02,-0.3471111111111111,0.0504818724185407,,
15,bj920932,2025-02-21 00:00:00,23.91203899863532,1.0397466721949935,0.26698381017760575,filtered,structure_filter,DOWN,0.39999999999999997,1.891608122315387,4.0,1.0,5.0,ma60_washed,0.9,19.449671470197067,,,,,,,,,,,,,,,,,,,,2025-02,-0.021187705162638,0.2294117647058822,下降趋势中不做多 (趋势: DOWN),
16,bj920152,2025-02-24 00:00:00,18.92,2.107613945543807,0.2672924351486956,traded,completed,UP,0.8083333333333333,2.1041846642312008,3.0,0.0,4.0,ma60_washed,0.9,13.903833333333333,deep_pullback,20.4,1.0,pullback,bullish_candle,0.8512500000000001,19.6343,poc,18.768,"形态止损: washout, 支撑 19.63 下方 0.75xATR=1.58 (被硬性止损 8% 截断)",24.479999999999997,"[22.44, 24.48]",2,24.479999999999997,initial_tp,,0.19999999999999996,0.19999999999999996,1.0,2025-02,0.1527484143763211,0.4457286432160805,,
17,sz002527,2025-02-24 00:00:00,18.44,1.6571975363765854,0.2281498435364639,expired,entry_expired,UP,0.625,0.9923348382882089,2.0,0.0,3.0,ma60_washed,0.9,10.0225,,,,,,,,,,,,,,,,,,,,2025-02,-0.1822125813449024,0.088888888888889,,
18,bj920662,2025-02-24 00:00:00,27.25479530746921,1.4595281954347648,0.2590002529440866,expired,entry_expired,UP,0.825,3.2689046181116668,3.0,0.0,4.0,ma60_washed,0.9,20.810089542675254,,,,,,,,,,,,,,,,,,,,2025-02,-0.0728260869565217,0.2354948805460752,,
19,bj920855,2025-02-24 00:00:00,21.28772920569064,1.2803612536885776,0.257285886511155,expired,entry_expired,RANGE,0.47500000000000003,2.4496690880170275,2.0,2.0,3.0,ma60_washed,0.9,18.838155156626517,,,,,,,,,,,,,,,,,,,,2025-02,-0.0609302325581393,0.0236486486486486,,
20,bj920491,2025-02-24 00:00:00,36.52334618577018,1.2630839807414689,0.23859921039131504,expired,entry_expired,UP,0.85,3.7715400008050404,5.0,0.0,6.0,ma60_washed,0.9,25.170143068202414,,,,,,,,,,,,,,,,,,,,2025-02,-0.1483266398929049,0.0789540492510789,,
21,bj920207,2025-02-24 00:00:00,26.975268487266035,1.1697044093290463,0.2549378820054092,breakout_support_filtered,breakout_support_filter,UP,0.85,3.2166460533256855,5.0,2.0,6.0,ma60_washed,0.9,20.86535358494426,deep_pullback,,,,,,,,,,,,,,,,,,,2025-02,0.0,0.5245335176226675,,
22,bj920978,2025-02-24 00:00:00,20.99302108476896,1.1643848269988175,0.2672924351486956,breakout_support_filtered,breakout_support_filter,UP,0.7999999999999999,1.9810291212983224,4.0,1.0,5.0,swing_low,1.0,13.004010283065218,deep_pullback,,,,,,,,,,,,,,,,,,,2025-02,0.1171296296296295,0.2228622064687637,,
23,bj920407,2025-02-24 00:00:00,21.39557843731072,1.0950640199660993,0.25156293250893197,traded,completed,UP,0.65,1.9603583442743773,2.0,0.0,3.0,ma60_washed,0.9,18.64982530523765,deep_pullback,19.603038031177274,5.0,pullback,bullish_candle,0.9275000000000001,18.64982530523765,ma60_washed,18.034794988683092,"形态止损: washout, 支撑 18.65 下方 0.75xATR=1.47 (被硬性止损 8% 截断)",23.523645637412727,"[21.5633, 23.5236]",6,21.219388568331787,initial_stop,,0.08245408362641649,0.08245408362641649,1.0,2025-02,-0.0973863229502327,0.2041811846689898,,
24,bj920556,2025-02-24 00:00:00,11.37830627874268,1.0946750408711357,0.2135552021861164,expired,entry_expired,UP,0.8666666666666666,1.561060742746121,3.0,2.0,4.0,ma60_washed,0.9,8.50839009018912,,,,,,,,,,,,,,,,,,,,2025-02,-0.0853448275862068,0.0967479674796747,,
25,bj920924,2025-02-24 00:00:00,33.90312691539525,1.056623807237184,0.2135552021861164,traded,completed,UP,0.825,5.733634643898099,5.0,1.0,6.0,swing_low,1.0,16.263529411473424,deep_pullback,36.90455079819935,1.0,pullback,bullish_candle,0.8537500000000001,34.42912395797969,poc,33.95218673434341,"形态止损: washout, 支撑 34.43 下方 0.75xATR=4.30 (被硬性止损 8% 截断)",44.28546095783922,"[39.6866, 44.2855]",3,34.77064810411271,dynamic_stop,D4,-0.057822210213455905,-0.057822210213455905,2.0,2025-02,-0.1411764705882353,0.1795698924731181,,
26,bj920363,2025-02-24 00:00:00,12.616745784628998,1.01866563693851,0.27494122608222177,expired,entry_expired,RANGE,0.6249999999999999,1.1256485128698248,2.0,1.0,3.0,swing_low,1.0,8.885032242696477,,,,,,,,,,,,,,,,,,,,2025-02,0.0090543259557343,0.3849167482859941,,
27,bj920693,2025-02-24 00:00:00,47.85589669695598,1.0009166526633753,0.23775637123550025,filtered,structure_filter,RANGE,0.65,3.781620447303884,3.0,1.0,4.0,ma60_washed,0.9,42.22452051966488,,,,,,,,,,,,,,,,,,,,2025-02,-0.0566666666666666,0.1287048315062933,上方空间不足: 阻力 0.2% vs 支撑 14.6%,
28,bj920184,2025-02-24 00:00:00,15.11785095320624,0.964611251638816,0.2545118522553845,traded,completed,UP,0.7749999999999999,1.4421854627114041,4.0,2.0,5.0,ma60_washed,0.9,13.097841709994224,deep_pullback,14.483396880415945,5.0,pullback,long_lower_shadow,0.8462500000000001,14.079923743500865,ma_ma20,13.32472512998267,"形态止损: washout, 支撑 14.08 下方 0.75xATR=1.08 (被硬性止损 8% 截断)",17.64575389948007,"[16.8229, 17.6458]",8,15.891091854419413,initial_stop,,0.09719370294318974,0.09719370294318974,3.0,2025-02,-0.0537704918032787,0.0638820638820638,,
29,sh600590,2025-02-24 00:00:00,9.0,0.9494746270162728,0.215547469236389,filtered,structure_filter,DOWN,0.4833333333333333,0.5168968552711021,4.0,0.0,5.0,ma60_washed,0.9,5.431,,,,,,,,,,,,,,,,,,,,2025-02,0.0877777777777777,0.3532608695652175,下降趋势中不做多 (趋势: DOWN),
30,bj920010,2025-02-24 00:00:00,10.519561887208557,0.9482658378781914,0.257285886511155,filtered,structure_filter,RANGE,0.6000000000000001,0.9902598073272553,3.0,1.0,4.0,ma60_washed,0.9,8.989850548506253,,,,,,,,,,,,,,,,,,,,2025-02,0.3034026465028354,0.8019625334522749,上方空间不足: 阻力 1.1% vs 支撑 19.3%,
31,bj920593,2025-02-24 00:00:00,43.85043420017272,0.909647764322653,0.23859921039131504,expired,entry_expired,UP,0.85,4.702903003784242,5.0,0.0,6.0,ma60_washed,0.9,31.632388192014556,,,,,,,,,,,,,,,,,,,,2025-02,-0.14126213592233,0.0725794077029309,,
32,bj920415,2025-02-24 00:00:00,19.90620988812899,0.9070441068549396,0.26223052472855374,traded,completed,UP,0.7749999999999999,1.9869848743056249,4.0,1.0,5.0,ma60_washed,0.9,17.75360016817581,deep_pullback,20.98060802302051,1.0,pullback,bullish_candle,0.8462500000000001,20.59760498419344,poc,19.302159381178868,"形态止损: washout, 支撑 20.60 下方 0.75xATR=1.49 (被硬性止损 8% 截断)",25.803461872977994,"[23.4577, 25.8035]",2,20.71200848929763,dynamic_stop,D4,-0.012802275960170584,-0.012802275960170584,1.0,2025-02,-0.1424287856071965,0.0542817033224147,,
33,bj920706,2025-02-24 00:00:00,18.096357183258853,0.8686599119322136,0.2571727859252783,expired,entry_expired,RANGE,0.6833333333333333,1.45624709018046,5.0,0.0,6.0,ma60_washed,0.9,14.101225719241029,,,,,,,,,,,,,,,,,,,,2025-02,0.0614130434782611,0.3143143143143145,,
34,bj920895,2025-02-24 00:00:00,15.68,0.8260525426854821,0.2798085490893736,traded,completed,RANGE,0.65,1.6057571195949034,4.0,1.0,5.0,swing_low,1.0,11.809999999999999,deep_pullback,16.27,2.0,pullback,bullish_candle,0.6775000000000001,16.0561,poc,14.9684,"形态止损: washout, 支撑 16.06 下方 0.75xATR=1.20 (被硬性止损 8% 截断)",21.758000000000003,"[19.78, 21.758]",8,17.55,initial_stop,,0.07867240319606639,0.07867240319606639,6.0,2025-02,0.1033163265306122,0.2881758764111706,,
35,sz002599,2025-02-24 00:00:00,13.07176724095861,0.8092097065847146,0.23859921039131504,expired,entry_expired,UP,0.7999999999999999,0.8917354428637391,4.0,0.0,5.0,ma60_washed,0.9,8.228062140539787,,,,,,,,,,,,,,,,,,,,2025-02,-0.2290076335877862,0.0871183916604616,,
36,bj920152,2025-02-25 00:00:00,20.4,1.9703680990705448,0.2672924351486956,expired,entry_expired,UP,0.7749999999999999,2.1849600423337074,4.0,0.0,5.0,ma60_washed,0.9,13.941333333333334,,,,,,,,,,,,,,,,,,,,2025-02,0.080392156862745,0.4567088607594936,,
37,bj920146,2025-02-25 00:00:00,9.5,1.7943706973630502,0.27494122608222177,traded,completed,UP,0.85,0.7718048924227902,3.0,2.0,4.0,ma60_washed,0.9,8.140666666666666,deep_pullback,8.76,4.0,pullback,bullish_candle,0.8575000000000002,8.6815,ma_ma20,8.102646330682907,"形态止损: washout, 支撑 8.68 下方 0.75xATR=0.58",10.5,"[9.9543, 10.5]",12,10.5,initial_tp,,0.1986301369863015,0.1986301369863015,8.0,2025-02,-0.0831578947368419,0.1692627206645898,,
38,bj920395,2025-02-25 00:00:00,15.97034945463586,1.619499428921624,0.2135552021861164,filtered,structure_filter,UP,0.8666666666666667,1.2359119415867041,4.0,2.0,5.0,ma60_washed,0.9,12.120157081306756,,,,,,,,,,,,,,,,,,,,2025-02,-0.0944444444444445,0.1155577788894446,上方空间不足: 阻力 0.6% vs 支撑 16.6%,
39,sz002527,2025-02-25 00:00:00,18.33,1.3064592700365365,0.215547469236389,expired,entry_expired,UP,0.625,1.0733568598497814,2.0,0.0,3.0,ma60_washed,0.9,10.195666666666666,,,,,,,,,,,,,,,,,,,,2025-02,-0.2133115111838515,0.0567995630802842,,
40,bj920855,2025-02-25 00:00:00,22.20854725970424,1.30056373453026,0.26698381017760575,expired,entry_expired,RANGE,0.47500000000000003,2.5375796884108412,2.0,2.0,3.0,ma60_washed,0.9,18.946904098847835,,,,,,,,,,,,,,,,,,,,2025-02,-0.125724476148016,0.0,,
41,bj920663,2025-02-25 00:00:00,21.126993100721613,1.2423123323832586,0.2236829163902548,expired,entry_expired,UP,0.825,2.0328915383002957,5.0,0.0,6.0,ma60_washed,0.9,12.771683022537502,,,,,,,,,,,,,,,,,,,,2025-02,0.0138888888888888,0.3194444444444444,,
42,bj920207,2025-02-25 00:00:00,30.459159251304087,1.1292660802327743,0.2549378820054092,filtered,structure_filter,UP,0.85,3.9689647814513513,5.0,2.0,6.0,ma60_washed,0.9,21.002220722102894,,,,,,,,,,,,,,,,,,,,2025-02,-0.1163398692810459,0.4465573770491802,上方空间不足: 阻力 0.2% vs 支撑 18.8%,
43,bj920273,2025-02-25 00:00:00,20.760937890341808,1.1104027457052623,0.2419470201856432,traded,completed,UP,0.6749999999999999,1.1224176445502048,2.0,0.0,3.0,ma60_washed,0.9,16.48402777220754,deep_pullback,18.836449483034368,5.0,pullback,bullish_candle,0.83125,18.26782546225655,poc,17.426012228843895,"形态止损: washout, 支撑 18.27 下方 0.75xATR=0.84",22.60373937964124,"[20.7201, 22.6037]",8,19.217193592393755,initial_stop,,0.020213156927600284,0.020213156927600284,3.0,2025-02,0.1553851283761254,0.2708476912474156,,
44,bj920010,2025-02-25 00:00:00,11.314991897583493,1.0176079550504316,0.23240989760421255,traded,completed,RANGE,0.6000000000000001,1.0199626017931918,3.0,0.0,4.0,ma60_washed,0.9,8.982393392158986,deep_pullback,11.891678655105324,2.0,pullback,bullish_candle,0.67,11.270547245753795,poc,10.940344362696898,"形态止损: washout, 支撑 11.27 下方 0.75xATR=0.76 (被硬性止损 8% 截断)",14.270014386126388,"[13.0808, 14.27]",3,10.940344362696898,dynamic_stop,D4,-0.07999999999999996,-0.07999999999999996,1.0,2025-02,0.1555360281195079,0.759581881533101,,
45,bj920837,2025-02-25 00:00:00,14.642887936259491,0.9305014520932414,0.23775637123550025,traded,completed,UP,0.7916666666666666,1.2187693179640267,3.0,0.0,4.0,ma60_washed,0.9,11.664563939517546,deep_pullback,14.303707871554609,2.0,pullback,long_lower_shadow,0.8487500000000001,13.598697879918026,poc,13.159411241830242,"形态止损: washout, 支撑 13.60 下方 0.75xATR=0.91 (被硬性止损 8% 截断)",17.16444944586553,"[15.7341, 17.1644]",3,13.159411241830242,dynamic_stop,D4,-0.07999999999999996,-0.07999999999999996,1.0,2025-02,0.242223692918597,0.7834224598930479,,
46,bj920706,2025-02-25 00:00:00,18.342231601509653,0.8671578519242897,0.2582802123168373,traded,completed,UP,0.8833333333333334,1.5938473598494782,5.0,1.0,6.0,ma60_washed,0.9,14.142204788949496,deep_pullback,19.66011848333394,2.0,pullback,bullish_candle,0.8625,18.200509586829895,poc,18.087309004667226,"形态止损: washout, 支撑 18.20 下方 0.75xATR=1.20 (被硬性止损 8% 截断)",23.592142180000724,"[21.6261, 23.5921]",5,23.592142180000724,initial_tp,,0.19999999999999996,0.19999999999999996,3.0,2025-02,0.0010723860589814,0.3705636743215033,,
47,bj920378,2025-02-25 00:00:00,13.382813149583905,0.8201752360171538,0.27655832288759935,expired,entry_expired,UP,0.65,1.1634706137187116,2.0,0.0,3.0,ma60_washed,0.9,10.28532101205628,,,,,,,,,,,,,,,,,,,,2025-02,0.0454212454212452,0.4637362637362636,,
48,bj920493,2025-02-25 00:00:00,219.0,0.7852849105381352,0.18861025803897769,operable_filtered,operable_filter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-02,-0.2691780821917807,0.102974828375286,,
49,bj920895,2025-02-25 00:00:00,15.8,0.7799248198238947,0.18861025803897769,operable_filtered,operable_filter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-02,0.1626582278481012,0.3507788161993768,,
50,bj920510,2025-02-25 00:00:00,25.0,0.7647978346932753,0.18861025803897769,operable_filtered,operable_filter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-02,-0.0448,0.1900826446280992,,
51,bj920454,2025-02-25 00:00:00,16.398798066571523,0.7274685419305312,0.18861025803897769,operable_filtered,operable_filter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-02,-0.0352238805970149,0.3788968824940046,,
52,bj920834,2025-02-25 00:00:00,9.956605611280589,0.7204322977645162,0.18861025803897769,operable_filtered,operable_filter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-02,0.3475728155339805,0.3256924546322826,,
53,bj920570,2025-02-25 00:00:00,35.26510570584224,0.6911581030831713,0.18861025803897769,operable_filtered,operable_filter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-02,0.2291666666666665,0.7547902641118593,,
54,bj920152,2025-02-26 00:00:00,20.6,2.0343858672375794,0.2672924351486956,breakout_support_filtered,breakout_support_filter,UP,0.8083333333333333,2.1189653700225466,3.0,1.0,4.0,ma60_washed,0.9,13.983666666666666,deep_pullback,,,,,,,,,,,,,,,,,,,2025-02,0.0242718446601941,0.466360856269113,,
55,bj920690,2025-02-26 00:00:00,19.71051198800077,1.4765933018913324,0.2369560955990107,expired,entry_expired,UP,0.8666666666666667,1.3830007323089955,4.0,1.0,5.0,swing_low,1.0,12.388616868634285,,,,,,,,,,,,,,,,,,,,2025-02,-0.1106511102747459,0.1401903367496337,,
56,bj920395,2025-02-26 00:00:00,15.478333638104148,1.4181682054171278,0.26698381017760575,filtered,structure_filter,UP,0.8666666666666667,1.278684453398357,4.0,2.0,5.0,ma60_washed,0.9,12.127714459351186,,,,,,,,,,,,,,,,,,,,2025-02,-0.1010943199583116,0.1465295629820051,上方空间不足: 阻力 1.3% vs 支撑 12.9%,
57,bj920662,2025-02-26 00:00:00,31.02701697683633,1.3226932192815306,0.2521161877068337,expired,entry_expired,UP,0.825,3.282873253445484,3.0,0.0,4.0,ma60_washed,0.9,20.976811207207056,,,,,,,,,,,,,,,,,,,,2025-02,-0.2199236155315086,0.1528662420382167,,
58,bj920663,2025-02-26 00:00:00,22.22735732471753,1.308149052148195,0.2236829163902548,expired,entry_expired,UP,0.7999999999999999,2.442597999772397,5.0,0.0,6.0,ma60_washed,0.9,12.921577082384058,,,,,,,,,,,,,,,,,,,,2025-02,-0.0861386138613861,0.182695300342359,,
59,sz002501,2025-02-26 00:00:00,2.85,1.272069362485442,0.22400846199021907,expired,entry_expired,UP,0.8166666666666667,0.14808990563276206,3.0,0.0,4.0,ma60_washed,0.9,1.8425000000000002,,,,,,,,,,,,,,,,,,,,2025-02,-0.2210526315789472,0.0434782608695651,,
60,bj920171,2025-02-26 00:00:00,28.68,1.2695601317217866,0.26698381017760575,filtered,structure_filter,UP,0.85,2.8384300083446314,5.0,2.0,6.0,ma60_washed,0.9,22.9035,,,,,,,,,,,,,,,,,,,,2025-02,0.1914225941422596,0.3162885201490009,上方空间不足: 阻力 0.5% vs 支撑 12.0%,
61,bj920455,2025-02-26 00:00:00,8.693178950376666,1.239404761159474,0.2419470201856432,expired,entry_expired,RANGE,0.65,0.4683680850177878,3.0,1.0,4.0,ma60_washed,0.9,7.874249296292108,,,,,,,,,,,,,,,,,,,,2025-02,0.1222222222222222,0.6375545851528384,,
62,bj920924,2025-02-26 00:00:00,35.199422944513294,1.2339774277320936,0.23663362247128403,traded,completed,UP,0.825,5.300733868431364,5.0,1.0,6.0,swing_low,1.0,16.263529411473424,shallow_pullback,34.77064810411271,1.0,pullback,bullish_candle,0.8537500000000001,34.42912395797969,poc,31.988996255783693,"形态止损: washout, 支撑 34.43 下方 0.75xATR=3.98 (被硬性止损 8% 截断)",43.65526165752952,"[39.6866, 43.6553]",2,31.988996255783693,dynamic_stop,D4,-0.07999999999999996,-0.07999999999999996,1.0,2025-02,-0.190084985835694,0.194663762591887,,"{'structure_strength': np.float64(0.825), 'trend': 'UP', 'atr_ratio': 0.15244852073391144, 'n_supports': 5, 'n_resistances': 1, 'top_support_source': 'swing_low', 'top_support_dist': -0.5322626899913966, 'v2_pattern': '', 'fine_score': 1.2339774277320936, 'operable_score': 0.23663362247128403, 'entry_day': 1}"
63,bj920876,2025-02-26 00:00:00,30.37007874015748,1.17505932311857,0.2135552021861164,expired,entry_expired,UP,0.75,3.410131405409092,3.0,0.0,4.0,ma60_washed,0.9,22.13441819772528,,,,,,,,,,,,,,,,,,,,2025-02,-0.1070607553366173,0.3903622250970247,,
64,bj920207,2025-02-26 00:00:00,35.734765265418844,1.1260854932731137,0.2390380051633315,expired,entry_expired,UP,0.85,4.551960128786936,5.0,0.0,6.0,ma60_washed,0.9,21.211420067505376,,,,,,,,,,,,,,,,,,,,2025-02,-0.2749303621169916,0.1924324324324322,,
65,bj920522,2025-02-26 00:00:00,31.905227908781487,1.1156967741368706,0.26078159621599173,breakout_support_filtered,breakout_support_filter,UP,0.85,2.3565351809074713,5.0,1.0,6.0,swing_low,1.0,23.04266460078663,deep_pullback,,,,,,,,,,,,,,,,,,,2025-02,-0.1073015873015872,0.2506869241958946,,
66,bj920579,2025-02-26 00:00:00,25.72243225220535,1.0964427983498832,0.26698381017760575,expired,entry_expired,UP,0.8666666666666666,2.108507829946006,4.0,0.0,5.0,ma60_washed,0.9,21.14333984660887,,,,,,,,,,,,,,,,,,,,2025-02,0.1114563106796115,0.7706883217324052,,
67,bj920491,2025-02-26 00:00:00,36.98294384861656,1.0773909599272762,0.1893598218370771,operable_filtered,operable_filter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-02,-0.1589106292966685,0.0253833950290851,,
68,bj920273,2025-02-26 00:00:00,19.937146090091503,1.052676321694479,0.25211365917718126,filtered,structure_filter,UP,0.7999999999999999,1.1296746824673787,3.0,1.0,4.0,ma60_washed,0.9,16.55936895505956,,,,,,,,,,,,,,,,,,,,2025-02,0.1052083333333331,0.253995239714383,上方空间不足: 阻力 1.4% vs 支撑 10.3%,
69,bj920092,2025-02-26 00:00:00,51.91934655775963,1.047983647532721,0.26698381017760575,filtered,structure_filter,DOWN,0.39999999999999997,4.868786262055689,5.0,1.0,6.0,ma60_washed,0.9,40.70744457409568,,,,,,,,,,,,,,,,,,,,2025-02,-0.1664101577529818,0.1928390737497567,下降趋势中不做多 (趋势: DOWN),
70,bj920593,2025-02-26 00:00:00,44.38969520328163,0.9944199217865448,0.23116407774106004,expired,entry_expired,UP,0.8583333333333334,4.678789600328671,4.0,0.0,5.0,ma60_washed,0.9,32.25466700744419,,,,,,,,,,,,,,,,,,,,2025-02,-0.1649616368286445,0.04858934169279,,
71,bj920896,2025-02-26 00:00:00,20.80153236459709,0.9897704405293496,0.2545118522553845,expired,entry_expired,UP,0.65,1.8334552606578536,2.0,0.0,3.0,ma60_washed,0.9,17.58229458388375,,,,,,,,,,,,,,,,,,,,2025-02,-0.0806451612903225,0.2434701492537314,,
