stock_code,entry_date,month,trend,style,buy_price,exit_price,support,exit_reason_daily,original_pnl,optimized_entry,optimized_pnl,is_optimized,opt_reason,pattern_type,touch_count,skip_entry,skip_reason,early_warning_entry_day,warning_reason_entry,early_exit_triggered,early_exit_price,early_exit_pnl,early_exit_reason,has_60m_data
sz002300,2025-04-01,2025-04,UP,shallow_pullback,8.364884390135032,5.284638726473544,5.724041182967108,dynamic_stop,-0.368235294117647,,0.0,False,开盘高开9.9% (>3%)，远离支撑，放弃当日入场,,0,True,开盘高开9.9% (>3%)，远离支撑，放弃当日入场,False,,False,,,,True
bj920639,2025-04-04,2025-04,UP,deep_pullback,10.6,9.6,6.992333333333333,initial_stop,-0.09433962264150941,,0.0,False,开盘高开24.4% (>3%)，远离支撑，放弃当日入场,,0,True,开盘高开24.4% (>3%)，远离支撑，放弃当日入场,False,,False,,,,True
sz300927,2025-04-04,2025-04,UP,deep_pullback,31.700934582063592,28.77009346032564,20.790529596736704,initial_tp,-0.09245283018867911,,0.0,False,开盘高开26.1% (>3%)，远离支撑，放弃当日入场,,0,True,开盘高开26.1% (>3%)，远离支撑，放弃当日入场,False,,False,,,,True
bj920834,2025-03-30,2025-03,UP,deep_pullback,12.083259236991005,10.265937047747556,10.050081704737948,dynamic_stop,-0.1504000000000001,12.083259236991005,-0.1504000000000001,False,60分钟数据为空,,0,False,,False,,False,,,,False
sz002141,2025-04-03,2025-04,RANGE,deep_pullback,1.79,1.944,1.562,initial_tp,0.08603351955307259,,0.0,False,开盘高开8.2% (>3%)，远离支撑，放弃当日入场,,0,True,开盘高开8.2% (>3%)，远离支撑，放弃当日入场,False,,False,,,,True
bj920639,2025-04-04,2025-04,UP,deep_pullback,9.3,9.6,7.056333333333333,initial_stop,0.032258064516129004,,0.0,False,开盘高开23.3% (>3%)，远离支撑，放弃当日入场,,0,True,开盘高开23.3% (>3%)，远离支撑，放弃当日入场,False,,False,,,,True
bj920509,2025-04-02,2025-04,UP,deep_pullback,30.216706089643026,30.6209035866863,22.858349519683333,initial_tp,0.013376623376623265,,0.0,False,开盘高开40.0% (>3%)，远离支撑，放弃当日入场,,0,True,开盘高开40.0% (>3%)，远离支撑，放弃当日入场,False,,False,,,,True
bj920509,2025-04-04,2025-04,UP,deep_pullback,26.9792018657527,30.6209035866863,23.00688228922787,initial_tp,0.1349818181818181,,0.0,False,开盘高开30.4% (>3%)，远离支撑，放弃当日入场,,0,True,开盘高开30.4% (>3%)，远离支撑，放弃当日入场,False,,False,,,,True
bj920509,2025-04-04,2025-04,UP,deep_pullback,31.393980352875868,30.6209035866863,23.00688228922787,initial_tp,-0.024625000000000008,,0.0,False,开盘高开30.4% (>3%)，远离支撑，放弃当日入场,,0,True,开盘高开30.4% (>3%)，远离支撑，放弃当日入场,False,,False,,,,True
bj920639,2025-04-05,2025-04,UP,deep_pullback,9.44,9.6,7.162999999999999,initial_stop,0.016949152542372836,9.44,0.016949152542372836,False,60分钟数据为空,,0,False,,False,,False,,,,False
sh603353,2025-04-07,2025-04,UP,deep_pullback,21.240761302362827,14.43383826174516,13.947477786381404,initial_stop,-0.3204651162790697,,0.0,False,开盘高开10.0% (>3%)，远离支撑，放弃当日入场,,0,True,开盘高开10.0% (>3%)，远离支撑，放弃当日入场,False,,False,,,,True
bj920230,2025-04-05,2025-04,UP,deep_pullback,19.05138937495625,19.480198782109603,14.809047735703782,initial_tp,0.02250803858520878,19.05138937495625,0.02250803858520878,False,60分钟数据为空,,0,False,,False,,False,,,,False
bj920230,2025-04-05,2025-04,UP,deep_pullback,20.41439070483656,19.480198782109603,15.212779449849512,initial_tp,-0.04576144036009011,20.41439070483656,-0.04576144036009011,False,60分钟数据为空,,0,False,,False,,False,,,,False
bj920230,2025-04-05,2025-04,UP,deep_pullback,18.392860642542168,19.480198782109603,15.581478966892975,initial_tp,0.05911740216486239,18.392860642542168,0.05911740216486239,False,60分钟数据为空,,0,False,,False,,False,,,,False
bj920505,2025-04-08,2025-04,UP,deep_pullback,30.314095080919945,47.56430603909852,28.88088442168432,initial_tp,0.5690491803278688,,0.0,False,开盘高开5.6% (>3%)，远离支撑，放弃当日入场,,0,True,开盘高开5.6% (>3%)，远离支撑，放弃当日入场,False,,False,,,,True
bj920230,2025-04-09,2025-04,UP,deep_pullback,16.233498985091337,17.458668719815215,16.7391112199902,dynamic_stop,0.07547169811320775,,0.0,False,开盘高开26.6% (>3%)，远离支撑，放弃当日入场,,0,True,开盘高开26.6% (>3%)，远离支撑，放弃当日入场,False,,False,,,,True
bj920509,2025-04-09,2025-04,UP,deep_pullback,26.047193074026698,29.59863710144578,24.28422486483551,initial_stop,0.136346516007533,,0.0,False,开盘高开9.3% (>3%)，远离支撑，放弃当日入场,,0,True,开盘高开9.3% (>3%)，远离支撑，放弃当日入场,False,,False,,,,True
bj920866,2025-04-10,2025-04,UP,deep_pullback,11.628155339805826,11.69516504854369,11.03797718446602,initial_stop,0.0057627118644068,11.628155339805826,0.0057627118644068,False,触及支撑后未出现有效反转形态,,1,False,,False,,False,,,,True
bj920706,2025-04-14,2025-04,UP,deep_pullback,18.59794099649049,19.0011750424218,18.176512243608617,initial_stop,0.021681649920676893,,0.0,False,开盘高开9.5% (>3%)，远离支撑，放弃当日入场,,0,True,开盘高开9.5% (>3%)，远离支撑，放弃当日入场,False,,False,,,,True
bj920230,2025-04-13,2025-04,UP,deep_pullback,17.59650031497165,16.846083852453276,16.7391112199902,dynamic_stop,-0.04264577893820709,17.59650031497165,-0.04264577893820709,False,60分钟数据为空,,0,False,,False,,False,,,,False
bj920608,2025-04-15,2025-04,UP,deep_pullback,20.206022944550668,19.56534416826004,19.32878585086042,dynamic_stop,-0.03170731707317054,,0.0,False,开盘高开5.8% (>3%)，远离支撑，放弃当日入场,,0,True,开盘高开5.8% (>3%)，远离支撑，放弃当日入场,False,,False,,,,True
bj920953,2025-04-10,2025-04,RANGE,deep_pullback,32.97079332876052,35.36905738051798,34.15925058883024,initial_stop,0.07273904597453051,,0.0,False,开盘高开35.6% (>3%)，远离支撑，放弃当日入场,,0,True,开盘高开35.6% (>3%)，远离支撑，放弃当日入场,False,,False,,,,True
bj920026,2025-04-11,2025-04,UP,deep_pullback,20.42701467134458,21.93579623775907,20.800688163866937,dynamic_stop,0.07386206896551761,,0.0,False,开盘高开39.4% (>3%)，远离支撑，放弃当日入场,,0,True,开盘高开39.4% (>3%)，远离支撑，放弃当日入场,False,,False,,,,True
bj920765,2025-04-12,2025-04,RANGE,deep_pullback,18.68191271824848,17.423389352396327,16.409788198461506,initial_stop,-0.0673658733360224,,0.0,False,开盘高开51.1% (>3%)，远离支撑，放弃当日入场,,0,True,开盘高开51.1% (>3%)，远离支撑，放弃当日入场,False,,False,,,,True
bj920564,2025-04-11,2025-04,RANGE,deep_pullback,14.452852414729168,15.988770670387318,14.584420187229616,initial_stop,0.10627094303494489,,0.0,False,开盘高开43.2% (>3%)，远离支撑，放弃当日入场,,0,True,开盘高开43.2% (>3%)，远离支撑，放弃当日入场,False,,False,,,,True
bj920706,2025-04-14,2025-04,UP,deep_pullback,19.37490415816301,19.0011750424218,18.113076643699912,initial_stop,-0.0192893401015225,,0.0,False,开盘高开9.9% (>3%)，远离支撑，放弃当日入场,,0,True,开盘高开9.9% (>3%)，远离支撑，放弃当日入场,False,,False,,,,True
bj920230,2025-04-13,2025-04,UP,deep_pullback,18.66852383285504,16.846083852453276,16.7391112199902,dynamic_stop,-0.09762100082034464,18.66852383285504,-0.09762100082034464,False,60分钟数据为空,,0,False,,False,,False,,,,False
bj920002,2025-04-11,2025-04,UP,deep_pullback,101.94752356076054,102.30804365803311,101.72677104911324,initial_stop,0.003536330110634811,,0.0,False,开盘高开97.3% (>3%)，远离支撑，放弃当日入场,,0,True,开盘高开97.3% (>3%)，远离支撑，放弃当日入场,False,,False,,,,True
bj920663,2025-04-11,2025-04,RANGE,deep_pullback,16.534806405911983,19.96060702328594,16.48125534701085,initial_stop,0.2071872227151732,,0.0,False,开盘高开36.8% (>3%)，远离支撑，放弃当日入场,,0,True,开盘高开36.8% (>3%)，远离支撑，放弃当日入场,False,,False,,,,True
bj920608,2025-04-15,2025-04,UP,deep_pullback,21.73379541108987,19.56534416826004,19.32878585086042,dynamic_stop,-0.09977324263038545,,0.0,False,开盘高开5.8% (>3%)，远离支撑，放弃当日入场,,0,True,开盘高开5.8% (>3%)，远离支撑，放弃当日入场,False,,False,,,,True
bj920856,2025-04-11,2025-04,UP,deep_pullback,18.998813563343848,21.40711387419025,19.949646204589133,dynamic_stop,0.12676056338028174,,0.0,False,开盘高开6.8% (>3%)，远离支撑，放弃当日入场,,0,True,开盘高开6.8% (>3%)，远离支撑，放弃当日入场,False,,False,,,,True
bj920953,2025-04-11,2025-04,RANGE,deep_pullback,33.80342506186326,35.36905738051798,34.15925058883024,initial_stop,0.04631578947368431,,0.0,False,开盘高开39.1% (>3%)，远离支撑，放弃当日入场,,0,True,开盘高开39.1% (>3%)，远离支撑，放弃当日入场,False,,False,,,,True
bj920249,2025-04-12,2025-04,UP,deep_pullback,15.1,14.65,14.9255,dynamic_stop,-0.02980132450331119,15.050000190734863,-0.02657808542627882,True,pinbar反转，入场价 15.05 < 15.10 (改善0.33%),pinbar,2,False,,False,,False,,,,True
bj920706,2025-04-14,2025-04,UP,deep_pullback,19.58143866949369,19.0011750424218,18.135205341342484,initial_stop,-0.029633350075339182,,0.0,False,开盘高开9.8% (>3%)，远离支撑，放弃当日入场,,0,True,开盘高开9.8% (>3%)，远离支撑，放弃当日入场,False,,False,,,,True
bj920427,2025-04-12,2025-04,UP,deep_pullback,13.807251230309188,13.17380027780755,13.794714180207595,dynamic_stop,-0.04587813620071668,13.807251230309188,-0.04587813620071668,False,触及支撑后K线不足,,1,False,,False,,False,,,,True
bj920570,2025-04-13,2025-04,UP,deep_pullback,36.35353489429416,33.92270970675153,34.82882700613776,dynamic_stop,-0.06686626746506985,36.35353489429416,-0.06686626746506985,False,60分钟数据为空,,0,False,,False,,False,,,,False
bj920002,2025-04-17,2025-04,UP,deep_pullback,111.20439528047078,137.24353849554154,101.168157961527,initial_tp,0.23415570175438605,,0.0,False,开盘高开113.5% (>3%)，远离支撑，放弃当日入场,,0,True,开盘高开113.5% (>3%)，远离支撑，放弃当日入场,False,,False,,,,True
bj920856,2025-04-12,2025-04,UP,deep_pullback,20.113767410957927,21.319344707306072,19.78151116436893,initial_stop,0.059937915742793724,,0.0,False,开盘高开7.7% (>3%)，远离支撑，放弃当日入场,,0,True,开盘高开7.7% (>3%)，远离支撑，放弃当日入场,False,,False,,,,True
bj920855,2025-04-14,2025-04,UP,shallow_pullback,20.79266573579086,20.485726384452995,19.526664677389643,dynamic_stop,-0.014761904761904643,,0.0,False,开盘高开7.5% (>3%)，远离支撑，放弃当日入场,,0,True,开盘高开7.5% (>3%)，远离支撑，放弃当日入场,False,,False,,,,True
bj920857,2025-04-15,2025-04,UP,deep_pullback,17.4764928153273,17.05872804683342,17.432063863757314,dynamic_stop,-0.02390438247011961,17.4764928153273,-0.02390438247011961,False,触及支撑后未出现有效反转形态,,4,False,,False,,False,,,,True
bj920706,2025-04-16,2025-04,UP,deep_pullback,20.65345113306717,19.0011750424218,18.119469378574436,initial_stop,-0.07999999999999974,,0.0,False,开盘高开3.8% (>3%)，远离支撑，放弃当日入场,,0,True,开盘高开3.8% (>3%)，远离支撑，放弃当日入场,False,,False,,,,True
bj920856,2025-04-18,2025-04,UP,shallow_pullback,23.173200768810947,25.6885366490283,19.78240312744702,initial_tp,0.10854503464203225,,0.0,False,开盘高开17.6% (>3%)，远离支撑，放弃当日入场,,0,True,开盘高开17.6% (>3%)，远离支撑，放弃当日入场,False,,False,,,,True
bj920753,2025-04-19,2025-04,UP,deep_pullback,28.96673140125403,27.29650753232487,27.19940149343364,dynamic_stop,-0.057660073751257035,27.959999084472656,-0.023730027677871024,True,engulf反转，入场价 27.96 < 28.97 (改善3.48%),engulf,1,False,,False,,False,,,,True
bj920564,2025-04-15,2025-04,UP,deep_pullback,15.947259366180342,16.113304583008247,15.774295598651271,initial_stop,0.010412147505422853,,0.0,False,开盘高开46.1% (>3%)，远离支撑，放弃当日入场,,0,True,开盘高开46.1% (>3%)，远离支撑，放弃当日入场,False,,False,,,,True
sh603709,2025-04-19,2025-04,UP,deep_pullback,16.0,11.1,11.09,dynamic_stop,-0.30625,,0.0,False,开盘高开9.5% (>3%)，远离支撑，放弃当日入场,,0,True,开盘高开9.5% (>3%)，远离支撑，放弃当日入场,False,,False,,,,True
bj920346,2025-04-16,2025-04,RANGE,deep_pullback,27.65656564693258,27.96276333802362,25.68109667215168,dynamic_stop,0.011071428571428621,,0.0,False,开盘高开3.0% (>3%)，远离支撑，放弃当日入场,,0,True,开盘高开3.0% (>3%)，远离支撑，放弃当日入场,False,,False,,,,True
bj920943,2025-04-15,2025-04,RANGE,deep_pullback,18.59849049707602,17.867233918128655,18.16366697124756,initial_stop,-0.03931806073521571,,0.0,False,开盘高开3.3% (>3%)，远离支撑，放弃当日入场,,0,True,开盘高开3.3% (>3%)，远离支撑，放弃当日入场,False,,False,,,,True
sz002693,2025-04-15,2025-04,RANGE,deep_pullback,9.14,9.57,9.1195,dynamic_stop,0.04704595185995619,9.14,0.04704595185995619,False,反转pinbar出现但价格未优于原价 (opt=9.87 vs orig=9.14),pinbar,1,False,,False,,False,,,,True
bj920634,2025-04-19,2025-04,UP,deep_pullback,28.83732190158784,29.03551655383243,28.52566081093322,dynamic_stop,0.0068728522336769515,28.83732190158784,0.0068728522336769515,False,"当日未触及支撑区 (support=28.53, tol=1.5%, day_low=26.63)",,0,False,,True,60m收盘跌破支撑0.5%且未收回 (support=28.53),False,,,,True
bj920533,2025-04-19,2025-04,RANGE,deep_pullback,39.13972267536704,39.43849918433931,38.22334703224996,dynamic_stop,0.007633587786259444,,0.0,False,开盘高开26.4% (>3%)，远离支撑，放弃当日入场,,0,True,开盘高开26.4% (>3%)，远离支撑，放弃当日入场,False,,False,,,,True
bj920002,2025-04-16,2025-04,UP,deep_pullback,112.80478748228676,108.06457819881274,111.20439528047078,dynamic_stop,-0.04202134846642347,,0.0,False,开盘高开99.7% (>3%)，远离支撑，放弃当日入场,,0,True,开盘高开99.7% (>3%)，远离支撑，放弃当日入场,False,,False,,,,True
bj920026,2025-04-18,2025-04,RANGE,deep_pullback,18.60267094724864,19.194349992901373,18.57543492768684,dynamic_stop,0.03180613404013588,,0.0,False,开盘高开34.6% (>3%)，远离支撑，放弃当日入场,,0,True,开盘高开34.6% (>3%)，远离支撑，放弃当日入场,False,,False,,,,True
bj920075,2025-04-16,2025-04,RANGE,deep_pullback,27.81090718184972,28.27636169535348,27.408482967049597,initial_stop,0.01673640167363999,,0.0,False,开盘高开4.6% (>3%)，远离支撑，放弃当日入场,,0,True,开盘高开4.6% (>3%)，远离支撑，放弃当日入场,False,,False,,,,True
sz002693,2025-04-22,2025-04,RANGE,deep_pullback,10.32,8.7216,9.0475,dynamic_stop,-0.1548837209302325,,0.0,False,开盘高开17.5% (>3%)，远离支撑，放弃当日入场,,0,True,开盘高开17.5% (>3%)，远离支撑，放弃当日入场,False,,False,,,,True
bj920245,2025-04-19,2025-04,UP,deep_pullback,24.56136402023169,24.44162120740005,24.279616225333708,dynamic_stop,-0.004875250932033115,,0.0,False,开盘高开40.4% (>3%)，远离支撑，放弃当日入场,,0,True,开盘高开40.4% (>3%)，远离支撑，放弃当日入场,False,,False,,,,True
sz300994,2025-04-22,2025-04,UP,deep_pullback,14.020325819887033,14.98246833943602,14.283791889199328,initial_stop,0.06862483311081413,14.020325819887033,0.06862483311081413,False,"当日未触及支撑区 (support=14.28, tol=1.5%, day_low=13.38)",,0,False,,True,60m收盘跌破支撑0.5%且未收回 (support=14.28),False,,,,True
bj920627,2025-04-16,2025-04,UP,deep_pullback,26.933958648546582,28.135658131022296,26.370186136520097,dynamic_stop,0.0446165191740413,26.549999237060547,0.05972350054716258,True,pinbar反转，入场价 26.55 < 26.93 (改善1.43%),pinbar,4,False,,False,,False,,,,True
bj920957,2025-04-18,2025-04,UP,deep_pullback,14.853173575129532,14.54518134715026,14.417016839378238,dynamic_stop,-0.020735785953177044,,0.0,False,开盘高开3.4% (>3%)，远离支撑，放弃当日入场,,0,True,开盘高开3.4% (>3%)，远离支撑，放弃当日入场,False,,False,,,,True
bj920726,2025-04-22,2025-04,UP,deep_pullback,24.7762426253066,22.99235315628452,22.81099106026728,dynamic_stop,-0.07200000000000029,,0.0,False,开盘高开9.5% (>3%)，远离支撑，放弃当日入场,,0,True,开盘高开9.5% (>3%)，远离支撑，放弃当日入场,False,,False,,,,True
bj920239,2025-04-17,2025-04,UP,deep_pullback,29.95074825449449,30.500878250333844,28.88495843344116,initial_stop,0.01836782143687521,,0.0,False,开盘高开43.7% (>3%)，远离支撑，放弃当日入场,,0,True,开盘高开43.7% (>3%)，远离支撑，放弃当日入场,False,,False,,,,True
bj920346,2025-04-16,2025-04,RANGE,deep_pullback,26.13545453635129,29.63203462171348,25.68109667215168,initial_tp,0.13378684807256236,,0.0,False,开盘高开3.0% (>3%)，远离支撑，放弃当日入场,,0,True,开盘高开3.0% (>3%)，远离支撑，放弃当日入场,False,,False,,,,True
bj920505,2025-04-23,2025-04,UP,shallow_pullback,39.48783598573604,41.445828356536445,32.95291221009511,initial_tp,0.04958469670274357,,0.0,False,开盘高开8.0% (>3%)，远离支撑，放弃当日入场,,0,True,开盘高开8.0% (>3%)，远离支撑，放弃当日入场,False,,False,,,,True
bj920726,2025-04-22,2025-04,UP,deep_pullback,25.767292330318856,22.99235315628452,22.949242494116486,dynamic_stop,-0.10769230769230764,,0.0,False,开盘高开8.8% (>3%)，远离支撑，放弃当日入场,,0,True,开盘高开8.8% (>3%)，远离支撑，放弃当日入场,False,,False,,,,True
sz002693,2025-04-22,2025-04,RANGE,deep_pullback,11.58,8.7216,9.042,dynamic_stop,-0.2468393782383419,,0.0,False,开盘高开17.6% (>3%)，远离支撑，放弃当日入场,,0,True,开盘高开17.6% (>3%)，远离支撑，放弃当日入场,False,,False,,,,True
bj920639,2025-04-17,2025-04,UP,deep_pullback,9.03,9.6,9.136,initial_stop,0.06312292358803995,9.03,0.06312292358803995,False,触及支撑后未出现有效反转形态,,4,False,,False,,False,,,,True
bj920826,2025-04-19,2025-04,UP,deep_pullback,15.707935724132255,14.431665946546511,14.444919517313746,dynamic_stop,-0.08124999999999993,,0.0,False,开盘高开14.2% (>3%)，远离支撑，放弃当日入场,,0,True,开盘高开14.2% (>3%)，远离支撑，放弃当日入场,False,,False,,,,True
bj920765,2025-04-20,2025-04,RANGE,deep_pullback,17.943378048466975,16.82050390767673,17.064634832447872,dynamic_stop,-0.0625787484250313,17.943378048466975,-0.0625787484250313,False,60分钟数据为空,,0,False,,False,,False,,,,False
bj920261,2025-04-18,2025-04,UP,deep_pullback,12.96058000752368,13.341773537156731,12.927320872063198,dynamic_stop,0.02941176470588247,,0.0,False,开盘高开5.2% (>3%)，远离支撑，放弃当日入场,,0,True,开盘高开5.2% (>3%)，远离支撑，放弃当日入场,False,,False,,,,True
bj920665,2025-04-21,2025-04,UP,shallow_pullback,13.514785801713588,12.87075275397797,12.938128518971848,dynamic_stop,-0.047653958944281594,,0.0,False,开盘高开7.3% (>3%)，远离支撑，放弃当日入场,,0,True,开盘高开7.3% (>3%)，远离支撑，放弃当日入场,False,,False,,,,True
bj920526,2025-04-18,2025-04,RANGE,deep_pullback,29.587498103474434,30.18321954179942,30.07069438122692,dynamic_stop,0.020134228187919323,29.587498103474434,0.020134228187919323,False,触及支撑后未出现有效反转形态,,4,False,,False,,False,,,,True
bj920527,2025-04-22,2025-04,UP,deep_pullback,19.13317138038402,16.524812506486768,17.280084684905297,initial_stop,-0.13632653061224498,,0.0,False,开盘高开12.5% (>3%)，远离支撑，放弃当日入场,,0,True,开盘高开12.5% (>3%)，远离支撑，放弃当日入场,False,,False,,,,True
bj920378,2025-04-18,2025-04,UP,deep_pullback,13.333791855995685,13.480855736760343,13.20290500211514,dynamic_stop,0.011029411764705843,,0.0,False,开盘高开3.0% (>3%)，远离支撑，放弃当日入场,,0,True,开盘高开3.0% (>3%)，远离支撑，放弃当日入场,False,,False,,,,True
bj920046,2025-04-23,2025-04,UP,deep_pullback,17.167640824606668,16.919553529453392,16.700045890701773,dynamic_stop,-0.014450867052023142,,0.0,False,开盘高开4.0% (>3%)，远离支撑，放弃当日入场,,0,True,开盘高开4.0% (>3%)，远离支撑，放弃当日入场,False,,False,,,,True
bj920026,2025-04-19,2025-04,UP,deep_pullback,18.94781705721273,18.83511628661221,18.738146665241345,dynamic_stop,-0.005947955390334547,,0.0,False,开盘高开33.4% (>3%)，远离支撑，放弃当日入场,,0,True,开盘高开33.4% (>3%)，远离支撑，放弃当日入场,False,,False,,,,True
bj920924,2025-04-19,2025-04,RANGE,deep_pullback,28.917372957248887,29.4458628768124,28.560060590248398,dynamic_stop,0.018275862068965365,28.917372957248887,0.018275862068965365,False,反转pinbar出现但价格未优于原价 (opt=30.70 vs orig=28.92),pinbar,1,False,,False,,False,,,,True
bj920570,2025-04-19,2025-04,UP,deep_pullback,36.46237781313935,36.45330756990224,35.50138554216868,dynamic_stop,-0.0002487562189056325,,0.0,False,开盘高开7.0% (>3%)，远离支撑，放弃当日入场,,0,True,开盘高开7.0% (>3%)，远离支撑，放弃当日入场,False,,False,,,,True
bj920427,2025-04-25,2025-04,RANGE,deep_pullback,14.529781223006372,13.559809451988237,11.976182070734136,initial_stop,-0.06675749318801083,,0.0,False,开盘高开12.3% (>3%)，远离支撑，放弃当日入场,,0,True,开盘高开12.3% (>3%)，远离支撑，放弃当日入场,False,,False,,,,True
sz002693,2025-04-22,2025-04,RANGE,deep_pullback,11.81,8.7216,9.2535,dynamic_stop,-0.2615071972904318,,0.0,False,开盘高开14.9% (>3%)，远离支撑，放弃当日入场,,0,True,开盘高开14.9% (>3%)，远离支撑，放弃当日入场,False,,False,,,,True
bj920690,2025-04-26,2025-04,UP,deep_pullback,18.293610298234817,21.023557009406925,17.045104777880834,initial_tp,0.1492295214922954,,0.0,False,开盘高开44.3% (>3%)，远离支撑，放弃当日入场,,0,True,开盘高开44.3% (>3%)，远离支撑，放弃当日入场,False,,False,,,,True
bj920378,2025-04-26,2025-04,UP,deep_pullback,13.382813149583905,13.951460155207249,12.814002739648595,initial_stop,0.04249084249084234,12.59000015258789,0.10813820382198402,True,pinbar反转，入场价 12.59 < 13.38 (改善5.92%),pinbar,2,False,,True,60m收盘跌破支撑0.5%且未收回 (support=12.81),False,,,,True
bj920261,2025-04-19,2025-04,UP,deep_pullback,13.22741547826682,13.341773537156731,12.847842021134708,dynamic_stop,0.008645533141210082,,0.0,False,开盘高开5.9% (>3%)，远离支撑，放弃当日入场,,0,True,开盘高开5.9% (>3%)，远离支撑，放弃当日入场,False,,False,,,,True
bj920579,2025-04-19,2025-04,UP,deep_pullback,28.96895282772641,28.869059886941148,28.621824858497625,dynamic_stop,-0.0034482758620689724,28.96895282772641,-0.0034482758620689724,False,触及支撑后未出现有效反转形态,,4,False,,False,,False,,,,True
bj920701,2025-04-19,2025-04,RANGE,deep_pullback,23.60786802030457,23.897751994198696,23.18270485859319,dynamic_stop,0.01227912548667276,,0.0,False,开盘高开38.0% (>3%)，远离支撑，放弃当日入场,,0,True,开盘高开38.0% (>3%)，远离支撑，放弃当日入场,False,,False,,,,True
bj920639,2025-04-19,2025-04,UP,deep_pullback,9.6,9.08,9.303,dynamic_stop,-0.054166666666666585,9.579999923706055,-0.05219205925761927,True,pinbar反转，入场价 9.58 < 9.60 (改善0.21%),pinbar,4,False,,False,,False,,,,True
bj920779,2025-04-28,2025-04,UP,deep_pullback,48.96565926580435,44.29846423436376,41.93925836976025,initial_stop,-0.09531567840443567,,0.0,False,开盘高开7.3% (>3%)，远离支撑，放弃当日入场,,0,True,开盘高开7.3% (>3%)，远离支撑，放弃当日入场,False,,False,,,,True
bj920924,2025-04-23,2025-04,RANGE,deep_pullback,30.19372597053436,27.87036462603815,28.80735398657245,dynamic_stop,-0.0769484808454427,,0.0,False,开盘高开3.7% (>3%)，远离支撑，放弃当日入场,,0,True,开盘高开3.7% (>3%)，远离支撑，放弃当日入场,False,,False,,,,True
bj920249,2025-04-27,2025-04,UP,deep_pullback,15.25,15.91,14.236666666666668,initial_stop,0.04327868852459016,15.25,0.04327868852459016,False,60分钟数据为空,,0,False,,False,,False,,,,False
bj920021,2025-04-29,2025-04,RANGE,deep_pullback,6.918526489610309,7.058294701521628,6.619023178371768,dynamic_stop,0.020202020202020332,6.918526489610309,0.020202020202020332,False,"当日未触及支撑区 (support=6.62, tol=1.5%, day_low=6.12)",,0,False,,True,60m收盘跌破支撑0.5%且未收回 (support=6.62),False,,,,True
bj920932,2025-04-23,2025-04,RANGE,deep_pullback,20.7651547257621,19.39508266138192,20.085113747973395,dynamic_stop,-0.06597938144329885,,0.0,False,开盘高开40.9% (>3%)，远离支撑，放弃当日入场,,0,True,开盘高开40.9% (>3%)，远离支撑，放弃当日入场,False,,False,,,,True
bj920237,2025-04-29,2025-04,RANGE,deep_pullback,24.16121343838609,23.14846796492081,21.41887782129183,initial_stop,-0.041916167664670434,,0.0,False,开盘高开38.6% (>3%)，远离支撑，放弃当日入场,,0,True,开盘高开38.6% (>3%)，远离支撑，放弃当日入场,False,,False,,,,True
bj920378,2025-04-28,2025-04,UP,deep_pullback,13.480855736760343,13.951460155207249,12.6413170627685,initial_stop,0.03490909090909078,13.480855736760343,0.03490909090909078,False,"当日未触及支撑区 (support=12.64, tol=1.5%, day_low=12.00)",,0,False,,True,60m收盘跌破支撑0.5%且未收回 (support=12.64),False,,,,True
bj920981,2025-04-23,2025-04,UP,deep_pullback,38.08456505199087,35.71361907177277,37.42129789500381,dynamic_stop,-0.062254773737902,38.0,-0.06016791916387454,True,pinbar反转，入场价 38.00 < 38.08 (改善0.22%),pinbar,4,False,,False,,False,,,,True
bj920533,2025-04-23,2025-04,RANGE,deep_pullback,38.84094616639477,39.43849918433931,38.899424645501306,dynamic_stop,0.01538461538461533,,0.0,False,开盘高开30.3% (>3%)，远离支撑，放弃当日入场,,0,True,开盘高开30.3% (>3%)，远离支撑，放弃当日入场,False,,False,,,,True
bj920163,2025-04-24,2025-04,UP,shallow_pullback,19.51296214771041,18.550020613353944,19.017208798445264,dynamic_stop,-0.04934881373043898,,0.0,False,开盘高开5.2% (>3%)，远离支撑，放弃当日入场,,0,True,开盘高开5.2% (>3%)，远离支撑，放弃当日入场,False,,False,,,,True
bj920953,2025-04-25,2025-04,RANGE,deep_pullback,36.56463115112704,38.17467049554723,34.10374180662339,initial_tp,0.04403269754768391,,0.0,False,开盘高开40.4% (>3%)，远离支撑，放弃当日入场,,0,True,开盘高开40.4% (>3%)，远离支撑，放弃当日入场,False,,False,,,,True
bj920642,2025-04-27,2025-04,UP,deep_pullback,16.753997809419495,17.35235487404162,13.793127601314348,initial_tp,0.03571428571428581,16.753997809419495,0.03571428571428581,False,60分钟数据为空,,0,False,,False,,False,,,,False
bj920057,2025-04-27,2025-04,RANGE,deep_pullback,6.93,6.71,6.08,initial_stop,-0.031746031746031744,6.93,-0.031746031746031744,False,60分钟数据为空,,0,False,,False,,False,,,,False
bj920261,2025-04-25,2025-04,UP,deep_pullback,13.989802537532915,14.313817037721009,12.847842021134708,initial_stop,0.023160762942779467,,0.0,False,开盘高开9.0% (>3%)，远离支撑，放弃当日入场,,0,True,开盘高开9.0% (>3%)，远离支撑，放弃当日入场,False,,False,,,,True
