trade_idx,stock_code,t0_date,entry_price,day_idx,date,code,type,severity,day_high,day_low,day_close,current_stop,pnl_at_signal,level
20,bj920834,2025-02-25 00:00:00,10.101604722124478,1,2025-03-06,D4,danger,exit,10.227270618189186,9.685940604371988,9.9372723965014,9.343269633249662,-0.016267942583731987,
21,bj920570,2025-02-25 00:00:00,34.4578540577404,4,2025-03-10,E1,exhaustion,reduce,38.63923619004319,36.90681973175721,37.659649920436465,31.701225733121166,0.0929191892603316,
22,bj920152,2025-02-26 00:00:00,20.81,5,2025-03-10,D5,danger,reduce,21.48,20.22,20.73,19.1452,-0.003844305622296873,
25,bj920092,2025-02-27 00:00:00,49.961633605600944,5,2025-03-10,D5,danger,reduce,54.37647607934656,51.839439906651116,53.387631271878654,45.96470291715287,0.06857257097161118,
26,bj920839,2025-02-27 00:00:00,25.61593552101324,5,2025-03-10,D5,danger,reduce,29.262682786413357,26.670535405872194,27.390028785261944,23.56666067933218,0.06925740669488278,
31,bj920651,2025-03-04 00:00:00,27.29460304527596,7,2025-03-18,S1,strength,,35.426120202514426,30.32733671697329,33.2179109978098,25.111034801653883,0.21701388888888884,strong
34,bj920006,2025-03-05 00:00:00,32.252239008870106,2,2025-03-13,E1,exhaustion,reduce,35.24317307460767,31.90329670120072,34.1863763713804,29.672059888160497,0.0599690880989181,
39,bj920089,2025-03-07 00:00:00,12.489517433938529,5,2025-03-21,D2,danger,exit,12.018787901473978,11.43417219180026,11.472134250869981,11.490356039223448,-0.08145896656534946,
40,bj920870,2025-03-07 00:00:00,21.36221903560795,5,2025-03-20,D4,danger,exit,21.36221903560795,19.367226781704666,19.386979180258162,19.653241512759315,-0.09246417013407304,
41,bj920374,2025-03-07 00:00:00,39.64126188665685,4,2025-03-20,D4,danger,exit,39.2227266932834,36.063782495679014,36.063782495679014,36.4699609357243,-0.09024635495223743,
43,bj920001,2025-03-11 00:00:00,24.88556614774417,5,2025-03-21,D4,danger,exit,22.992637778879523,20.812301437778878,21.575419157164102,22.89472085592464,-0.13301473516527285,
44,bj920263,2025-03-11 00:00:00,14.76,3,2025-03-19,D4,danger,exit,15.0,13.98,14.0,13.5792,-0.051490514905149,
45,bj920553,2025-03-13 00:00:00,12.713543155524096,1,2025-03-17,D4,danger,exit,13.245737985290221,12.26019200424184,12.27990292386281,11.69645970308217,-0.03410852713178292,
46,bj920943,2025-03-13 00:00:00,22.799747807017543,3,2025-03-19,D4,danger,exit,24.256315789473685,21.016195175438597,21.303545321637426,20.975767982456144,-0.06562364189482828,
47,bj920634,2025-03-14 00:00:00,31.21565772852292,2,2025-03-20,D4,danger,exit,31.70123462652216,27.776980512079284,27.895897303426036,28.71840511024109,-0.10634920634920642,
48,bj920026,2025-03-14 00:00:00,20.80033597395881,1,2025-03-24,D4,danger,exit,20.955299533534525,18.77876590131195,19.849423222016906,19.136309096042105,-0.04571622079241455,
51,bj920000,2025-03-14 00:00:00,25.029771829228867,4,2025-03-28,D4,danger,exit,24.604700664672453,23.01315514156588,23.03292589340571,23.02739008289056,-0.07977883096366511,
52,bj920541,2025-03-17 00:00:00,14.60462856651665,5,2025-03-31,D2,danger,exit,14.224908223787216,13.494676795461384,13.669932338259583,13.436258281195318,-0.06400000000000006,
54,bj920221,2025-03-17 00:00:00,16.147471264367816,3,2025-03-27,E1,exhaustion,reduce,17.096360153256704,16.360153256704983,16.752796934865902,14.85567356321839,0.037487335359675855,
55,bj920871,2025-03-17 00:00:00,14.777385215190051,3,2025-03-28,D4,danger,exit,15.564922511089401,14.299553597453368,14.299553597453368,13.595194397974849,-0.03233532934131733,
58,bj920519,2025-03-17 00:00:00,12.993334777528323,3,2025-03-28,D4,danger,exit,12.8954196699358,11.91626859401053,11.91626859401053,11.95386799532606,-0.08289374529012783,
59,bj920873,2025-03-17 00:00:00,5.62,5,2025-03-31,D4,danger,exit,5.51,5.17,5.2,5.1704,-0.07473309608540923,
60,bj920634,2025-03-18 00:00:00,30.918365750156035,1,2025-03-20,D4,danger,exit,31.70123462652216,27.776980512079284,27.895897303426036,28.444896490143552,-0.09775641025641035,
65,bj920300,2025-03-18 00:00:00,16.1,5,2025-03-31,D5,danger,reduce,17.39,15.66,16.56,14.812,0.02857142857142847,
66,bj920873,2025-03-18 00:00:00,5.62,5,2025-03-31,D4,danger,exit,5.51,5.17,5.2,5.1704,-0.07473309608540923,
68,bj920260,2025-03-18 00:00:00,12.814650207722678,3,2025-03-28,D4,danger,exit,12.968811413229117,11.783697145898373,12.14019493363201,11.789478191104864,-0.052631578947368474,
69,bj920802,2025-03-18 00:00:00,15.311969035711044,7,2025-04-03,S2,strength,,15.694004191292656,15.1591549734784,15.625237863287966,14.08701151285416,0.020459081836327275,moderate
70,bj920768,2025-03-18 00:00:00,7.02369633761824,1,2025-03-26,D4,danger,exit,7.164734416686879,6.734568275527529,6.840346834829008,6.461800630608781,-0.026104417670682833,
71,bj920405,2025-03-19 00:00:00,20.37620865264425,4,2025-03-28,D4,danger,exit,20.912947807396836,19.730133744145782,19.730133744145782,18.74611196043272,-0.03170731707317043,
73,bj920547,2025-03-19 00:00:00,21.848797250859107,5,2025-03-31,D4,danger,exit,21.848797250859107,19.79302405498282,20.031374570446737,20.10089347079038,-0.08318181818181813,
75,bj920981,2025-03-19 00:00:00,37.09833121988334,2,2025-03-26,D4,danger,exit,38.66235861019529,36.660005072279986,36.739700735480604,34.13046472229268,-0.009667024704618665,
77,bj920651,2025-03-19 00:00:00,26.56485150552379,8,2025-04-02,D5,danger,reduce,28.13808209771678,27.171398239863258,27.351466801620283,24.43966338508189,0.02961113093114509,
78,bj920471,2025-03-19 00:00:00,16.494420370330964,6,2025-03-31,D4,danger,exit,16.464825118470326,15.192229288462732,15.320475379858845,15.174866740704488,-0.07117224880382766,
80,bj920405,2025-03-20 00:00:00,20.37620865264425,4,2025-03-28,D4,danger,exit,20.912947807396836,19.730133744145782,19.730133744145782,18.74611196043272,-0.03170731707317043,
81,sz301255,2025-03-20 00:00:00,34.6570021111893,1,2025-03-28,D4,danger,exit,36.36284306826178,31.408796622097114,31.486980999296268,31.88444194229416,-0.0914684167350287,
83,sz300753,2025-03-20 00:00:00,22.77442579745825,1,2025-03-28,D4,danger,exit,23.063593200315644,21.936837458147178,22.006636486423098,20.95247173366159,-0.0337127845884414,
84,bj920553,2025-03-21 00:00:00,10.446787399112823,5,2025-03-31,D4,danger,exit,10.436931939302339,9.313409520907186,9.53022963673783,9.611044407183796,-0.0877358490566037,
85,bj920427,2025-03-21 00:00:00,14.767325330194488,1,2025-03-25,D4,danger,exit,15.024664779648278,14.23285108902123,14.727734645663135,13.585939303778927,-0.002680965147453085,
88,sz300198,2025-03-21 00:00:00,2.72,1,2025-03-27,D4,danger,exit,3.04,2.68,2.69,2.5024,-0.011029411764705954,
89,sz300084,2025-03-21 00:00:00,9.59,1,2025-03-25,D4,danger,exit,10.13,8.88,9.05,8.8228,-0.056308654848800765,
90,bj920819,2025-03-21 00:00:00,4.01,1,2025-03-25,D4,danger,exit,4.02,3.89,3.96,3.7486822974057543,-0.012468827930174564,
92,bj920547,2025-03-24 00:00:00,20.488213058419245,1,2025-04-02,D4,danger,exit,21.30257731958763,20.408762886597938,20.855670103092784,18.849156013745706,0.017935046049442516,
93,bj920682,2025-03-24 00:00:00,8.012902882578452,2,2025-03-27,D4,danger,exit,8.701250669822471,8.032951847255461,8.086415753060821,7.371870651972176,0.009174311926605228,
94,bj920299,2025-03-24 00:00:00,16.578039628319658,2,2025-04-02,E1,exhaustion,reduce,17.78335597793527,16.785512114728903,17.012743885558073,15.251796458054086,0.026221692491060544,
95,bj920006,2025-03-24 00:00:00,28.02505219596101,4,2025-04-07,D4,danger,exit,27.795747250921128,22.93049450398802,24.00723076765354,25.783048020284127,-0.14336535040910725,
96,bj920533,2025-03-24 00:00:00,36.77249341197138,4,2025-04-07,D4,danger,exit,33.30208934621658,25.281089220730326,26.50683900112937,33.83069393901367,-0.2791666666666667,
98,bj920471,2025-03-24 00:00:00,18.11229413871271,1,2025-03-28,D4,danger,exit,18.497032412901053,16.80023797289093,16.80023797289093,16.663310607615692,-0.07244008714596939,
99,bj920876,2025-03-24 00:00:00,28.504986876640416,1,2025-03-28,D4,danger,exit,28.814173228346455,27.118635170603675,27.118635170603675,26.224587926509184,-0.04863540937718669,
100,sz002052,2025-03-25 00:00:00,6.25,1,2025-03-31,E1,exhaustion,reduce,6.65,6.13,6.28,5.75,0.0048000000000001375,
101,bj920781,2025-03-25 00:00:00,9.947221805955794,3,2025-04-07,D4,danger,exit,10.410094353495706,8.776426538648952,9.175767560055936,9.15144406147933,-0.07755474452554756,
102,bj920304,2025-03-25 00:00:00,14.679883412590607,3,2025-04-07,D4,danger,exit,14.067411455641464,10.936999231234726,11.617523627844886,13.50549273958336,-0.20860927152317876,
103,bj920225,2025-03-25 00:00:00,15.332685229022845,1,2025-04-02,E1,exhaustion,reduce,15.638549606178385,15.184686336850811,15.322818636211377,14.106070410701015,-0.0006435006435006052,
104,bj920576,2025-03-25 00:00:00,33.80526918671248,1,2025-03-27,D4,danger,exit,34.49131729667812,31.995693012600224,32.015578465063,31.10084765177548,-0.05294117647058805,
105,bj920694,2025-03-25 00:00:00,15.883680265493457,1,2025-04-02,D4,danger,exit,16.04789124568183,15.52540176326428,15.607507253358467,14.61298584425398,-0.017387218045112784,
106,bj920299,2025-03-25 00:00:00,17.081901381027823,1,2025-04-02,E1,exhaustion,reduce,17.78335597793527,16.785512114728903,17.012743885558073,15.715349270545598,-0.004048582995951455,
107,sz002052,2025-03-26 00:00:00,6.25,1,2025-03-31,E1,exhaustion,reduce,6.65,6.13,6.28,5.75,0.0048000000000001375,
108,bj920576,2025-03-26 00:00:00,31.249988545246275,5,2025-04-09,S1,strength,,40.655807560137454,34.11349369988545,38.11046964490263,28.749989461626573,0.21953547566019727,strong
110,sz002342,2025-03-26 00:00:00,6.316608229056135,1,2025-03-31,D4,danger,exit,6.346592128877603,5.986785331019975,5.986785331019975,5.811279570731644,-0.05221518987341789,
111,bj920304,2025-03-26 00:00:00,14.679883412590607,3,2025-04-07,D4,danger,exit,14.067411455641464,10.936999231234726,11.617523627844886,13.50549273958336,-0.20860927152317876,
112,bj920957,2025-03-26 00:00:00,14.89291450777202,1,2025-04-02,D4,danger,exit,14.982331606217617,13.790103626943006,14.108031088082901,13.70148134715026,-0.05270180120080048,
113,bj920834,2025-03-27 00:00:00,10.55593526943534,3,2025-04-07,D4,danger,exit,10.62360152116249,8.07161717030999,8.777279509750265,9.711460447880514,-0.16849816849816834,
114,bj920489,2025-03-27 00:00:00,23.934223368207665,1,2025-04-02,D4,danger,exit,24.479987168063147,22.505314510404222,22.763311943063176,22.01948549875105,-0.04892205638474301,
115,bj920304,2025-03-27 00:00:00,14.679883412590607,1,2025-04-02,D4,danger,exit,14.952093171234674,14.281290551718943,14.553500310363008,13.50549273958336,-0.008609271523178696,
116,bj920957,2025-03-27 00:00:00,14.89291450777202,1,2025-04-02,D4,danger,exit,14.982331606217617,13.790103626943006,14.108031088082901,13.70148134715026,-0.05270180120080048,
118,bj920171,2025-03-27 00:00:00,28.44,3,2025-04-10,E1,exhaustion,reduce,32.6,29.7,31.2,26.164800000000003,0.09704641350210963,
122,bj920489,2025-03-28 00:00:00,23.934223368207665,1,2025-04-02,D4,danger,exit,24.479987168063147,22.505314510404222,22.763311943063176,22.01948549875105,-0.04892205638474301,
123,bj920834,2025-03-28 00:00:00,10.55593526943534,3,2025-04-07,D4,danger,exit,10.62360152116249,8.07161717030999,8.777279509750265,9.711460447880514,-0.16849816849816834,
124,sh600589,2025-03-28 00:00:00,7.26,1,2025-04-02,E1,exhaustion,reduce,7.58,7.2,7.25,6.6792,-0.0013774104683195176,
125,sz300167,2025-03-28 00:00:00,3.48,6,2025-04-16,D2,danger,exit,3.59,3.41,3.46,3.2016,-0.005747126436781658,
130,bj920002,2025-03-31 00:00:00,72.04305213254185,6,2025-04-16,D5,danger,reduce,115.84807297081939,107.25676118265802,111.66165019527534,66.2796079619385,0.5499294781382225,
131,sh688393,2025-03-31 00:00:00,30.731663107442778,6,2025-04-17,D5,danger,reduce,30.20608126017125,29.254083951905837,29.353250338183486,28.27313005884736,-0.044853178444659525,
132,sh600289,2025-03-31 00:00:00,6.93,1,2025-04-02,D4,danger,exit,6.93,6.93,6.93,6.3756,0.0,
133,bj920130,2025-03-31 00:00:00,31.3,1,2025-04-07,D4,danger,exit,32.32,25.2,26.96,28.796000000000003,-0.13865814696485623,
134,bj920682,2025-03-31 00:00:00,7.043869589856286,6,2025-04-16,S1,strength,,10.024482338505152,8.433931140795668,9.115595939814018,6.480360022667784,0.2941176470588236,strong
135,bj920299,2025-03-31 00:00:00,16.192733582131062,1,2025-04-07,D4,danger,exit,17.081901381027823,12.873173799583142,14.23656442455818,14.897314895560578,-0.12080536912751694,
136,sz300718,2025-03-31 00:00:00,74.1581018563589,6,2025-04-17,D5,danger,reduce,76.22025228231112,73.52359403298898,74.09861674791797,68.22545370785019,-0.0008021390374330917,
136,sz300718,2025-03-31 00:00:00,74.1581018563589,6,2025-04-17,S2,strength,,76.22025228231112,73.52359403298898,74.09861674791797,74.09861674791797,-0.0008021390374330917,moderate
137,bj920834,2025-03-31 00:00:00,10.55593526943534,3,2025-04-07,D4,danger,exit,10.62360152116249,8.07161717030999,8.777279509750265,9.711460447880514,-0.16849816849816834,
139,bj920639,2025-04-01 00:00:00,7.21,9,2025-04-21,D5,danger,reduce,9.63,9.32,9.6,6.6332,0.3314840499306517,
139,bj920639,2025-04-01 00:00:00,7.21,9,2025-04-21,E1,exhaustion,reduce,9.63,9.32,9.6,9.6,0.3314840499306517,
140,sh603353,2025-04-01 00:00:00,13.92998764480539,4,2025-04-16,E1,exhaustion,reduce,14.9179300309618,14.236249784513877,14.433838261745159,12.81558863322096,0.03617021276595733,
142,sz300871,2025-04-01 00:00:00,25.75870347046476,5,2025-04-17,D2,danger,exit,25.42172928116279,23.826057384762322,23.885523418168553,23.69800719282757,-0.0727202770296268,
143,bj920810,2025-04-01 00:00:00,11.285714285714286,7,2025-04-18,S2,strength,,12.135714285714284,11.357142857142858,11.950000000000001,10.382857142857144,0.05886075949367098,moderate
144,bj920682,2025-04-01 00:00:00,8.293588388056596,2,2025-04-07,D4,danger,exit,8.139879658866183,6.535962484705358,6.836696954860514,7.630101317012069,-0.17566478646253025,
145,sh688776,2025-04-01 00:00:00,74.5,10,2025-04-23,E1,exhaustion,reduce,83.4,79.03,80.9,68.54,0.08590604026845639,
148,sz001333,2025-04-01 00:00:00,19.157059119978825,7,2025-04-21,S2,strength,,20.98434783603834,20.493141191936317,20.98434783603834,17.624494390380516,0.09538461538461518,moderate
149,bj920367,2025-04-01 00:00:00,25.77528998619545,2,2025-04-07,D4,danger,exit,24.860426298413817,19.411020853801507,20.097168619637728,23.71326678729981,-0.22029320987654344,
151,sh605208,2025-04-02 00:00:00,9.382234607706188,1,2025-04-08,D4,danger,exit,9.382234607706188,9.382234607706188,9.382234607706188,8.631655839089694,0.0,
153,sz300871,2025-04-02 00:00:00,25.75870347046476,5,2025-04-17,D2,danger,exit,25.42172928116279,23.826057384762322,23.885523418168553,23.69800719282757,-0.0727202770296268,
154,bj920735,2025-04-02 00:00:00,23.72781790144426,5,2025-04-15,S1,strength,,31.190216631448482,27.198011269530486,31.02412190613837,21.82959246932872,0.3074999999999999,strong
155,sz300100,2025-04-02 00:00:00,42.36061528511561,1,2025-04-08,D4,danger,exit,43.01384636225785,36.353729510524964,37.81639909629999,38.97176606230636,-0.1072745558162923,
156,sh603985,2025-04-02 00:00:00,16.110593735725715,5,2025-04-16,S2,strength,,16.699154126071114,15.901106139162101,16.330056932125697,14.82174623686766,0.013622291021672117,moderate
158,bj920284,2025-04-02 00:00:00,21.32,1,2025-04-10,E1,exhaustion,reduce,22.69,21.0,21.28,19.6144,-0.0018761726078798668,
159,bj920263,2025-04-02 00:00:00,10.5,7,2025-04-17,S2,strength,,12.8,12.21,12.68,9.66,0.2076190476190476,moderate
163,sh603119,2025-04-02 00:00:00,21.69522641180948,2,2025-04-10,E1,exhaustion,reduce,27.147669797248398,25.406553422066224,26.46038701757122,19.959608298864723,0.21964097148891226,
164,sz300233,2025-04-02 00:00:00,16.144608205134737,6,2025-04-17,S2,strength,,15.82230205221916,15.509762752422239,15.7930014928632,14.85303954872396,-0.021778584392014633,moderate
166,sz300871,2025-04-03 00:00:00,25.75870347046476,5,2025-04-17,D2,danger,exit,25.42172928116279,23.826057384762322,23.885523418168553,23.69800719282757,-0.0727202770296268,
169,bj920299,2025-04-03 00:00:00,16.182853939921095,12,2025-04-25,S1,strength,,24.303919836511536,18.820718409981495,22.01184284379988,14.888225624727408,0.36019536019536025,strong
173,bj920230,2025-04-07 00:00:00,17.59650031497165,13,2025-04-28,D4,danger,exit,17.267235948764608,15.475425211730942,15.551998320151183,16.18878028977392,-0.11618798955613585,
177,bj920230,2025-04-08 00:00:00,17.59650031497165,5,2025-04-16,D4,danger,exit,17.550556449919505,16.310072093511582,16.639336459718624,16.18878028977392,-0.05439512619669262,
181,bj920639,2025-04-08 00:00:00,8.43,8,2025-04-21,D5,danger,reduce,9.63,9.32,9.6,7.7556,0.1387900355871885,
181,bj920639,2025-04-08 00:00:00,8.43,8,2025-04-21,E1,exhaustion,reduce,9.63,9.32,9.6,9.6,0.1387900355871885,
182,bj920508,2025-04-08 00:00:00,24.52342237708092,10,2025-04-23,D5,danger,reduce,27.174603174603174,26.346109175377467,26.76035617499032,22.561548586914444,0.091216216216216,
183,bj920570,2025-04-08 00:00:00,33.95899067969993,6,2025-04-17,S2,strength,,35.26510570584224,33.92270970675153,34.47599454421459,31.24227142532394,0.015224358974359031,moderate
184,bj920706,2025-04-09 00:00:00,18.61761094995055,3,2025-04-21,E1,exhaustion,reduce,19.512593832383462,18.588106019760453,19.0011750424218,17.128202073954505,0.020602218700475516,
185,bj920230,2025-04-09 00:00:00,17.458668719815215,1,2025-04-16,D4,danger,exit,17.550556449919505,16.310072093511582,16.639336459718624,16.06197522223,-0.04692982456140349,
186,bj920639,2025-04-09 00:00:00,9.02,1,2025-04-15,D4,danger,exit,9.05,8.56,8.84,8.298399999999999,-0.019955654101995512,
187,bj920608,2025-04-09 00:00:00,19.70333652007648,5,2025-04-24,D4,danger,exit,19.654053537284895,17.939005736137666,18.155850860420653,18.127069598470364,-0.07853926963481717,
188,bj920953,2025-04-09 00:00:00,33.80342506186326,5,2025-04-17,D5,danger,reduce,36.83505855162194,35.2124941486525,35.248076701349206,31.0991510569142,0.042736842105263184,
189,bj920026,2025-04-10 00:00:00,23.8432567801729,1,2025-04-14,D4,danger,exit,24.58285558723882,20.539715441945102,20.694679001520818,21.93579623775907,-0.13205317577548026,
190,bj920765,2025-04-10 00:00:00,18.09409940964688,1,2025-04-15,E1,exhaustion,reduce,18.659304514071497,17.574110713576225,18.08656334158788,16.646571456875126,-0.00041649312786362636,
192,bj920639,2025-04-10 00:00:00,9.02,1,2025-04-15,D4,danger,exit,9.05,8.56,8.84,8.298399999999999,-0.019955654101995512,
193,bj920706,2025-04-10 00:00:00,18.61761094995055,3,2025-04-21,E1,exhaustion,reduce,19.512593832383462,18.588106019760453,19.0011750424218,17.128202073954505,0.020602218700475516,
194,bj920230,2025-04-10 00:00:00,17.458668719815215,1,2025-04-16,D4,danger,exit,17.550556449919505,16.310072093511582,16.639336459718624,16.06197522223,-0.04692982456140349,
196,bj920663,2025-04-10 00:00:00,17.539805730494923,5,2025-04-18,S1,strength,,19.747869939980063,18.33206797177198,19.285716965901777,16.13662127205533,0.09953994144709322,strong
196,bj920663,2025-04-10 00:00:00,17.539805730494923,8,2025-04-23,S1,strength,,20.950934824882264,19.461775241741126,19.9092566928328,17.304933528422236,0.13508992053534086,strong
196,bj920663,2025-04-10 00:00:00,17.539805730494923,11,2025-04-28,D2,danger,exit,19.777212985953287,18.37608254073182,18.90425736824986,18.43464079839138,0.07779171894604753,
197,bj920608,2025-04-10 00:00:00,19.70333652007648,5,2025-04-24,D4,danger,exit,19.654053537284895,17.939005736137666,18.155850860420653,18.127069598470364,-0.07853926963481717,
198,bj920856,2025-04-10 00:00:00,20.113767410957927,4,2025-04-17,D2,danger,exit,22.111764705882347,20.702463042498156,20.943293073582797,18.50466601808129,0.041241685144124185,
199,bj920953,2025-04-10 00:00:00,34.8709016427642,5,2025-04-18,D5,danger,reduce,35.924145202586466,34.44391101040382,35.36905738051798,32.08122951134307,0.014285714285714457,
199,bj920953,2025-04-10 00:00:00,34.8709016427642,5,2025-04-18,E1,exhaustion,reduce,35.924145202586466,34.44391101040382,35.36905738051798,35.36905738051798,0.014285714285714457,
200,bj920249,2025-04-11 00:00:00,15.24,1,2025-04-15,D4,danger,exit,15.44,14.73,14.89,14.0208,-0.02296587926509186,
201,bj920706,2025-04-11 00:00:00,18.61761094995055,3,2025-04-21,E1,exhaustion,reduce,19.512593832383462,18.588106019760453,19.0011750424218,17.128202073954505,0.020602218700475516,
202,bj920445,2025-04-11 00:00:00,9.743579347761989,6,2025-04-23,D2,danger,exit,9.928707355369463,9.499989864067937,9.607169236893318,8.964092999941029,-0.014000000000000234,
203,bj920837,2025-04-11 00:00:00,16.241879669868243,1,2025-04-16,D4,danger,exit,16.542296298606853,15.573210399450039,15.951153900121197,14.942529296278783,-0.017899761336515607,
204,bj920427,2025-04-11 00:00:00,14.034897666364463,1,2025-04-15,D4,danger,exit,14.23285108902123,13.421242056128502,13.559809451988235,12.912105853055309,-0.033850493653032276,
205,bj920570,2025-04-11 00:00:00,35.60070470561491,1,2025-04-16,D4,danger,exit,36.26283246192316,34.01341213912253,34.530416003637185,32.75264832916572,-0.030063694267515984,
207,bj920371,2025-04-11 00:00:00,14.527303182579566,1,2025-04-18,D4,danger,exit,14.775209380234505,12.81179229480737,12.891122278056951,13.3651189279732,-0.11262798634812299,
209,bj920445,2025-04-14 00:00:00,10.912808869493425,1,2025-04-21,D4,danger,exit,11.03947540101433,10.143066101020228,10.298963370584419,10.03978415993395,-0.05625000000000013,
210,bj920857,2025-04-14 00:00:00,17.924097924427883,2,2025-04-22,D4,danger,exit,17.93404470463012,17.317344332091537,17.357131452900475,16.490170090473654,-0.03163152053274143,
211,bj920706,2025-04-14 00:00:00,18.61761094995055,3,2025-04-21,E1,exhaustion,reduce,19.512593832383462,18.588106019760453,19.0011750424218,17.128202073954505,0.020602218700475516,
212,bj920753,2025-04-14 00:00:00,27.43245598677259,1,2025-04-22,D4,danger,exit,28.024802824009097,27.092584850653285,27.092584850653285,25.237859507830784,-0.012389380530973493,
213,bj920564,2025-04-14 00:00:00,15.912666612674528,5,2025-04-22,D5,danger,reduce,16.75672979821639,15.829644004260572,16.078711829502435,14.639653283660566,0.01043478260869568,
214,sh603709,2025-04-14 00:00:00,11.18,2,2025-04-23,S3,strength,,11.68,11.2,11.39,10.2856,0.01878354203935606,moderate
215,bj920346,2025-04-14 00:00:00,26.352756123577187,1,2025-04-17,E1,exhaustion,reduce,26.609567090298707,25.97741701836882,26.382388158198903,24.24453563369101,0.0011244377811094886,
218,bj920634,2025-04-14 00:00:00,29.44181559093384,3,2025-04-24,D2,danger,exit,29.60037131272951,26.67700019212181,26.776097518244104,27.086470343659133,-0.09054190508246385,
219,bj920533,2025-04-15 00:00:00,38.84094616639477,1,2025-04-22,D4,danger,exit,39.28528046178943,37.50794328021081,37.53092608859329,35.733670473083194,-0.03372781065088759,
220,bj920002,2025-04-15 00:00:00,109.73609894293168,1,2025-04-17,D4,danger,exit,113.2976066682428,107.71401609746258,109.01973290973785,100.95721102749717,-0.006528080003703862,
221,bj920026,2025-04-15 00:00:00,18.94781705721273,2,2025-04-22,D4,danger,exit,19.201393791063907,18.278656231772132,18.35613801155999,17.431991692635712,-0.03122676579925654,
222,bj920075,2025-04-15 00:00:00,27.481210234784555,2,2025-04-18,E1,exhaustion,reduce,28.97454346560912,27.743028398630422,28.27636169535348,25.28271341600179,0.028934368383909614,
223,bj920245,2025-04-15 00:00:00,24.44162120740005,1,2025-04-22,D4,danger,exit,25.005116797196017,23.807688668879585,23.913344091966334,22.486291510808048,-0.02161383285302587,
224,bj920627,2025-04-15 00:00:00,26.933958648546582,4,2025-04-24,D4,danger,exit,28.79113057600905,26.129515193335568,26.298349004923065,24.779241956662855,-0.02359882005899705,
225,bj920957,2025-04-15 00:00:00,14.376282383419689,2,2025-04-22,D4,danger,exit,14.793562176165803,13.949067357512952,13.949067357512952,13.226179792746114,-0.02971665514858335,
226,bj920779,2025-04-15 00:00:00,48.59890815959741,2,2025-04-24,D4,danger,exit,48.12216211358734,43.938472322070446,44.90169392523364,44.71099550682962,-0.07607607607607614,
227,bj920239,2025-04-15 00:00:00,29.80451116699289,6,2025-04-25,D5,danger,reduce,31.057971917006615,30.04127597532882,30.500878250333844,27.42015027363346,0.02336448598130847,
228,bj920346,2025-04-15 00:00:00,26.352756123577187,1,2025-04-17,E1,exhaustion,reduce,26.609567090298707,25.97741701836882,26.382388158198903,24.24453563369101,0.0011244377811094886,
229,bj920726,2025-04-16 00:00:00,23.6860879497931,1,2025-04-25,D4,danger,exit,23.963581867196538,22.774322221181823,22.774322221181823,21.791200913809654,-0.03849372384937222,
230,sz002693,2025-04-16 00:00:00,9.48,2,2025-04-28,D4,danger,exit,9.48,8.53,8.53,8.7216,-0.10021097046413507,
231,bj920639,2025-04-16 00:00:00,9.08,2,2025-04-21,E1,exhaustion,reduce,9.63,9.32,9.6,8.3536,0.05726872246696035,
232,bj920826,2025-04-16 00:00:00,14.716372281546407,2,2025-04-23,D4,danger,exit,14.431665946546511,13.626634240684734,13.685538999650229,13.539062499022696,-0.07004669779853234,
233,bj920445,2025-04-16 00:00:00,10.912808869493425,1,2025-04-21,D4,danger,exit,11.03947540101433,10.143066101020228,10.298963370584419,10.03978415993395,-0.05625000000000013,
234,bj920564,2025-04-16 00:00:00,15.912666612674528,1,2025-04-24,D4,danger,exit,16.23783849562918,15.040929224328009,15.047847775029172,14.639653283660566,-0.05434782608695654,
235,bj920779,2025-04-16 00:00:00,44.8977429575683,5,2025-04-25,D2,danger,exit,45.24222681524083,43.28659507548526,43.34497214234363,41.30592352096284,-0.03458460744211911,
236,bj920799,2025-04-16 00:00:00,63.39441516271419,3,2025-04-24,D2,danger,exit,61.274664405710936,57.12431128802699,57.15402742013451,58.32286194969706,-0.09843749999999996,
237,bj920765,2025-04-17 00:00:00,17.348028671806375,1,2025-04-23,D4,danger,exit,17.619327121930194,16.760215363204768,16.82050390767673,15.960186378061866,-0.03040834057341435,
238,bj920261,2025-04-17 00:00:00,13.22741547826682,5,2025-04-25,D2,danger,exit,13.684847713826477,12.960580007523681,13.227415478266819,12.169222240005476,-1.1102230246251565e-16,
239,bj920526,2025-04-17 00:00:00,30.38179335457442,3,2025-04-23,D4,danger,exit,30.620081929904412,29.756285844333178,29.825786678804427,27.95124988620847,-0.0183006535947714,
241,bj920378,2025-04-17 00:00:00,13.382813149583905,2,2025-04-22,D4,danger,exit,13.80439627444259,13.000447059595793,13.029859835748724,12.312188097617192,-0.026373626373626502,
242,bj920046,2025-04-17 00:00:00,18.35845984134239,2,2025-04-29,D4,danger,exit,17.356187168923157,15.728734512717669,16.076056725932254,16.889783054035,-0.12432432432432439,
243,bj920826,2025-04-17 00:00:00,14.716372281546407,2,2025-04-23,D4,danger,exit,14.431665946546511,13.626634240684734,13.685538999650229,13.539062499022696,-0.07004669779853234,
245,bj920026,2025-04-18 00:00:00,19.194349992901373,1,2025-04-22,D4,danger,exit,19.201393791063907,18.278656231772132,18.35613801155999,17.658801993469265,-0.04366972477064224,
