signal_idx,stock_code,t0_date,zone_tag,dd_tier,position_ratio,trend_tag,golden_trend_t0,status,target_entry_price,actual_entry_price,entry_day_idx,tp_price,sl_price,exit_price,exit_day_idx,exit_reason,pnl
907,bj920026,2025-05-07,main_wave,5~10%,0.3303,neutral,14.6136,observe_expire,17.74533915,,,,,,,observe_expire,
908,sz300652,2025-05-07,high_trap,>20%,0.9514,bull_aligned,26.6349,high_trap_skip,,,,,,,,,
909,sz002868,2025-05-07,main_wave,5~10%,0.5193,neutral,12.6993,observe_expire,16.687902,,,,,,,observe_expire,
910,sz301119,2025-05-07,high_trap,10~15%,0.9682,bull_aligned,24.5163,high_trap_skip,,,,,,,,,
911,sz300879,2025-05-07,high_trap,5~10%,0.9559,bull_aligned,13.9969,high_trap_skip,,,,,,,,,
912,sz300047,2025-05-07,main_wave,15~20%,0.4372,neutral,10.6153,observe_expire,12.24,,,,,,,observe_expire,
913,sh600592,2025-05-07,high_trap,15~20%,1.0,bull_aligned,13.5912,high_trap_skip,,,,,,,,,
914,bj920199,2025-05-07,main_wave,15~20%,0.443,neutral,19.9713,observe_expire,26.271,,,,,,,observe_expire,
915,bj920641,2025-05-07,bottom_start,5~10%,0.2642,neutral,11.5285,observe_expire,14.135713,,,,,,,observe_expire,
916,sz300561,2025-05-08,abyss_bottom,10~15%,0.029,bear_aligned,19.5815,simulated,12.152548,12.152548,3.0,13.8393216624,10.6383405192,13.8393216624,11.0,tp,0.1388
917,sz300472,2025-05-08,abyss_bottom,10~15%,0.0779,bear_aligned,4.021,simulated,3.0458,3.0458,0.0,3.46855704,2.66629332,3.46855704,9.0,tp,0.1388
918,bj920810,2025-05-08,main_wave,10~15%,0.5255,neutral,8.5242,observe_expire,14.5724832,,,,,,,observe_expire,
919,bj920876,2025-05-08,high_zone,>20%,0.7558,neutral,20.146,simulated,34.489275,34.489275,7.0,39.986865435,30.826513995,30.826513995,15.0,sl,-0.1062
920,bj920642,2025-05-08,main_wave,15~20%,0.5923,bull_aligned,10.244,observe_expire,14.0823,,,,,,,observe_expire,
921,sh603007,2025-05-08,abyss_bottom,10~15%,0.0409,bear_aligned,4.2463,observe_expire,4.4814,,,,,,,observe_expire,
922,bj920641,2025-05-08,main_wave,5~10%,0.3023,neutral,11.5305,observe_expire,14.386070160000001,,,,,,,observe_expire,
923,bj920305,2025-05-08,abyss_bottom,15~20%,0.0306,bear_aligned,22.1554,simulated,12.406299999999998,12.406299999999998,3.0,14.641915259999998,10.916303369999998,11.699999809265137,21.0,expire,-0.05693076829795041
924,sh688159,2025-05-08,high_trap,3~5%,0.8905,neutral,29.9461,high_trap_skip,,,,,,,,,
925,bj920961,2025-05-08,main_wave,5~10%,0.5455,bull_aligned,14.5227,observe_expire,19.95151389,,,,,,,observe_expire,
926,bj920247,2025-05-08,main_wave,>20%,0.4987,neutral,11.3227,observe_expire,14.75307,,,,,,,observe_expire,
927,bj920834,2025-05-08,high_zone,5~10%,0.716,bull_aligned,7.9042,observe_expire,10.964805,,,,,,,observe_expire,
928,bj920510,2025-05-08,main_wave,10~15%,0.6102,neutral,16.6121,observe_expire,21.54144,,,,,,,observe_expire,
929,sz000691,2025-05-08,main_wave,0~3%,0.4797,neutral,2.3065,observe_expire,3.4046999999999996,,,,,,,observe_expire,
930,sz301119,2025-05-08,high_trap,15~20%,0.9608,bull_aligned,24.6658,high_trap_skip,,,,,,,,,
931,bj920199,2025-05-08,main_wave,15~20%,0.6229,neutral,19.8785,simulated,29.933999999999997,29.933999999999997,0.0,35.2293246,26.404781399999997,26.404781399999997,10.0,sl,-0.1179
932,sh600592,2025-05-08,high_trap,>20%,1.0,bull_aligned,13.6847,high_trap_skip,,,,,,,,,
933,sz300879,2025-05-08,high_trap,0~3%,1.0,bull_aligned,13.9855,high_trap_skip,,,,,,,,,
934,bj920876,2025-05-09,high_trap,15~20%,0.8644,neutral,20.1351,high_trap_skip,,,,,,,,,
935,bj920810,2025-05-09,main_wave,15~20%,0.4796,neutral,8.5185,observe_expire,13.57713,,,,,,,observe_expire,
936,bj920961,2025-05-09,main_wave,10~15%,0.5369,bull_aligned,14.5854,observe_expire,19.094088,,,,,,,observe_expire,
937,sz002259,2025-05-09,high_trap,10~15%,1.0,bull_aligned,2.2146,high_trap_skip,,,,,,,,,
938,sz300472,2025-05-09,abyss_bottom,10~15%,0.0601,bear_aligned,3.8961,simulated,2.9196999999999997,2.9196999999999997,1.0,3.32495436,2.5559053799999996,3.32495436,7.0,tp,0.1388
939,bj920642,2025-05-09,high_trap,5~10%,0.9298,bull_aligned,10.2559,high_trap_skip,,,,,,,,,
940,bj920247,2025-05-09,main_wave,>20%,0.5782,neutral,11.3605,observe_expire,15.61527,,,,,,,observe_expire,
941,bj920284,2025-05-09,main_wave,5~10%,0.4789,neutral,16.1778,observe_expire,22.181082000000004,,,,,,,observe_expire,
942,sh603610,2025-05-09,high_zone,>20%,0.7182,neutral,9.0803,observe_expire,11.620209999999998,,,,,,,observe_expire,
943,sz002977,2025-05-09,high_trap,5~10%,0.9972,bull_aligned,23.2729,high_trap_skip,,,,,,,,,
944,sh603657,2025-05-09,high_trap,15~20%,1.0,bull_aligned,13.0072,high_trap_skip,,,,,,,,,
946,bj920199,2025-05-09,main_wave,10~15%,0.5981,neutral,19.7854,simulated,29.822400000000005,29.822400000000005,0.0,33.72913440000001,26.425628640000006,26.425628640000006,9.0,sl,-0.1139
947,bj920169,2025-05-09,main_wave,0~3%,0.5155,neutral,12.1365,observe_expire,17.34942,,,,,,,observe_expire,
948,sz300581,2025-05-09,main_wave,10~15%,0.4319,neutral,8.2496,observe_expire,10.63392,,,,,,,observe_expire,
949,bj920223,2025-05-09,bottom_start,5~10%,0.2554,neutral,8.7201,observe_expire,10.7767,,,,,,,observe_expire,
950,sz002200,2025-05-09,high_trap,10~15%,1.0,bull_aligned,5.5497,high_trap_skip,,,,,,,,,
951,sh600592,2025-05-09,high_trap,>20%,1.0,bull_aligned,13.8251,high_trap_skip,,,,,,,,,
952,sz000691,2025-05-09,main_wave,5~10%,0.5461,neutral,2.3378,observe_expire,3.494799,,,,,,,observe_expire,
953,sh603398,2025-05-12,abyss_bottom,15~20%,0.0,bear_aligned,8.7657,simulated,5.907299999999999,5.907299999999999,0.0,6.971795459999998,5.197833269999999,5.197833269999999,2.0,sl,-0.1201
954,bj920425,2025-05-12,main_wave,15~20%,0.6598,bull_aligned,14.1938,observe_expire,20.02788,,,,,,,observe_expire,
955,bj920876,2025-05-12,high_zone,>20%,0.7871,bull_aligned,20.2581,simulated,37.407579999999996,37.407579999999996,1.0,43.37034825199999,33.434895004,43.37034825199999,3.0,tp,0.1594
956,bj920810,2025-05-12,main_wave,15~20%,0.6309,bull_aligned,8.4882,simulated,16.225740000000002,16.225740000000002,1.0,19.096073406000002,14.312725254000002,16.80000032697405,21.0,expire,0.03539193448027933
957,sh603389,2025-05-12,main_wave,0~3%,0.5568,bull_aligned,4.6634,observe_expire,7.2168,,,,,,,observe_expire,
958,bj920284,2025-05-12,main_wave,5~10%,0.6049,bull_aligned,16.4014,observe_expire,25.287570000000002,,,,,,,observe_expire,
959,sz000691,2025-05-12,main_wave,10~15%,0.679,bull_aligned,2.3793,observe_expire,3.6936,,,,,,,observe_expire,
960,bj920961,2025-05-12,high_zone,10~15%,0.7123,bull_aligned,14.6715,simulated,22.3877,22.3877,1.0,24.8055716,20.097438289999996,21.912566649264022,21.0,expire,-0.021222963981828324
961,bj920510,2025-05-12,main_wave,15~20%,0.6494,neutral,16.6436,observe_expire,21.726000000000003,,,,,,,observe_expire,
962,bj920008,2025-05-12,main_wave,15~20%,0.5553,neutral,30.9829,simulated,38.943000000000005,38.943000000000005,8.0,45.83201670000001,34.35162030000001,38.369998931884766,21.0,expire,-0.014713839922842031
963,bj920363,2025-05-12,main_wave,>20%,0.6519,neutral,9.3552,observe_expire,13.274280000000001,,,,,,,observe_expire,
964,bj920026,2025-05-12,main_wave,15~20%,0.5022,neutral,14.6313,observe_expire,19.53171,,,,,,,observe_expire,
965,sz002693,2025-05-12,abyss_bottom,5~10%,0.0245,bear_aligned,7.8838,simulated,6.722099999999999,6.722099999999999,1.0,7.528752,6.07140072,7.528752,5.0,tp,0.12
966,sz002076,2025-05-12,abyss_bottom,5~10%,0.0654,bear_aligned,2.2106,observe_expire,1.6878,,,,,,,observe_expire,
967,sz300581,2025-05-12,high_trap,>20%,0.8103,neutral,8.2639,high_trap_skip,,,,,,,,,
968,sz302132,2025-05-12,high_zone,>20%,0.7661,bull_aligned,52.3752,observe_expire,75.31638,,,,,,,observe_expire,
969,bj920221,2025-05-12,main_wave,>20%,0.4854,bull_aligned,12.2919,observe_expire,15.386759999999999,,,,,,,observe_expire,
970,bj920146,2025-05-12,main_wave,10~15%,0.632,bull_aligned,6.6684,observe_expire,9.05616,,,,,,,observe_expire,
971,bj920262,2025-05-13,high_zone,5~10%,0.7934,neutral,12.7125,simulated,21.488145,21.488145,6.0,25.751392967999998,19.330735242,23.920854587650776,21.0,expire,0.1132117075555279
972,bj920425,2025-05-13,main_wave,15~20%,0.6598,bull_aligned,14.1938,observe_expire,20.02788,,,,,,,observe_expire,
973,bj920169,2025-05-13,high_trap,>20%,0.8466,bull_aligned,12.0218,high_trap_skip,,,,,,,,,
974,sh603398,2025-05-13,abyss_bottom,15~20%,0.0,bear_aligned,8.7657,simulated,5.907299999999999,5.907299999999999,0.0,6.971795459999998,5.197833269999999,5.197833269999999,1.0,sl,-0.1201
975,bj920810,2025-05-13,main_wave,5~10%,0.6309,bull_aligned,8.4882,simulated,17.074887060000002,17.074887060000002,0.0,20.069822250324002,15.095907649746001,15.095907649746001,7.0,sl,-0.1159
976,bj920284,2025-05-13,main_wave,5~10%,0.6049,bull_aligned,16.4014,observe_expire,25.287570000000002,,,,,,,observe_expire,
977,bj920363,2025-05-13,main_wave,>20%,0.6519,neutral,9.3552,observe_expire,13.274280000000001,,,,,,,observe_expire,
978,bj920770,2025-05-13,main_wave,5~10%,0.3049,neutral,13.4369,observe_expire,16.13972052,,,,,,,observe_expire,
979,bj920876,2025-05-13,high_zone,15~20%,0.7871,bull_aligned,20.2581,simulated,37.407579999999996,37.407579999999996,0.0,43.37034825199999,33.434895004,43.37034825199999,2.0,tp,0.1594
980,bj920454,2025-05-13,main_wave,10~15%,0.5312,neutral,11.5411,observe_expire,15.2414352,,,,,,,observe_expire,
981,sz002816,2025-05-13,main_wave,5~10%,0.3386,neutral,9.5633,observe_expire,13.553001000000002,,,,,,,observe_expire,
982,bj920339,2025-05-13,main_wave,15~20%,0.4843,neutral,8.5423,observe_expire,9.850320000000002,,,,,,,observe_expire,
983,bj920571,2025-05-13,main_wave,3~5%,0.36,bear_aligned,5.3819,observe_expire,6.5493429999999995,,,,,,,observe_expire,
985,bj920261,2025-05-13,high_zone,3~5%,0.7861,bull_aligned,9.3244,observe_expire,13.480405,,,,,,,observe_expire,
986,bj920167,2025-05-13,bottom_start,10~15%,0.2734,bear_aligned,16.7456,observe_expire,19.429488,,,,,,,observe_expire,
987,sz300581,2025-05-13,high_trap,>20%,0.8103,neutral,8.2639,high_trap_skip,,,,,,,,,
988,bj920026,2025-05-13,main_wave,5~10%,0.5022,neutral,14.6313,simulated,20.55386949,20.55386949,3.0,24.159018198546,18.171676016109,21.201832737922743,21.0,expire,0.031525122227617164
989,bj920262,2025-05-14,high_zone,10~15%,0.7574,neutral,12.7498,simulated,21.8899,21.8899,5.0,24.254009200000002,19.65056323,24.254009200000002,17.0,tp,0.108
990,bj920169,2025-05-14,high_trap,>20%,1.0,bull_aligned,11.9122,high_trap_skip,,,,,,,,,
991,bj920876,2025-05-14,high_trap,15~20%,0.828,bull_aligned,20.3445,high_trap_skip,,,,,,,,,
992,bj920425,2025-05-14,high_trap,10~15%,0.9027,bull_aligned,14.2466,high_trap_skip,,,,,,,,,
993,bj920163,2025-05-14,main_wave,15~20%,0.4383,bull_aligned,11.3947,observe_expire,14.56524,,,,,,,observe_expire,
994,sz301396,2025-05-14,high_zone,>20%,0.7852,bull_aligned,28.3688,observe_expire,41.20511,,,,,,,observe_expire,
995,bj920247,2025-05-14,main_wave,>20%,0.6451,bull_aligned,11.3895,observe_expire,16.060589999999998,,,,,,,observe_expire,
996,sh603398,2025-05-14,abyss_bottom,15~20%,0.0,bear_aligned,8.3369,simulated,5.6163,5.6163,0.0,6.62835726,4.94178237,4.94178237,14.0,sl,-0.1201
997,bj920077,2025-05-14,main_wave,5~10%,0.5358,neutral,9.7823,observe_expire,11.952402,,,,,,,observe_expire,
998,bj920171,2025-05-14,main_wave,10~15%,0.5411,neutral,21.2967,observe_expire,26.1288,,,,,,,observe_expire,
999,bj920706,2025-05-14,main_wave,15~20%,0.5959,bull_aligned,13.82,observe_expire,18.039330000000003,,,,,,,observe_expire,
1000,bj920271,2025-05-14,main_wave,5~10%,0.5347,bull_aligned,12.2021,observe_expire,16.33709616,,,,,,,observe_expire,
1001,bj920363,2025-05-14,high_trap,>20%,0.8468,neutral,9.3012,high_trap_skip,,,,,,,,,
1002,bj920026,2025-05-14,main_wave,5~10%,0.5855,neutral,14.6695,simulated,21.91485219,21.91485219,0.0,25.758717264126002,19.374920821179,21.363839773221503,21.0,expire,-0.025143332567396093
1003,bj920770,2025-05-14,main_wave,10~15%,0.3498,neutral,13.4668,observe_expire,16.1759616,,,,,,,observe_expire,
1004,sz002076,2025-05-14,abyss_bottom,5~10%,0.0935,bear_aligned,2.148,observe_expire,1.7751000000000001,,,,,,,observe_expire,
1005,bj920957,2025-05-14,main_wave,15~20%,0.4588,bull_aligned,10.6555,observe_expire,13.421520000000001,,,,,,,observe_expire,
1006,bj920169,2025-05-15,high_trap,15~20%,0.8407,bull_aligned,11.8782,high_trap_skip,,,,,,,,,
1007,bj920876,2025-05-15,high_zone,>20%,0.7244,bull_aligned,20.4773,simulated,35.635735,35.635735,2.0,41.316071158999996,31.851219943,31.851219943,5.0,sl,-0.1062
1008,bj920519,2025-05-15,main_wave,15~20%,0.5117,bull_aligned,10.0087,observe_expire,11.99358,,,,,,,observe_expire,
1009,bj920706,2025-05-15,main_wave,15~20%,0.6151,bull_aligned,13.9142,observe_expire,18.28719,,,,,,,observe_expire,
1010,sz002693,2025-05-15,abyss_bottom,3~5%,0.0233,bear_aligned,7.7079,observe_expire,6.6930000000000005,,,,,,,observe_expire,
1011,bj920957,2025-05-15,main_wave,5~10%,0.4629,bull_aligned,10.7307,observe_expire,14.170983750000001,,,,,,,observe_expire,
1012,bj920077,2025-05-15,main_wave,10~15%,0.4855,neutral,9.8103,observe_expire,11.20848,,,,,,,observe_expire,
1013,sz300946,2025-05-15,high_trap,>20%,1.0,bull_aligned,19.4404,high_trap_skip,,,,,,,,,
1014,bj920571,2025-05-15,high_trap,>20%,0.8957,bull_aligned,5.4089,high_trap_skip,,,,,,,,,
1015,bj920123,2025-05-15,high_trap,>20%,0.9331,bull_aligned,11.257,high_trap_skip,,,,,,,,,
1016,sh603398,2025-05-15,abyss_bottom,15~20%,0.0,bear_aligned,8.0965,simulated,5.335,5.335,0.0,6.296366999999999,4.6942665,4.6942665,14.0,sl,-0.1201
1017,sh603332,2025-05-15,high_trap,10~15%,1.0,bull_aligned,8.0674,high_trap_skip,,,,,,,,,
1018,bj920970,2025-05-15,main_wave,10~15%,0.5033,neutral,5.9907,observe_expire,7.4419200000000005,,,,,,,observe_expire,
1019,bj920304,2025-05-15,main_wave,10~15%,0.4324,neutral,11.192,observe_expire,13.9998384,,,,,,,observe_expire,
1020,bj920275,2025-05-15,main_wave,5~10%,0.6128,neutral,7.5376,observe_expire,10.11436503,,,,,,,observe_expire,
1021,sz002651,2025-05-15,high_trap,10~15%,1.0,bull_aligned,5.7036,high_trap_skip,,,,,,,,,
1022,bj920169,2025-05-16,high_trap,>20%,0.8857,bull_aligned,11.9294,high_trap_skip,,,,,,,,,
1023,bj920876,2025-05-16,high_zone,>20%,0.766,bull_aligned,20.6387,simulated,36.810599999999994,36.810599999999994,0.0,42.67820963999999,32.901314279999994,32.901314279999994,3.0,sl,-0.1062
1024,sz002630,2025-05-16,abyss_bottom,0~3%,0.0,bear_aligned,3.4059,simulated,2.328,2.328,0.0,2.9416607999999997,2.0912423999999996,2.490000009536743,21.0,expire,0.06958763296251869
1025,bj920247,2025-05-16,main_wave,>20%,0.6533,bull_aligned,11.4596,simulated,16.14618,16.14618,4.0,19.002439242,14.242545378,16.806715691268593,21.0,expire,0.04090971928150133
1026,bj920010,2025-05-16,main_wave,15~20%,0.5173,bull_aligned,10.0884,observe_expire,12.47436,,,,,,,observe_expire,
1027,bj920271,2025-05-16,main_wave,5~10%,0.5923,bull_aligned,12.322,simulated,16.95252174,16.95252174,3.0,19.925994053196003,14.987724470334001,17.062561653278493,21.0,expire,0.006491064572349048
1028,sz002717,2025-05-16,abyss_bottom,0~3%,0.0,bear_aligned,2.3584,simulated,1.7557,1.7557,0.0,2.2185025200000004,1.57714531,2.2185025200000004,6.0,tp,0.2636
1029,sh600798,2025-05-16,high_trap,>20%,1.0,neutral,2.7325,high_trap_skip,,,,,,,,,
1030,bj920123,2025-05-16,high_trap,>20%,0.9358,bull_aligned,11.3415,high_trap_skip,,,,,,,,,
1031,bj920429,2025-05-16,main_wave,10~15%,0.6892,neutral,17.1164,observe_expire,22.376740800000004,,,,,,,observe_expire,
1032,bj920199,2025-05-16,main_wave,10~15%,0.4399,bull_aligned,19.8803,simulated,26.557440000000003,26.557440000000003,4.0,30.036464640000005,23.532547584000003,30.036464640000005,14.0,tp,0.131
1033,bj920171,2025-05-16,high_trap,5~10%,0.8119,neutral,21.1211,high_trap_skip,,,,,,,,,
1034,bj920895,2025-05-16,high_trap,3~5%,0.8481,bull_aligned,13.7518,high_trap_skip,,,,,,,,,
1035,sh605198,2025-05-16,high_trap,>20%,1.0,bull_aligned,33.65,high_trap_skip,,,,,,,,,
1036,bj920571,2025-05-16,high_trap,>20%,1.0,bull_aligned,5.3897,high_trap_skip,,,,,,,,,
1037,bj920300,2025-05-16,main_wave,5~10%,0.5528,neutral,13.0649,observe_expire,17.71077,,,,,,,observe_expire,
1038,sh603040,2025-05-16,high_trap,>20%,0.9278,bull_aligned,23.2675,high_trap_skip,,,,,,,,,
1039,bj920261,2025-05-16,high_trap,15~20%,0.8944,bull_aligned,9.6939,high_trap_skip,,,,,,,,,
1040,bj920169,2025-05-19,high_trap,15~20%,0.8407,bull_aligned,12.2682,high_trap_skip,,,,,,,,,
1041,bj920077,2025-05-19,main_wave,15~20%,0.6329,neutral,9.7587,observe_expire,13.032,,,,,,,observe_expire,
1042,sz002816,2025-05-19,main_wave,5~10%,0.4968,bull_aligned,10.2172,observe_expire,15.930222,,,,,,,observe_expire,
1043,bj920371,2025-05-19,main_wave,15~20%,0.5143,neutral,8.3234,simulated,11.262870000000001,11.262870000000001,2.0,13.255271703000002,9.934977627,10.619999885559082,21.0,expire,-0.057078712125854136
1045,bj920300,2025-05-19,main_wave,10~15%,0.6108,neutral,13.2092,observe_expire,17.82048,,,,,,,observe_expire,
1046,bj920429,2025-05-19,high_trap,>20%,0.8452,neutral,17.39,high_trap_skip,,,,,,,,,
1047,sh605136,2025-05-19,high_zone,0~3%,0.7921,bull_aligned,6.3867,observe_expire,8.958499999999999,,,,,,,observe_expire,
1048,bj920571,2025-05-19,high_zone,>20%,0.7485,bull_aligned,5.4194,simulated,12.14214,12.14214,0.0,14.077597116,10.852644732,10.852644732,0.0,sl,-0.1062
1049,bj920436,2025-05-19,main_wave,10~15%,0.3355,neutral,15.1632,observe_expire,21.386400000000002,,,,,,,observe_expire,
1050,bj920198,2025-05-19,main_wave,10~15%,0.3571,neutral,10.3177,observe_expire,11.61888,,,,,,,observe_expire,
1051,sz300044,2025-05-19,abyss_bottom,10~15%,0.139,bear_aligned,3.7919,simulated,3.5502000000000002,3.5502000000000002,8.0,4.042967760000001,3.10784508,3.569999933242798,21.0,expire,0.005577131779279432
1052,bj920305,2025-05-19,abyss_bottom,>20%,0.0144,bear_aligned,17.0649,simulated,11.7273,11.7273,9.0,13.840559459999998,10.31885127,10.31885127,18.0,sl,-0.1201
1053,sz300472,2025-05-19,abyss_bottom,5~10%,0.041,bear_aligned,3.0886,observe_expire,2.7839,,,,,,,observe_expire,
1054,sz002693,2025-05-19,abyss_bottom,5~10%,0.0297,bear_aligned,7.4385,observe_expire,6.848199999999999,,,,,,,observe_expire,
1055,bj920405,2025-05-20,main_wave,10~15%,0.4847,bull_aligned,15.5894,observe_expire,19.018209600000002,,,,,,,observe_expire,
1056,bj920271,2025-05-20,main_wave,10~15%,0.6027,bull_aligned,12.4539,observe_expire,16.432051200000004,,,,,,,observe_expire,
1057,bj920873,2025-05-20,main_wave,10~15%,0.5143,neutral,4.4134,observe_expire,5.690880000000001,,,,,,,observe_expire,
1058,bj920169,2025-05-20,high_trap,5~10%,0.8407,bull_aligned,12.2682,high_trap_skip,,,,,,,,,
1059,sz002868,2025-05-20,high_trap,10~15%,0.9414,bull_aligned,13.6392,high_trap_skip,,,,,,,,,
1060,bj920427,2025-05-20,main_wave,>20%,0.5738,neutral,10.4541,simulated,13.718160000000001,13.718160000000001,5.0,16.144902504,12.100788936,13.760000228881836,21.0,expire,0.0030499884009105305
1061,bj920857,2025-05-20,main_wave,10~15%,0.6518,neutral,14.2398,observe_expire,17.344598400000002,,,,,,,observe_expire,
1062,bj920199,2025-05-20,main_wave,15~20%,0.4744,bull_aligned,20.1013,simulated,26.91,26.91,1.0,31.670379,23.737311,31.670379,12.0,tp,0.1769
1063,bj920284,2025-05-20,main_wave,0~3%,0.5689,bull_aligned,16.961,observe_expire,25.22,,,,,,,observe_expire,
1064,bj920476,2025-05-20,high_zone,10~15%,0.7843,bull_aligned,11.3914,observe_expire,15.48481,,,,,,,observe_expire,
1065,bj920436,2025-05-20,main_wave,10~15%,0.3355,neutral,15.1632,observe_expire,21.386400000000002,,,,,,,observe_expire,
1066,sz002717,2025-05-20,abyss_bottom,5~10%,0.0,bear_aligned,2.2751,observe_expire,1.5811,,,,,,,observe_expire,
1067,bj920198,2025-05-20,main_wave,15~20%,0.3571,neutral,10.3177,observe_expire,11.466000000000001,,,,,,,observe_expire,
1068,sz300756,2025-05-20,high_trap,5~10%,0.9661,bull_aligned,10.7927,high_trap_skip,,,,,,,,,
1070,bj920077,2025-05-20,main_wave,10~15%,0.6329,neutral,9.7587,observe_expire,13.205760000000001,,,,,,,observe_expire,
1071,sz002510,2025-05-21,high_zone,>20%,0.7953,bull_aligned,4.8767,simulated,6.620265,6.620265,7.0,7.6755352409999995,5.917192857,6.40125169085497,21.0,expire,-0.03308225715209734
1072,bj920719,2025-05-21,main_wave,10~15%,0.3091,neutral,9.3624,observe_expire,11.42736,,,,,,,observe_expire,
1073,sz300561,2025-05-21,abyss_bottom,15~20%,0.0184,bear_aligned,12.7569,observe_expire,11.562303,,,,,,,observe_expire,
1074,bj920284,2025-05-21,main_wave,10~15%,0.5731,bull_aligned,17.1158,observe_expire,23.803200000000004,,,,,,,observe_expire,
1075,sh600698,2025-05-21,high_zone,>20%,0.7216,bull_aligned,5.0734,simulated,6.935,6.935,2.0,8.040439,6.198503,7.110000133514404,21.0,expire,0.025234337925653216
1076,sz002630,2025-05-21,abyss_bottom,3~5%,0.0888,bear_aligned,3.1795,simulated,2.4347,2.4347,2.0,2.83082569,2.15787461,2.83082569,6.0,tp,0.1627
1077,sz002717,2025-05-21,abyss_bottom,10~15%,0.0198,bear_aligned,2.2248,observe_expire,1.6586999999999998,,,,,,,observe_expire,
1078,bj920175,2025-05-21,bottom_start,10~15%,0.2764,neutral,9.5938,simulated,12.1929,12.1929,1.0,14.18156199,10.86753177,14.18156199,20.0,tp,0.1631
1079,bj920174,2025-05-21,high_trap,>20%,0.8565,bull_aligned,26.1454,high_trap_skip,,,,,,,,,
1080,sz002868,2025-05-21,high_trap,15~20%,1.0,bull_aligned,13.8759,high_trap_skip,,,,,,,,,
1081,sz002693,2025-05-21,abyss_bottom,15~20%,0.0438,bear_aligned,7.364,observe_expire,7.1876999999999995,,,,,,,observe_expire,
1082,bj920198,2025-05-21,main_wave,10~15%,0.5876,neutral,10.3116,simulated,13.82592,13.82592,0.0,15.63711552,12.251147712,13.149999618530273,21.0,expire,-0.048887913532678184
1083,bj920077,2025-05-21,high_trap,5~10%,0.8929,bull_aligned,9.7194,high_trap_skip,,,,,,,,,
1084,bj920571,2025-05-21,high_trap,5~10%,0.8022,bull_aligned,5.4638,high_trap_skip,,,,,,,,,
1085,bj920931,2025-05-21,main_wave,10~15%,0.5934,bull_aligned,12.3156,observe_expire,14.8985232,,,,,,,observe_expire,
1086,sz300945,2025-05-21,high_trap,3~5%,0.9638,bull_aligned,10.7134,high_trap_skip,,,,,,,,,
1087,sh600696,2025-05-21,abyss_bottom,15~20%,0.0659,bear_aligned,5.9047,observe_expire,6.1692,,,,,,,observe_expire,
1088,bj920931,2025-05-22,main_wave,10~15%,0.6676,bull_aligned,12.3939,observe_expire,15.596750400000001,,,,,,,observe_expire,
1089,sz002717,2025-05-22,abyss_bottom,15~20%,0.0421,bear_aligned,2.1804,observe_expire,1.746,,,,,,,observe_expire,
1090,bj920174,2025-05-22,high_trap,15~20%,1.0,bull_aligned,26.3242,high_trap_skip,,,,,,,,,
1091,bj920719,2025-05-22,main_wave,3~5%,0.372,neutral,9.3782,observe_expire,12.901,,,,,,,observe_expire,
1092,sz002868,2025-05-22,high_trap,10~15%,1.0,bull_aligned,14.1936,high_trap_skip,,,,,,,,,
1093,sh600770,2025-05-22,high_trap,>20%,1.0,bull_aligned,3.7682,high_trap_skip,,,,,,,,,
1094,bj920436,2025-05-22,main_wave,10~15%,0.4579,neutral,15.1654,simulated,22.1616,22.1616,1.0,25.0647696,19.63739376,25.0647696,1.0,tp,0.131
1095,bj920895,2025-05-22,high_trap,10~15%,0.8955,bull_aligned,14.0815,high_trap_skip,,,,,,,,,
1096,bj920284,2025-05-22,main_wave,3~5%,0.6234,bull_aligned,17.2647,simulated,26.481,26.481,1.0,32.5636857,23.3138724,32.5636857,11.0,tp,0.2297
1097,sz002040,2025-05-22,high_trap,>20%,0.9368,bull_aligned,6.4238,high_trap_skip,,,,,,,,,
1098,bj920392,2025-05-22,high_trap,>20%,1.0,bull_aligned,13.4152,high_trap_skip,,,,,,,,,
1099,bj920580,2025-05-22,main_wave,5~10%,0.6289,bull_aligned,10.2827,simulated,13.742042160000002,13.742042160000002,0.0,16.152396354864003,12.149339473656003,14.444093063085983,21.0,expire,0.051087814672079235
1100,bj920075,2025-05-22,main_wave,10~15%,0.4225,neutral,22.7259,simulated,31.899023999999997,31.899023999999997,0.0,36.077796144,28.265725166399996,36.077796144,2.0,tp,0.131
1101,sz002811,2025-05-22,high_trap,>20%,1.0,bull_aligned,7.8313,high_trap_skip,,,,,,,,,
1102,bj920405,2025-05-22,high_zone,5~10%,0.745,bull_aligned,15.7102,simulated,23.965365,23.965365,0.0,28.720093415999997,21.559242354,21.559242354,3.0,sl,-0.1004
1103,sz300765,2025-05-22,high_trap,3~5%,0.9243,neutral,31.7187,high_trap_skip,,,,,,,,,
1104,bj920174,2025-05-23,main_wave,10~15%,0.6511,bull_aligned,26.3621,simulated,44.688,44.688,0.0,50.542128000000005,39.5980368,39.5980368,2.0,sl,-0.1139
1105,bj920931,2025-05-23,high_zone,10~15%,0.7746,bull_aligned,12.4462,simulated,17.29513,17.29513,2.0,19.16300404,15.525838201,19.16300404,13.0,tp,0.108
1106,sz002717,2025-05-23,abyss_bottom,>20%,0.0644,bear_aligned,2.1314,observe_expire,1.8333,,,,,,,observe_expire,
