signal_idx,stock_code,t0_date,zone_tag,dd_tier,position_ratio,trend_tag,golden_trend_t0,status,target_entry_price,actual_entry_price,entry_day_idx,tp_price,sl_price,exit_price,exit_day_idx,exit_reason,pnl
0,bj920152,2025-02-21,main_wave,5~10%,0.6788,bull_aligned,10.1932,observe_expire,16.990974,,,,,,,observe_expire,
1,bj920171,2025-02-21,high_zone,5~10%,0.7415,bull_aligned,14.7335,observe_expire,24.804499999999997,,,,,,,observe_expire,
2,bj920249,2025-02-21,main_wave,10~15%,0.6436,bull_aligned,7.8446,simulated,13.725600000000002,13.725600000000002,1.0,15.523653600000003,12.162254160000002,15.523653600000003,6.0,tp,0.131
3,bj920092,2025-02-21,main_wave,15~20%,0.6716,bull_aligned,27.4439,observe_expire,44.58789,,,,,,,observe_expire,
4,bj920130,2025-02-21,main_wave,10~15%,0.5006,bull_aligned,13.2064,simulated,19.77216,19.77216,4.0,22.36231296,17.520110975999998,22.36231296,7.0,tp,0.131
5,bj920395,2025-02-21,high_zone,10~15%,0.7466,bull_aligned,9.2548,observe_expire,13.470715,,,,,,,observe_expire,
6,bj920906,2025-02-21,main_wave,10~15%,0.6718,bull_aligned,15.0496,observe_expire,21.743904,,,,,,,observe_expire,
7,bj920522,2025-02-21,main_wave,5~10%,0.6422,bull_aligned,18.3576,observe_expire,27.075789510000003,,,,,,,observe_expire,
8,bj920627,2025-02-21,main_wave,3~5%,0.6586,bull_aligned,16.2765,simulated,26.983363,26.983363,0.0,33.1814414811,23.7561527852,33.1814414811,5.0,tp,0.2297
9,bj920556,2025-02-21,high_zone,15~20%,0.7,bull_aligned,6.2061,simulated,10.9212,10.9212,4.0,12.66203928,9.761368560000001,12.66203928,7.0,tp,0.1594
10,bj920876,2025-02-21,high_zone,3~5%,0.7519,bull_aligned,15.1899,simulated,27.051345,27.051345,0.0,31.909766562,24.0351200325,31.909766562,2.0,tp,0.1796
11,bj920953,2025-02-21,high_zone,15~20%,0.7573,bull_aligned,19.0234,simulated,38.177555,38.177555,1.0,44.263057267,34.123098659,44.263057267,14.0,tp,0.1594
12,bj920790,2025-02-21,high_zone,>20%,0.7686,bull_aligned,24.2849,simulated,45.68132,45.68132,0.0,52.962922408,40.829963816,40.829963816,5.0,sl,-0.1062
13,bj920207,2025-02-21,high_zone,5~10%,0.7582,bull_aligned,13.8469,observe_expire,23.87711,,,,,,,observe_expire,
14,bj920924,2025-02-21,high_zone,>20%,0.7602,bull_aligned,13.0146,observe_expire,30.332359999999998,,,,,,,observe_expire,
15,bj920932,2025-02-21,main_wave,15~20%,0.6722,bull_aligned,14.0155,simulated,20.34558,20.34558,4.0,23.944713102000005,17.946836118,23.944713102000005,5.0,tp,0.1769
16,bj920152,2025-02-24,high_trap,0~3%,0.8127,bull_aligned,10.2325,high_trap_skip,,,,,,,,,
17,sz002527,2025-02-24,high_trap,>20%,1.0,bull_aligned,8.0633,high_trap_skip,,,,,,,,,
18,bj920662,2025-02-24,high_trap,10~15%,0.9811,bull_aligned,14.7001,high_trap_skip,,,,,,,,,
19,bj920855,2025-02-24,main_wave,15~20%,0.5729,bull_aligned,12.8165,simulated,20.60253,20.60253,2.0,24.247117557000003,18.173491713,18.173491713,19.0,sl,-0.1179
20,bj920491,2025-02-24,high_trap,15~20%,0.8939,bull_aligned,19.4088,high_trap_skip,,,,,,,,,
21,bj920207,2025-02-24,high_trap,3~5%,0.8317,bull_aligned,14.0238,high_trap_skip,,,,,,,,,
22,bj920978,2025-02-24,high_trap,0~3%,0.8756,bull_aligned,12.3076,high_trap_skip,,,,,,,,,
23,bj920407,2025-02-24,main_wave,15~20%,0.6746,bull_aligned,12.758,simulated,19.000890000000002,19.000890000000002,3.0,22.362147441000005,16.760685069,22.362147441000005,8.0,tp,0.1769
24,bj920556,2025-02-24,high_zone,10~15%,0.7867,bull_aligned,6.3661,simulated,11.834435,11.834435,0.0,13.11255398,10.623772299499999,10.623772299499999,3.0,sl,-0.1023
25,bj920924,2025-02-24,high_trap,15~20%,1.0,bull_aligned,13.5052,high_trap_skip,,,,,,,,,
26,bj920363,2025-02-24,main_wave,5~10%,0.6857,bull_aligned,8.0991,simulated,13.157492040000001,13.157492040000001,0.0,15.465316143816,11.632538712564001,11.632538712564001,4.0,sl,-0.1159
27,bj920693,2025-02-24,main_wave,10~15%,0.5437,bull_aligned,32.4269,simulated,44.66292,44.66292,3.0,50.51376252,39.575813412,50.51376252,5.0,tp,0.131
28,bj920184,2025-02-24,high_zone,10~15%,0.7603,bull_aligned,9.8968,simulated,15.23781,15.23781,0.0,16.883493480000002,13.678982036999999,16.883493480000002,13.0,tp,0.108
29,sh600590,2025-02-24,high_trap,10~15%,1.0,bull_aligned,4.269,high_trap_skip,,,,,,,,,
30,bj920010,2025-02-24,main_wave,3~5%,0.6219,bull_aligned,6.6486,observe_expire,9.663915999999999,,,,,,,observe_expire,
31,bj920593,2025-02-24,high_trap,>20%,0.9758,bull_aligned,23.4989,high_trap_skip,,,,,,,,,
32,bj920415,2025-02-24,main_wave,15~20%,0.4927,bull_aligned,12.7726,observe_expire,17.71866,,,,,,,observe_expire,
33,bj920706,2025-02-24,main_wave,3~5%,0.6581,bull_aligned,10.8311,observe_expire,14.662908,,,,,,,observe_expire,
34,bj920895,2025-02-24,main_wave,0~3%,0.5743,bull_aligned,10.5609,simulated,16.6064,16.6064,0.0,20.573668960000003,14.58374048,20.573668960000003,14.0,tp,0.2389
35,sz002599,2025-02-24,high_trap,>20%,1.0,bull_aligned,6.3375,high_trap_skip,,,,,,,,,
36,bj920152,2025-02-25,high_trap,3~5%,0.8127,bull_aligned,10.2325,high_trap_skip,,,,,,,,,
37,bj920146,2025-02-25,main_wave,10~15%,0.6887,bull_aligned,5.9162,observe_expire,8.55456,,,,,,,observe_expire,
38,bj920395,2025-02-25,high_trap,15~20%,0.8078,bull_aligned,9.5276,high_trap_skip,,,,,,,,,
39,sz002527,2025-02-25,high_trap,>20%,1.0,bull_aligned,8.0633,high_trap_skip,,,,,,,,,
40,bj920855,2025-02-25,main_wave,>20%,0.5729,bull_aligned,12.8165,simulated,20.60253,20.60253,1.0,24.247117557000003,18.173491713,18.173491713,18.0,sl,-0.1179
41,bj920663,2025-02-25,high_trap,>20%,0.8332,bull_aligned,9.7656,high_trap_skip,,,,,,,,,
42,bj920207,2025-02-25,high_trap,15~20%,0.8317,bull_aligned,14.0238,high_trap_skip,,,,,,,,,
43,bj920273,2025-02-25,main_wave,10~15%,0.6797,bull_aligned,12.516,observe_expire,15.764649599999998,,,,,,,observe_expire,
44,bj920010,2025-02-25,main_wave,10~15%,0.6219,bull_aligned,6.6486,observe_expire,9.0860736,,,,,,,observe_expire,
45,bj920837,2025-02-25,main_wave,10~15%,0.6139,bull_aligned,9.0811,simulated,13.2128736,13.2128736,2.0,14.943760041600001,11.70792729696,14.943760041600001,6.0,tp,0.131
46,bj920706,2025-02-25,main_wave,5~10%,0.6581,bull_aligned,10.8311,observe_expire,14.31674244,,,,,,,observe_expire,
47,bj920378,2025-02-25,high_zone,5~10%,0.7282,bull_aligned,7.9026,observe_expire,12.23866,,,,,,,observe_expire,
48,bj920493,2025-02-25,high_zone,>20%,0.7974,bull_aligned,67.5906,simulated,233.225,233.225,0.0,270.401065,208.456505,208.456505,1.0,sl,-0.1062
49,bj920895,2025-02-25,main_wave,3~5%,0.5743,bull_aligned,10.5609,simulated,16.6064,16.6064,0.0,20.42089008,14.62027456,20.42089008,13.0,tp,0.2297
50,bj920510,2025-02-25,high_zone,15~20%,0.7619,bull_aligned,15.051,simulated,21.7075,21.7075,2.0,25.167675499999998,19.4021635,25.167675499999998,5.0,tp,0.1594
51,bj920454,2025-02-25,main_wave,10~15%,0.6428,bull_aligned,10.3787,observe_expire,14.812886400000002,,,,,,,observe_expire,
52,bj920834,2025-02-25,high_trap,5~10%,0.8511,bull_aligned,6.5012,high_trap_skip,,,,,,,,,
53,bj920570,2025-02-25,main_wave,5~10%,0.6172,neutral,23.6035,simulated,32.935686630000006,32.935686630000006,1.0,38.712606064902005,29.118440549583006,38.712606064902005,7.0,tp,0.1754
54,bj920152,2025-02-26,high_trap,3~5%,0.8062,bull_aligned,10.2265,high_trap_skip,,,,,,,,,
55,bj920690,2025-02-26,main_wave,15~20%,0.6855,bull_aligned,11.8431,observe_expire,14.908590000000002,,,,,,,observe_expire,
56,bj920395,2025-02-26,high_zone,10~15%,0.7876,bull_aligned,9.6939,observe_expire,13.938209999999998,,,,,,,observe_expire,
57,bj920662,2025-02-26,high_zone,>20%,0.7527,bull_aligned,14.7543,simulated,27.486824999999996,27.486824999999996,1.0,31.868224904999995,24.567724184999996,31.868224904999995,11.0,tp,0.1594
58,bj920663,2025-02-26,high_trap,>20%,0.8773,bull_aligned,9.793,high_trap_skip,,,,,,,,,
59,sz002501,2025-02-26,high_trap,>20%,0.8514,neutral,1.4077,high_trap_skip,,,,,,,,,
60,bj920171,2025-02-26,high_zone,5~10%,0.7927,bull_aligned,15.0142,simulated,26.162999999999997,26.162999999999997,2.0,31.353739199999993,23.536234799999995,31.353739199999993,5.0,tp,0.1984
61,bj920455,2025-02-26,main_wave,3~5%,0.4667,neutral,6.0889,observe_expire,7.889009999999999,,,,,,,observe_expire,
62,bj920924,2025-02-26,high_zone,15~20%,0.7762,bull_aligned,13.7382,simulated,35.2393,35.2393,0.0,40.85644442,31.496886340000003,31.496886340000003,2.0,sl,-0.1062
63,bj920876,2025-02-26,high_zone,10~15%,0.7534,bull_aligned,15.8124,observe_expire,27.08925,,,,,,,observe_expire,
64,bj920207,2025-02-26,high_trap,>20%,0.904,bull_aligned,14.1333,high_trap_skip,,,,,,,,,
65,bj920522,2025-02-26,main_wave,10~15%,0.6593,bull_aligned,18.7005,observe_expire,26.6496432,,,,,,,observe_expire,
66,bj920579,2025-02-26,main_wave,10~15%,0.699,bull_aligned,15.9921,observe_expire,21.3179088,,,,,,,observe_expire,
67,bj920491,2025-02-26,high_trap,>20%,0.8897,bull_aligned,19.5218,high_trap_skip,,,,,,,,,
68,bj920273,2025-02-26,high_zone,10~15%,0.7747,bull_aligned,12.6482,simulated,17.855154999999996,17.855154999999996,2.0,19.783511739999998,16.028572643499995,19.783511739999998,2.0,tp,0.108
69,bj920092,2025-02-26,main_wave,15~20%,0.688,bull_aligned,28.2799,observe_expire,45.35199,,,,,,,observe_expire,
70,bj920593,2025-02-26,high_trap,>20%,0.8777,bull_aligned,23.522,high_trap_skip,,,,,,,,,
71,bj920896,2025-02-26,main_wave,10~15%,0.6693,bull_aligned,13.038,observe_expire,18.053040000000003,,,,,,,observe_expire,
72,bj920152,2025-02-27,high_zone,15~20%,0.7965,bull_aligned,10.2511,observe_expire,18.7625,,,,,,,observe_expire,
73,bj920273,2025-02-27,high_trap,15~20%,0.8562,bull_aligned,12.7825,high_trap_skip,,,,,,,,,
74,bj920690,2025-02-27,high_zone,15~20%,0.7393,bull_aligned,11.8702,observe_expire,16.413435,,,,,,,observe_expire,
75,bj920171,2025-02-27,high_zone,>20%,0.7812,bull_aligned,15.1466,observe_expire,25.858999999999998,,,,,,,observe_expire,
76,sz002501,2025-02-27,high_trap,15~20%,1.0,bull_aligned,1.4208,high_trap_skip,,,,,,,,,
77,bj920663,2025-02-27,high_trap,>20%,1.0,bull_aligned,9.7408,high_trap_skip,,,,,,,,,
78,bj920508,2025-02-27,main_wave,15~20%,0.5731,bull_aligned,18.9519,observe_expire,26.105040000000002,,,,,,,observe_expire,
79,bj920522,2025-02-27,main_wave,>20%,0.6599,bull_aligned,18.8404,observe_expire,26.36739,,,,,,,observe_expire,
80,bj920026,2025-02-27,main_wave,5~10%,0.4675,bull_aligned,13.067,observe_expire,17.305032360000002,,,,,,,observe_expire,
81,bj920002,2025-02-27,high_trap,>20%,0.8739,bull_aligned,29.7078,high_trap_skip,,,,,,,,,
82,bj920239,2025-02-27,high_trap,>20%,0.8328,bull_aligned,18.6561,high_trap_skip,,,,,,,,,
83,sh600589,2025-02-27,high_trap,10~15%,0.811,neutral,3.4022,high_trap_skip,,,,,,,,,
84,bj920023,2025-02-27,main_wave,15~20%,0.5946,neutral,4.0664,observe_expire,5.076,,,,,,,observe_expire,
85,bj920207,2025-02-27,high_trap,>20%,0.819,bull_aligned,14.1741,high_trap_skip,,,,,,,,,
86,bj920876,2025-02-27,high_zone,>20%,0.7335,bull_aligned,16.1042,observe_expire,26.57758,,,,,,,observe_expire,
87,bj920092,2025-02-27,main_wave,>20%,0.6583,bull_aligned,28.718,observe_expire,43.96761,,,,,,,observe_expire,
88,bj920839,2025-02-27,high_zone,5~10%,0.7562,bull_aligned,14.8574,observe_expire,19.84075,,,,,,,observe_expire,
89,bj920906,2025-02-27,high_zone,10~15%,0.7279,bull_aligned,15.2532,simulated,23.771565,23.771565,1.0,26.33889402,21.339733900499997,26.33889402,2.0,tp,0.108
90,bj920284,2025-02-27,main_wave,10~15%,0.4887,neutral,11.4033,observe_expire,14.6376,,,,,,,observe_expire,
91,bj920152,2025-02-28,high_zone,10~15%,0.788,bull_aligned,10.3073,observe_expire,18.639,,,,,,,observe_expire,
92,bj920455,2025-02-28,main_wave,3~5%,0.5391,bull_aligned,6.1226,observe_expire,8.582269,,,,,,,observe_expire,
93,bj920663,2025-02-28,high_trap,15~20%,0.8734,bull_aligned,9.7036,high_trap_skip,,,,,,,,,
94,bj920284,2025-02-28,main_wave,>20%,0.51,bull_aligned,11.4518,observe_expire,14.877,,,,,,,observe_expire,
95,bj920089,2025-02-28,high_trap,10~15%,0.8446,bull_aligned,7.9462,high_trap_skip,,,,,,,,,
96,bj920522,2025-02-28,high_zone,15~20%,0.7173,bull_aligned,19.0546,observe_expire,29.766349999999996,,,,,,,observe_expire,
97,bj920002,2025-02-28,high_trap,>20%,1.0,bull_aligned,29.9314,high_trap_skip,,,,,,,,,
98,bj920023,2025-02-28,main_wave,15~20%,0.6607,bull_aligned,4.0723,observe_expire,5.409,,,,,,,observe_expire,
99,bj920810,2025-02-28,high_trap,5~10%,1.0,bull_aligned,5.4083,high_trap_skip,,,,,,,,,
100,sh600589,2025-02-28,high_trap,15~20%,0.9385,bull_aligned,3.4534,high_trap_skip,,,,,,,,,
101,bj920508,2025-02-28,main_wave,>20%,0.6038,bull_aligned,19.19,observe_expire,27.014670000000002,,,,,,,observe_expire,
102,bj920779,2025-02-28,main_wave,0~3%,0.5356,bull_aligned,20.103,observe_expire,27.820473,,,,,,,observe_expire,
103,bj920690,2025-02-28,high_trap,10~15%,0.9441,bull_aligned,11.9015,high_trap_skip,,,,,,,,,
104,bj920239,2025-02-28,high_trap,15~20%,0.8592,bull_aligned,18.7807,high_trap_skip,,,,,,,,,
105,bj920237,2025-02-28,main_wave,15~20%,0.5782,bull_aligned,14.1756,observe_expire,18.806040000000003,,,,,,,observe_expire,
106,bj920299,2025-02-28,main_wave,3~5%,0.6439,bull_aligned,8.7037,observe_expire,12.189893,,,,,,,observe_expire,
107,bj920706,2025-02-28,high_trap,>20%,0.8602,bull_aligned,10.87,high_trap_skip,,,,,,,,,
108,bj920971,2025-02-28,main_wave,10~15%,0.446,bull_aligned,22.184,observe_expire,30.024681599999997,,,,,,,observe_expire,
109,sz000096,2025-02-28,high_trap,10~15%,1.0,bull_aligned,10.8091,high_trap_skip,,,,,,,,,
110,bj920527,2025-02-28,main_wave,10~15%,0.5331,bull_aligned,10.8452,observe_expire,15.0545664,,,,,,,observe_expire,
111,bj920508,2025-03-03,main_wave,>20%,0.6754,bull_aligned,19.6219,observe_expire,29.13975,,,,,,,observe_expire,
112,bj920663,2025-03-03,main_wave,15~20%,0.6946,bull_aligned,9.6756,simulated,19.245330000000003,19.245330000000003,5.0,22.649828877000004,16.976305593000003,22.649828877000004,11.0,tp,0.1769
113,bj920284,2025-03-03,high_trap,>20%,1.0,bull_aligned,11.4249,high_trap_skip,,,,,,,,,
114,bj920152,2025-03-03,high_zone,5~10%,0.7994,bull_aligned,10.4424,simulated,20.7955,20.7955,0.0,24.9213272,18.707631799999998,24.9213272,9.0,tp,0.1984
115,bj920237,2025-03-03,high_zone,>20%,0.7278,bull_aligned,14.4109,observe_expire,23.267305,,,,,,,observe_expire,
116,bj920522,2025-03-03,high_zone,15~20%,0.7593,bull_aligned,19.252,simulated,31.17596,31.17596,1.0,36.145408024,27.865073048000003,36.145408024,10.0,tp,0.1594
117,bj920239,2025-03-03,high_zone,>20%,0.7814,bull_aligned,18.9406,observe_expire,30.695829999999997,,,,,,,observe_expire,
118,bj920839,2025-03-03,high_trap,3~5%,0.8235,bull_aligned,15.2481,high_trap_skip,,,,,,,,,
119,bj920002,2025-03-03,high_zone,>20%,0.712,bull_aligned,29.7872,observe_expire,111.01129999999999,,,,,,,observe_expire,
120,bj920252,2025-03-03,main_wave,>20%,0.525,bull_aligned,13.262,observe_expire,17.44722,,,,,,,observe_expire,
121,bj920207,2025-03-03,high_zone,>20%,0.7394,bull_aligned,14.3125,simulated,32.340469999999996,32.340469999999996,4.0,37.495540917999996,28.905912085999997,28.905912085999997,12.0,sl,-0.1062
122,bj920810,2025-03-03,high_trap,15~20%,1.0,bull_aligned,5.4167,high_trap_skip,,,,,,,,,
123,bj920001,2025-03-03,main_wave,10~15%,0.6925,bull_aligned,14.1792,observe_expire,21.3127104,,,,,,,observe_expire,
124,bj920299,2025-03-03,high_zone,5~10%,0.7546,bull_aligned,8.8786,observe_expire,13.064874999999999,,,,,,,observe_expire,
125,bj920346,2025-03-03,high_zone,15~20%,0.7121,bull_aligned,19.3574,observe_expire,27.305944999999998,,,,,,,observe_expire,
126,bj920274,2025-03-03,main_wave,10~15%,0.4229,bull_aligned,10.1683,observe_expire,12.595632,,,,,,,observe_expire,
127,bj920527,2025-03-03,main_wave,15~20%,0.5829,bull_aligned,11.0139,observe_expire,15.70869,,,,,,,observe_expire,
128,bj920123,2025-03-03,main_wave,>20%,0.5869,bull_aligned,9.0221,observe_expire,11.68749,,,,,,,observe_expire,
129,bj920856,2025-03-04,high_trap,10~15%,0.8527,bull_aligned,7.34,high_trap_skip,,,,,,,,,
130,bj920839,2025-03-04,high_trap,5~10%,0.8235,bull_aligned,15.2481,high_trap_skip,,,,,,,,,
131,bj920284,2025-03-04,high_trap,>20%,1.0,bull_aligned,11.4249,high_trap_skip,,,,,,,,,
132,bj920663,2025-03-04,main_wave,15~20%,0.6946,bull_aligned,9.6756,simulated,19.245330000000003,19.245330000000003,4.0,22.649828877000004,16.976305593000003,22.649828877000004,10.0,tp,0.1769
133,bj920779,2025-03-04,high_zone,>20%,0.7189,bull_aligned,20.1697,observe_expire,32.91997,,,,,,,observe_expire,
134,sz002575,2025-03-04,high_trap,>20%,1.0,bull_aligned,6.1542,high_trap_skip,,,,,,,,,
135,bj920876,2025-03-04,high_zone,>20%,0.7582,bull_aligned,16.5739,observe_expire,30.60444,,,,,,,observe_expire,
136,bj920239,2025-03-04,high_zone,>20%,0.7814,bull_aligned,18.9406,observe_expire,30.695829999999997,,,,,,,observe_expire,
137,bj920006,2025-03-04,main_wave,15~20%,0.4435,bull_aligned,18.574,observe_expire,21.44502,,,,,,,observe_expire,
138,bj920237,2025-03-04,high_zone,>20%,0.7278,bull_aligned,14.4109,observe_expire,23.267305,,,,,,,observe_expire,
139,bj920002,2025-03-04,high_zone,>20%,0.712,bull_aligned,29.7872,observe_expire,111.01129999999999,,,,,,,observe_expire,
140,bj920274,2025-03-04,main_wave,15~20%,0.4229,bull_aligned,10.1683,observe_expire,12.4299,,,,,,,observe_expire,
141,bj920810,2025-03-04,high_trap,15~20%,1.0,bull_aligned,5.4167,high_trap_skip,,,,,,,,,
142,bj920123,2025-03-04,main_wave,>20%,0.5869,bull_aligned,9.0221,observe_expire,11.68749,,,,,,,observe_expire,
143,bj920533,2025-03-04,main_wave,>20%,0.6835,bull_aligned,20.0486,observe_expire,38.62989,,,,,,,observe_expire,
144,bj920651,2025-03-04,main_wave,5~10%,0.6131,neutral,17.6722,observe_expire,22.61939988,,,,,,,observe_expire,
145,bj920527,2025-03-04,main_wave,15~20%,0.5829,bull_aligned,11.0139,observe_expire,15.70869,,,,,,,observe_expire,
146,bj920418,2025-03-04,high_zone,>20%,0.7179,bull_aligned,17.5028,simulated,33.70448,33.70448,6.0,39.076974111999995,30.125064224,39.076974111999995,10.0,tp,0.1594
147,bj920856,2025-03-05,high_trap,>20%,1.0,bull_aligned,7.3997,high_trap_skip,,,,,,,,,
148,bj920599,2025-03-05,high_trap,15~20%,0.9265,bull_aligned,11.2528,high_trap_skip,,,,,,,,,
149,bj920839,2025-03-05,high_trap,15~20%,0.9127,bull_aligned,15.3164,high_trap_skip,,,,,,,,,
150,bj920267,2025-03-05,main_wave,>20%,0.5937,bull_aligned,18.0534,observe_expire,23.2893,,,,,,,observe_expire,
151,bj920455,2025-03-05,main_wave,>20%,0.6468,bull_aligned,6.163,observe_expire,8.91918,,,,,,,observe_expire,
152,bj920779,2025-03-05,high_trap,>20%,1.0,bull_aligned,20.157,high_trap_skip,,,,,,,,,
153,bj920299,2025-03-05,high_trap,>20%,0.9004,bull_aligned,8.9275,high_trap_skip,,,,,,,,,
154,bj920906,2025-03-05,high_zone,>20%,0.7057,bull_aligned,15.7851,observe_expire,23.366294999999997,,,,,,,observe_expire,
155,bj920978,2025-03-05,high_trap,>20%,0.8279,bull_aligned,13.3408,high_trap_skip,,,,,,,,,
156,bj920651,2025-03-05,high_zone,>20%,0.7121,neutral,17.6502,observe_expire,24.83148,,,,,,,observe_expire,
157,bj920284,2025-03-05,high_trap,>20%,0.8529,bull_aligned,11.3407,high_trap_skip,,,,,,,,,
158,bj920363,2025-03-05,main_wave,>20%,0.5348,bull_aligned,8.4525,observe_expire,10.82961,,,,,,,observe_expire,
159,bj920425,2025-03-05,main_wave,>20%,0.6854,bull_aligned,11.7704,observe_expire,15.0417,,,,,,,observe_expire,
160,bj920274,2025-03-05,main_wave,>20%,0.471,bull_aligned,10.2141,observe_expire,13.037939999999999,,,,,,,observe_expire,
161,bj920123,2025-03-05,high_trap,>20%,0.9275,bull_aligned,8.9967,high_trap_skip,,,,,,,,,
162,bj920006,2025-03-05,main_wave,>20%,0.4508,bull_aligned,18.5913,observe_expire,21.669300000000003,,,,,,,observe_expire,
163,bj920145,2025-03-05,main_wave,5~10%,0.5381,bull_aligned,8.168,observe_expire,11.545149,,,,,,,observe_expire,
164,bj920418,2025-03-05,main_wave,>20%,0.6577,bull_aligned,17.6207,observe_expire,30.03246,,,,,,,observe_expire,
165,bj920856,2025-03-06,high_trap,>20%,1.0,bull_aligned,7.4715,high_trap_skip,,,,,,,,,
166,bj920267,2025-03-06,high_trap,>20%,0.8919,bull_aligned,18.1535,high_trap_skip,,,,,,,,,
167,bj920541,2025-03-06,high_zone,>20%,0.7829,bull_aligned,9.4788,observe_expire,13.088149999999999,,,,,,,observe_expire,
168,bj920706,2025-03-06,main_wave,>20%,0.68,bull_aligned,10.9806,observe_expire,17.88003,,,,,,,observe_expire,
169,bj920833,2025-03-06,main_wave,5~10%,0.6198,bull_aligned,10.1802,observe_expire,13.778221380000002,,,,,,,observe_expire,
170,bj920145,2025-03-06,high_zone,3~5%,0.7932,bull_aligned,8.172,observe_expire,15.048,,,,,,,observe_expire,
171,bj920006,2025-03-06,main_wave,>20%,0.6617,bull_aligned,18.551,observe_expire,28.16559,,,,,,,observe_expire,
172,bj920249,2025-03-06,high_zone,>20%,0.7674,bull_aligned,8.7336,simulated,16.4255,16.4255,4.0,19.0437247,14.6811119,14.6811119,10.0,sl,-0.1062
173,bj920152,2025-03-06,high_zone,>20%,0.7578,bull_aligned,10.6422,simulated,20.092499999999998,20.092499999999998,2.0,23.295244499999995,17.9586765,23.295244499999995,6.0,tp,0.1594
174,bj920837,2025-03-06,main_wave,>20%,0.5686,bull_aligned,9.2384,observe_expire,12.39363,,,,,,,observe_expire,
175,bj920455,2025-03-06,main_wave,>20%,0.637,bull_aligned,6.1917,observe_expire,8.832239999999999,,,,,,,observe_expire,
176,bj920123,2025-03-06,high_trap,>20%,0.8913,bull_aligned,8.9917,high_trap_skip,,,,,,,,,
177,bj920425,2025-03-06,high_trap,>20%,0.8322,bull_aligned,11.8943,high_trap_skip,,,,,,,,,
178,bj920207,2025-03-06,high_zone,>20%,0.7888,bull_aligned,14.7194,simulated,34.118204999999996,34.118204999999996,1.0,39.55664687699999,30.494851629,30.494851629,5.0,sl,-0.1062
179,bj920299,2025-03-06,high_trap,>20%,0.9783,bull_aligned,8.9887,high_trap_skip,,,,,,,,,
180,bj920284,2025-03-06,high_trap,>20%,0.8085,bull_aligned,11.3179,high_trap_skip,,,,,,,,,
181,bj920779,2025-03-06,high_trap,>20%,0.956,bull_aligned,20.0741,high_trap_skip,,,,,,,,,
182,bj920810,2025-03-06,high_trap,>20%,0.8458,bull_aligned,5.4402,high_trap_skip,,,,,,,,,
183,sh603583,2025-03-06,high_trap,>20%,0.8416,bull_aligned,27.0647,high_trap_skip,,,,,,,,,
184,bj920634,2025-03-07,main_wave,>20%,0.6729,bull_aligned,14.8367,observe_expire,19.862099999999998,,,,,,,observe_expire,
185,bj920856,2025-03-07,high_zone,>20%,0.7691,bull_aligned,7.507,simulated,20.336745,20.336745,9.0,23.578422153,18.176982681000002,18.176982681000002,15.0,sl,-0.1062
186,bj920001,2025-03-07,high_zone,>20%,0.7623,bull_aligned,14.7129,simulated,23.763679999999997,23.763679999999997,3.0,27.551610591999996,21.239977183999997,21.239977183999997,9.0,sl,-0.1062
187,bj920267,2025-03-07,high_zone,>20%,0.7432,bull_aligned,18.1877,simulated,32.07314,32.07314,0.0,37.185598516,28.666972532000003,28.666972532000003,7.0,sl,-0.1062
188,bj920006,2025-03-07,main_wave,>20%,0.6265,bull_aligned,18.5066,simulated,27.07992,27.07992,9.0,31.870357848000005,23.887197432,23.887197432,19.0,sl,-0.1179
189,bj920839,2025-03-07,high_trap,>20%,0.9059,bull_aligned,15.5078,high_trap_skip,,,,,,,,,
190,bj920599,2025-03-07,high_trap,10~15%,0.8477,bull_aligned,11.3413,high_trap_skip,,,,,,,,,
191,bj920089,2025-03-07,main_wave,>20%,0.6267,bull_aligned,8.0219,observe_expire,11.10393,,,,,,,observe_expire,
192,bj920837,2025-03-07,main_wave,>20%,0.6264,bull_aligned,9.3338,observe_expire,13.22217,,,,,,,observe_expire,
193,bj920008,2025-03-07,main_wave,>20%,0.5917,bull_aligned,26.3298,observe_expire,35.469,,,,,,,observe_expire,
194,bj920455,2025-03-07,high_zone,>20%,0.7994,bull_aligned,6.1951,simulated,10.84615,10.84615,7.0,12.57502631,9.69428887,9.69428887,10.0,sl,-0.1062
195,bj920870,2025-03-07,main_wave,>20%,0.6794,bull_aligned,12.4666,simulated,18.49716,18.49716,9.0,21.769307604,16.316344836,21.769307604,12.0,tp,0.1769
196,bj920374,2025-03-07,main_wave,>20%,0.6556,neutral,25.6932,simulated,36.27801,36.27801,8.0,42.695589969000004,32.000832621,32.000832621,19.0,sl,-0.1179
197,bj920130,2025-03-07,main_wave,>20%,0.5105,neutral,14.5126,observe_expire,19.728,,,,,,,observe_expire,
198,bj920976,2025-03-07,high_trap,>20%,0.8131,neutral,18.29,high_trap_skip,,,,,,,,,
199,sh601177,2025-03-07,high_trap,>20%,0.9612,bull_aligned,11.5318,high_trap_skip,,,,,,,,,
200,bj920651,2025-03-07,high_zone,>20%,0.7413,neutral,17.6098,observe_expire,25.46171,,,,,,,observe_expire,
201,bj920810,2025-03-07,high_trap,>20%,0.8581,bull_aligned,5.498,high_trap_skip,,,,,,,,,
202,bj920599,2025-03-10,high_trap,15~20%,0.8361,bull_aligned,11.5228,high_trap_skip,,,,,,,,,
