signal_idx,stock_code,t0_date,zone_tag,dd_tier,position_ratio,trend_tag,golden_trend_t0,support_score,ma_zone,_ind_config,status,target_entry_price,actual_entry_price,entry_day_idx,tp_price,sl_price,exit_price,exit_day_idx,exit_reason,pnl,gt_t0,gt_channel_width,gt_n,gt_k,gt_offset,tp_mult,sl_buffer,gt_at_entry,ema_h_at_entry,channel_at_entry,gap_at_entry,fwd_low,fwd_low_day,fwd_high,fwd_high_day,hold_low,hold_low_day,hold_high,hold_high_day,entry_type
3341,bj920701,2025-12-01,abyss_bottom,>20%,0.0124,bear_aligned,16.7523,0.0,bottom,,low_support_skip,,,,,,,,low_support_skip,,,,,,,,,,,,,,,,,,,,,
736,bj920163,2025-04-21,main_wave,5~10%,0.3108,neutral,11.5251,0.0,bottom,,low_support_skip,,,,,,,,low_support_skip,,,,,,,,,,,,,,,,,,,,,
755,bj920163,2025-04-22,main_wave,>20%,0.3108,neutral,11.5251,0.0,bottom,,low_support_skip,,,,,,,,low_support_skip,,,,,,,,,,,,,,,,,,,,,
772,bj920163,2025-04-23,main_wave,>20%,0.4533,neutral,11.4932,2.0,transition,,low_support_skip,,,,,,,,low_support_skip,,,,,,,,,,,,,,,,,,,,,
807,bj920163,2025-04-25,high_zone,5~10%,0.7218,bull_aligned,11.3562,5.0,transition,"('none', False)",order_timeout,11.3562,,,,,,,order_timeout,,11.3562,3.7482,23.0,2.0,0.95,1.5,0.03,,,,,14.8933,1.0,20.6556,9.0,,,,,none
825,bj920163,2025-04-28,main_wave,0~3%,0.5391,bull_aligned,11.286,6.0,transition,"('none', False)",simulated,11.286,16.0461,5.0,18.9344,14.4415,18.9344,8.0,tp,0.180002,11.286,4.0541,24.0,2.0,0.95,2.0,0.03,,,,,14.8933,0.0,20.6556,8.0,15.7305,8.0,20.6556,8.0,60m
896,bj920163,2025-05-06,main_wave,5~10%,0.3865,neutral,11.2149,3.0,transition,"('none', False)",simulated,11.2149,15.9653,2.0,18.8391,14.3688,18.8391,5.0,tp,0.180003,11.2149,4.4318,24.0,2.0,0.95,2.0,0.03,,,,,15.6813,0.0,20.6556,5.0,15.7305,5.0,20.6556,5.0,60m
993,bj920163,2025-05-14,main_wave,15~20%,0.4383,bull_aligned,11.3947,6.0,transition,"('none', False)",simulated,11.3947,17.4379,9.0,20.5767,15.6941,20.5767,18.0,tp,0.18,11.3947,4.6204,23.0,2.0,0.95,2.0,0.03,,,,,16.2821,6.0,22.1232,19.0,16.6466,16.0,21.6701,18.0,60m
742,bj920021,2025-04-21,main_wave,10~15%,0.3064,neutral,5.3583,2.0,bottom,,low_support_skip,,,,,,,,low_support_skip,,,,,,,,,,,,,,,,,,,,,
3802,bj920021,2026-01-13,main_wave,10~15%,0.4458,bull_aligned,5.8642,4.0,transition,"('none', False)",simulated,5.8642,11.0533,6.0,13.0429,9.948,13.0429,7.0,tp,0.179997,5.8642,0.9126,20.0,1.565,0.95,2.0,0.03,,,,,9.4843,2.0,17.4511,19.0,10.3628,6.0,13.4776,7.0,60m
3820,bj920021,2026-01-14,high_trap,>20%,1.0,bull_aligned,5.8439,5.0,transition,,cooldown,,,,,,,,cooldown,,,,,,,,,,,,,,,,,,,,,
3838,bj920021,2026-01-15,main_wave,15~20%,0.6858,bull_aligned,5.813,6.0,transition,,cooldown,,,,,,,,cooldown,,,,,,,,,,,,,,,,,,,,,
3853,bj920021,2026-01-16,high_trap,0~3%,1.0,bull_aligned,5.7727,6.0,transition,,cooldown,,,,,,,,cooldown,,,,,,,,,,,,,,,,,,,,,
3889,bj920021,2026-01-20,main_wave,5~10%,0.4781,bull_aligned,5.6712,6.0,transition,"('none', False)",order_timeout,5.6712,,,,,,,order_timeout,,5.6712,1.6213,21.0,2.0,0.95,2.0,0.03,,,,,10.2829,0.0,17.4511,14.0,,,,,none
3926,bj920021,2026-01-22,high_zone,10~15%,0.7022,bull_aligned,5.6503,6.0,transition,"('none', False)",order_timeout,5.6503,,,,,,,order_timeout,,5.6503,2.0285,20.0,2.0,0.95,1.5,0.03,,,,,10.2929,4.0,17.4511,12.0,,,,,none
3940,bj920021,2026-01-23,main_wave,15~20%,0.6284,bull_aligned,5.6678,6.0,transition,"('none', False)",order_timeout,5.6678,,,,,,,order_timeout,,5.6678,2.1885,20.0,2.0,0.95,2.0,0.03,,,,,10.2929,3.0,17.4511,11.0,,,,,none
3978,bj920021,2026-01-27,high_trap,10~15%,0.8511,bull_aligned,5.7159,6.0,transition,"('none', False)",order_timeout,5.7159,,,,,,,order_timeout,,5.7159,2.5299,20.0,2.0,0.95,2.0,0.03,,,,,10.2929,1.0,17.4511,9.0,,,,,none
4013,bj920021,2026-01-29,high_trap,15~20%,0.8156,bull_aligned,5.8426,6.0,transition,"('none', False)",order_timeout,5.8426,,,,,,,order_timeout,,5.8426,2.9463,19.0,2.0,0.95,2.0,0.03,,,,,10.0334,20.0,17.4511,7.0,,,,,none
4068,bj920021,2026-02-03,high_trap,>20%,0.8782,bull_aligned,5.9921,6.0,transition,"('none', False)",order_timeout,5.9921,,,,,,,order_timeout,,5.9921,3.4523,19.0,2.0,0.95,2.0,0.03,,,,,9.9635,21.0,17.4511,4.0,,,,,none
4320,bj920021,2026-03-04,main_wave,>20%,0.4693,neutral,8.5051,5.0,transition,"('none', False)",order_timeout,8.5051,,,,,,,order_timeout,,8.5051,4.7733,16.0,2.0,0.95,2.0,0.03,,,,,8.5658,12.0,11.5708,0.0,,,,,none
751,sh605188,2025-04-21,high_trap,>20%,1.0,bull_aligned,6.5948,6.0,transition,"('none', False)",simulated,6.5948,10.9807,9.0,12.0788,9.8826,12.0788,14.0,tp,0.100004,6.5948,1.555,18.0,1.787,0.95,2.0,0.03,,,,,10.0711,6.0,16.6387,0.0,10.3805,10.0,12.1971,14.0,60m
767,sh605188,2025-04-22,high_trap,>20%,1.0,bull_aligned,6.5948,6.0,transition,,cooldown,,,,,,,,cooldown,,,,,,,,,,,,,,,,,,,,,
2927,sh605188,2025-10-27,high_zone,10~15%,0.7988,bull_aligned,12.9104,6.0,transition,"('none', False)",simulated,12.9104,22.5467,8.0,24.8014,20.2921,24.8014,9.0,tp,0.1,12.9104,5.488,19.0,2.0,0.95,1.5,0.03,,,,,20.6578,5.0,28.2496,11.0,21.9564,8.0,25.3128,9.0,60m
2945,sh605188,2025-10-28,high_zone,10~15%,0.7988,bull_aligned,12.9104,6.0,transition,,cooldown,,,,,,,,cooldown,,,,,,,,,,,,,,,,,,,,,
3232,sh605188,2025-11-21,high_zone,10~15%,0.7208,neutral,15.9875,6.0,transition,"('none', False)",order_timeout,15.9875,,,,,,,order_timeout,,15.9875,6.8828,18.0,2.0,0.95,1.5,0.03,,,,,20.3081,21.0,25.4126,12.0,,,,,none
760,bj920057,2025-04-22,bottom_start,10~15%,0.2881,neutral,5.4147,4.0,transition,"('none', False)",order_timeout,5.4147,,,,,,,order_timeout,,5.4147,1.5346,22.0,2.0,0.95,2.5,0.03,,,,,6.01,4.0,7.32,17.0,,,,,none
1833,bj920057,2025-07-23,high_zone,10~15%,0.7805,bull_aligned,6.1256,5.0,transition,"('none', False)",order_timeout,6.1256,,,,,,,order_timeout,,6.1256,1.4136,17.0,1.822,0.95,1.5,0.03,,,,,7.37,15.0,9.16,0.0,,,,,none
1859,bj920057,2025-07-24,high_trap,15~20%,0.8455,bull_aligned,6.1294,5.0,transition,"('none', False)",order_timeout,6.1294,,,,,,,order_timeout,,6.1294,1.4362,17.0,1.838,0.95,2.0,0.03,,,,,7.37,14.0,9.16,3.0,,,,,none
1877,bj920057,2025-07-25,high_trap,10~15%,0.8129,bull_aligned,6.0577,5.0,transition,"('none', False)",order_timeout,6.0577,,,,,,,order_timeout,,6.0577,1.5381,18.0,1.94,0.95,2.0,0.03,,,,,7.37,13.0,9.16,2.0,,,,,none
764,bj920792,2025-04-22,bottom_start,15~20%,0.2682,neutral,8.6297,3.0,transition,"('none', False)",order_timeout,8.6297,,,,,,,order_timeout,,8.6297,2.7588,22.0,2.0,0.95,2.5,0.03,,,,,10.4748,4.0,14.877,16.0,,,,,none
776,bj920792,2025-04-23,bottom_start,5~10%,0.2908,neutral,8.6341,3.0,transition,"('none', False)",order_timeout,8.6341,,,,,,,order_timeout,,8.6341,2.7435,22.0,2.0,0.95,2.5,0.03,,,,,10.4748,3.0,14.877,15.0,,,,,none
791,bj920792,2025-04-24,main_wave,15~20%,0.4106,neutral,8.6364,4.0,transition,"('none', False)",order_timeout,8.6364,,,,,,,order_timeout,,8.6364,2.744,22.0,2.0,0.95,2.0,0.03,,,,,10.4748,2.0,14.877,14.0,,,,,none
765,sh600865,2025-04-22,main_wave,>20%,0.5401,neutral,7.4977,5.0,transition,"('none', False)",order_timeout,7.4977,,,,,,,order_timeout,,7.4977,1.4159,21.0,1.83,0.95,2.0,0.03,,,,,8.6991,5.0,12.7495,0.0,,,,,none
3563,sh600865,2025-12-18,high_trap,15~20%,1.0,bull_aligned,8.4457,6.0,transition,"('none', False)",order_timeout,8.4457,,,,,,,order_timeout,,8.4457,1.3742,19.0,1.428,0.95,2.0,0.03,,,,,13.56,21.0,23.1,5.0,,,,,none
3587,sh600865,2025-12-19,high_trap,>20%,1.0,bull_aligned,8.5264,6.0,transition,"('none', False)",order_timeout,8.5264,,,,,,,order_timeout,,8.5264,1.4356,19.0,1.438,0.95,2.0,0.03,,,,,13.56,20.0,23.1,4.0,,,,,none
3624,sh600865,2025-12-23,high_trap,>20%,0.8908,bull_aligned,8.6814,6.0,transition,"('none', False)",order_timeout,8.6814,,,,,,,order_timeout,,8.6814,1.7133,19.0,1.552,0.95,2.0,0.03,,,,,13.56,18.0,23.1,2.0,,,,,none
766,sh600490,2025-04-22,high_trap,10~15%,0.9444,bull_aligned,3.0777,6.0,transition,"('none', False)",order_timeout,3.0777,,,,,,,order_timeout,,3.0777,0.7077,18.0,1.911,0.95,2.0,0.03,,,,,4.27,21.0,5.4,0.0,,,,,none
768,bj920227,2025-04-22,high_zone,10~15%,0.7407,neutral,43.932,6.0,transition,"('none', False)",order_timeout,43.932,,,,,,,order_timeout,,43.932,16.0295,22.0,2.0,0.95,1.5,0.03,,,,,56.1511,19.0,64.6353,13.0,,,,,none
1363,bj920227,2025-06-16,main_wave,5~10%,0.6552,bull_aligned,49.7679,6.0,transition,"('none', False)",order_timeout,49.7679,,,,,,,order_timeout,,49.7679,10.8725,20.0,2.0,0.95,2.0,0.03,,,,,66.9981,20.0,91.6199,7.0,,,,,none
1378,bj920227,2025-06-17,main_wave,10~15%,0.6552,bull_aligned,49.7679,6.0,transition,"('none', False)",order_timeout,49.7679,,,,,,,order_timeout,,49.7679,10.8725,20.0,2.0,0.95,2.0,0.03,,,,,66.9981,19.0,91.6199,6.0,,,,,none
1412,bj920227,2025-06-18,high_trap,5~10%,0.8765,bull_aligned,49.4394,6.0,transition,"('none', False)",order_timeout,49.4394,,,,,,,order_timeout,,49.4394,11.4893,20.0,2.0,0.95,2.0,0.03,,,,,66.9981,18.0,91.6199,5.0,,,,,none
1426,bj920227,2025-06-19,high_zone,3~5%,0.7835,bull_aligned,49.0404,6.0,transition,"('none', False)",order_timeout,49.0404,,,,,,,order_timeout,,49.0404,12.376,20.0,2.0,0.95,1.5,0.03,,,,,66.7321,21.0,91.6199,4.0,,,,,none
1448,bj920227,2025-06-23,main_wave,15~20%,0.6036,bull_aligned,48.0367,6.0,transition,"('none', False)",order_timeout,48.0367,,,,,,,order_timeout,,48.0367,15.2863,20.0,2.0,0.95,2.0,0.03,,,,,66.2099,21.0,91.6199,2.0,,,,,none
1472,bj920227,2025-06-24,main_wave,10~15%,0.6036,bull_aligned,48.0367,6.0,transition,"('none', False)",order_timeout,48.0367,,,,,,,order_timeout,,48.0367,15.2863,20.0,2.0,0.95,2.0,0.03,,,,,66.2099,20.0,91.6199,1.0,,,,,none
1489,bj920227,2025-06-25,high_trap,15~20%,0.9034,bull_aligned,47.6539,6.0,transition,"('none', False)",order_timeout,47.6539,,,,,,,order_timeout,,47.6539,16.4267,20.0,2.0,0.95,2.0,0.03,,,,,66.2099,19.0,91.6199,0.0,,,,,none
1504,bj920227,2025-06-26,high_zone,15~20%,0.7733,bull_aligned,47.4341,6.0,transition,"('none', False)",order_timeout,47.4341,,,,,,,order_timeout,,47.4341,17.4699,20.0,2.0,0.95,1.5,0.03,,,,,66.2099,18.0,89.6592,0.0,,,,,none
1524,bj920227,2025-06-27,high_zone,15~20%,0.7842,bull_aligned,47.3813,6.0,transition,"('none', False)",order_timeout,47.3813,,,,,,,order_timeout,,47.3813,18.3498,20.0,2.0,0.95,1.5,0.03,,,,,66.2099,17.0,81.58,0.0,,,,,none
3808,bj920227,2026-01-13,main_wave,15~20%,0.3592,neutral,50.1264,3.0,transition,"('none', False)",simulated,50.1264,78.9792,10.0,93.1955,71.0813,77.1463,21.0,expire,-0.023208,50.1264,10.6907,20.0,1.979,0.95,2.0,0.03,,,,,74.0033,11.0,114.0544,0.0,74.0033,11.0,91.7283,11.0,60m
3824,bj920227,2026-01-14,high_trap,>20%,0.8,neutral,49.9018,4.0,transition,,cooldown,,,,,,,,cooldown,,,,,,,,,,,,,,,,,,,,,
3841,bj920227,2026-01-15,high_zone,10~15%,0.716,bull_aligned,49.6698,6.0,transition,,cooldown,,,,,,,,cooldown,,,,,,,,,,,,,,,,,,,,,
3855,bj920227,2026-01-16,high_trap,3~5%,1.0,bull_aligned,49.3492,6.0,transition,,cooldown,,,,,,,,cooldown,,,,,,,,,,,,,,,,,,,,,
3894,bj920227,2026-01-20,main_wave,3~5%,0.4119,bull_aligned,48.7904,6.0,transition,"('none', False)",simulated,48.7904,79.0177,6.0,93.2409,71.1159,73.6782,21.0,expire,-0.067573,48.7904,15.418,22.0,2.0,0.95,2.0,0.03,,,,,72.9195,20.0,91.7283,6.0,72.9195,20.0,91.7283,6.0,60m
3936,bj920227,2026-01-22,main_wave,15~20%,0.3957,bull_aligned,48.7859,6.0,transition,,cooldown,,,,,,,,cooldown,,,,,,,,,,,,,,,,,,,,,
3948,bj920227,2026-01-23,main_wave,>20%,0.342,bull_aligned,48.9348,6.0,transition,,cooldown,,,,,,,,cooldown,,,,,,,,,,,,,,,,,,,,,
3986,bj920227,2026-01-27,main_wave,15~20%,0.5126,bull_aligned,49.4073,6.0,transition,"('none', False)",order_timeout,49.4073,,,,,,,order_timeout,,49.4073,19.0235,22.0,2.0,0.95,2.0,0.03,,,,,65.0276,20.0,91.7283,1.0,,,,,none
4012,bj920227,2026-01-29,main_wave,>20%,0.4272,bull_aligned,49.9769,6.0,transition,"('none', False)",order_timeout,49.9769,,,,,,,order_timeout,,49.9769,20.0127,22.0,2.0,0.95,2.0,0.03,,,,,63.4511,20.0,86.4078,0.0,,,,,none
769,bj920419,2025-04-22,high_zone,5~10%,0.7515,bull_aligned,13.3731,6.0,transition,"('none', False)",simulated,13.3731,20.6937,8.0,24.4185,18.6243,24.4185,13.0,tp,0.179998,13.3731,4.7648,17.0,2.0,0.95,1.5,0.03,,,,,19.2713,4.0,34.3933,16.0,19.8809,10.0,24.9543,13.0,60m
1229,bj920419,2025-06-04,main_wave,15~20%,0.4954,neutral,16.4263,6.0,transition,"('none', False)",order_timeout,16.4263,,,,,,,order_timeout,,16.4263,7.6133,16.0,2.0,0.95,2.0,0.03,,,,,21.9855,12.0,27.3066,0.0,,,,,none
770,bj920204,2025-04-22,bottom_start,10~15%,0.2483,bear_aligned,16.3228,1.0,bottom,,low_support_skip,,,,,,,,low_support_skip,,,,,,,,,,,,,,,,,,,,,
1349,bj920204,2025-06-13,main_wave,10~15%,0.4637,neutral,17.2023,5.0,transition,"('none', False)",order_timeout,17.2023,,,,,,,order_timeout,,17.2023,4.0567,18.0,2.0,0.95,2.0,0.03,,,,,21.89,21.0,28.9071,3.0,,,,,none
1369,bj920204,2025-06-16,high_zone,10~15%,0.7264,bull_aligned,17.341,6.0,transition,"('none', False)",order_timeout,17.341,,,,,,,order_timeout,,17.341,4.1203,16.0,2.0,0.95,1.5,0.03,,,,,21.8,21.0,28.9071,2.0,,,,,none
1399,bj920204,2025-06-18,high_zone,15~20%,0.7836,bull_aligned,17.2702,5.0,transition,"('none', False)",order_timeout,17.2702,,,,,,,order_timeout,,17.2702,4.3709,16.0,2.0,0.95,1.5,0.03,,,,,21.8,19.0,28.9071,0.0,,,,,none
1418,bj920204,2025-06-19,high_zone,15~20%,0.7444,bull_aligned,17.2441,5.0,transition,"('none', False)",order_timeout,17.2441,,,,,,,order_timeout,,17.2441,4.5987,16.0,2.0,0.95,1.5,0.03,,,,,21.8,18.0,26.3834,0.0,,,,,none
775,bj920720,2025-04-23,main_wave,10~15%,0.3576,neutral,10.898,3.0,transition,"('none', False)",order_timeout,10.898,,,,,,,order_timeout,,10.898,3.5467,21.0,2.0,0.95,2.0,0.03,,,,,13.4453,2.0,16.2732,15.0,,,,,none
795,bj920720,2025-04-24,main_wave,5~10%,0.3464,neutral,10.8697,3.0,transition,"('none', False)",order_timeout,10.8697,,,,,,,order_timeout,,10.8697,3.5093,21.0,2.0,0.95,2.0,0.03,,,,,13.4453,1.0,16.2732,14.0,,,,,none
853,bj920720,2025-04-29,main_wave,0~3%,0.3937,neutral,10.815,4.0,transition,"('none', False)",simulated,10.815,14.8756,9.0,17.5532,13.388,14.721,21.0,expire,-0.010387,10.815,3.5309,22.0,2.0,0.95,2.0,0.03,,,,,14.0548,0.0,16.2732,11.0,14.1399,15.0,16.2732,11.0,60m
2346,bj920720,2025-09-02,high_trap,>20%,0.838,bull_aligned,13.2821,6.0,transition,"('none', False)",simulated,13.2821,17.2007,11.0,20.2968,15.4806,15.4806,14.0,sl,-0.1,13.2821,1.965,17.0,1.452,0.95,2.0,0.03,,,,,14.96,20.0,19.7,0.0,15.08,14.0,17.95,11.0,60m
777,bj920974,2025-04-23,main_wave,>20%,0.4101,neutral,6.503,3.0,transition,"('none', False)",order_timeout,6.503,,,,,,,order_timeout,,6.503,1.8981,22.0,2.0,0.95,2.0,0.03,,,,,7.36,3.0,9.5,0.0,,,,,none
2443,bj920974,2025-09-09,high_trap,>20%,0.8627,bull_aligned,7.9556,5.0,transition,"('none', False)",order_timeout,7.9556,,,,,,,order_timeout,,7.9556,1.3634,20.0,1.719,0.95,2.0,0.03,,,,,8.21,21.0,10.45,0.0,,,,,none
778,sz300052,2025-04-23,abyss_bottom,5~10%,0.0353,bear_aligned,8.881,0.0,bottom,,low_support_skip,,,,,,,,low_support_skip,,,,,,,,,,,,,,,,,,,,,
781,bj920950,2025-04-23,main_wave,>20%,0.6602,neutral,13.3699,5.0,transition,"('none', False)",order_timeout,13.3699,,,,,,,order_timeout,,13.3699,3.9254,21.0,2.0,0.95,2.0,0.03,,,,,16.4621,3.0,20.4987,16.0,,,,,none
1824,bj920950,2025-07-22,high_zone,10~15%,0.725,neutral,16.4769,5.0,transition,"('none', False)",order_timeout,16.4769,,,,,,,order_timeout,,16.4769,2.5097,20.0,1.633,0.95,1.5,0.03,,,,,21.5827,2.0,31.2314,0.0,,,,,none
1955,bj920950,2025-08-01,main_wave,10~15%,0.5783,bull_aligned,15.9066,6.0,transition,"('none', False)",order_timeout,15.9066,,,,,,,order_timeout,,15.9066,4.3581,18.0,1.923,0.95,2.0,0.03,,,,,21.8073,8.0,25.1863,0.0,,,,,none
3334,bj920950,2025-12-01,abyss_bottom,5~10%,0.0325,bear_aligned,16.8684,1.0,bottom,,low_support_skip,,,,,,,,low_support_skip,,,,,,,,,,,,,,,,,,,,,
793,sh603086,2025-04-24,high_trap,5~10%,0.9067,neutral,4.4454,5.0,transition,"('none', False)",order_timeout,4.4454,,,,,,,order_timeout,,4.4454,1.0671,22.0,2.0,0.95,2.0,0.03,,,,,7.4742,2.0,10.1295,5.0,,,,,none
796,sz002196,2025-04-24,main_wave,5~10%,0.3909,bear_aligned,6.6839,5.0,transition,"('none', False)",order_timeout,6.6839,,,,,,,order_timeout,,6.6839,2.137,21.0,2.0,0.95,2.0,0.03,,,,,9.11,2.0,11.3,3.0,,,,,none
798,bj920469,2025-04-24,main_wave,10~15%,0.3092,bear_aligned,10.7406,2.0,bottom,,low_support_skip,,,,,,,,low_support_skip,,,,,,,,,,,,,,,,,,,,,
834,bj920469,2025-04-28,main_wave,0~3%,0.3807,neutral,10.6535,4.0,transition,"('none', False)",simulated,10.6535,15.3796,10.0,18.1479,13.8416,13.8416,16.0,sl,-0.100002,10.6535,3.56,21.0,2.0,0.95,2.0,0.03,,,,,13.7619,16.0,18.4157,0.0,13.7619,16.0,16.7216,10.0,60m
855,bj920469,2025-04-29,main_wave,10~15%,0.3807,neutral,10.6535,4.0,transition,,cooldown,,,,,,,,cooldown,,,,,,,,,,,,,,,,,,,,,
2169,bj920469,2025-08-19,high_zone,15~20%,0.749,bull_aligned,12.1595,6.0,transition,"('none', False)",simulated,12.1595,16.0477,10.0,18.9362,14.4429,16.16,21.0,expire,0.007,12.1595,3.2157,17.0,1.857,0.95,1.5,0.03,,,,,15.22,11.0,18.97,0.0,15.22,11.0,18.1,13.0,60m
800,sz301000,2025-04-24,high_zone,>20%,0.787,neutral,28.4707,6.0,transition,"('none', False)",simulated,28.4707,52.6811,9.0,59.0029,47.413,47.413,13.0,sl,-0.1,28.4707,10.9254,22.0,2.0,0.95,1.5,0.03,,,,,45.2756,18.0,58.3244,2.0,47.2823,13.0,54.7162,9.0,60m
802,bj920703,2025-04-24,main_wave,3~5%,0.6334,neutral,14.3944,4.0,transition,"('none', False)",order_timeout,14.3944,,,,,,,order_timeout,,14.3944,3.8694,21.0,2.0,0.95,2.0,0.03,,,,,16.5239,2.0,18.985,20.0,,,,,none
804,sz002251,2025-04-24,high_trap,>20%,1.0,bull_aligned,3.7916,6.0,transition,"('none', False)",order_timeout,3.7916,,,,,,,order_timeout,,3.7916,0.4419,20.0,1.44,0.98,2.0,0.03,,,,,5.33,10.0,7.6,1.0,,,,,none
822,sz002251,2025-04-25,high_trap,>20%,1.0,bull_aligned,3.8219,6.0,transition,"('none', False)",order_timeout,3.8219,,,,,,,order_timeout,,3.8219,0.4454,20.0,1.449,0.98,2.0,0.03,,,,,5.33,9.0,7.6,0.0,,,,,none
805,sh688313,2025-04-24,high_zone,0~3%,0.7473,neutral,13.7472,5.0,transition,"('none', False)",order_timeout,13.7472,,,,,,,order_timeout,,13.7472,3.3748,17.0,2.0,0.95,1.5,0.03,,,,,22.0802,0.0,33.1601,13.0,,,,,none
824,sh688313,2025-04-25,high_trap,0~3%,0.8286,neutral,13.9031,5.0,transition,"('none', False)",order_timeout,13.9031,,,,,,,order_timeout,,13.9031,3.4352,19.0,2.0,0.95,2.0,0.03,,,,,25.2686,0.0,33.1601,12.0,,,,,none
831,sh688313,2025-04-28,high_trap,0~3%,0.9734,neutral,14.0991,6.0,transition,"('none', False)",order_timeout,14.0991,,,,,,,order_timeout,,14.0991,3.5892,22.0,2.0,0.95,2.0,0.03,,,,,25.5177,0.0,33.1601,11.0,,,,,none
848,sh688313,2025-04-29,high_trap,3~5%,0.9734,neutral,14.0991,6.0,transition,"('none', False)",order_timeout,14.0991,,,,,,,order_timeout,,14.0991,3.5892,22.0,2.0,0.95,2.0,0.03,,,,,25.6174,0.0,33.1601,10.0,,,,,none
1781,sh688313,2025-07-17,high_trap,0~3%,0.975,bull_aligned,27.5015,6.0,transition,"('none', False)",order_timeout,27.5015,,,,,,,order_timeout,,27.5015,8.9892,14.0,2.0,0.95,2.0,0.03,,,,,51.4979,0.0,67.1868,21.0,,,,,none
1872,sh688313,2025-07-25,high_trap,5~10%,0.9589,bull_aligned,30.0616,6.0,transition,"('none', False)",simulated,30.0616,55.9704,8.0,64.3659,50.3733,64.3659,15.0,tp,0.149999,30.0616,11.3601,15.0,2.0,0.95,2.0,0.03,,,,,52.0169,4.0,74.153,21.0,54.3323,8.0,67.1868,15.0,60m
1898,sh688313,2025-07-28,high_trap,10~15%,0.9121,bull_aligned,31.3506,6.0,transition,,cooldown,,,,,,,,cooldown,,,,,,,,,,,,,,,,,,,,,
806,bj920478,2025-04-24,high_trap,>20%,0.8865,bull_aligned,8.5188,6.0,transition,"('none', False)",order_timeout,8.5188,,,,,,,order_timeout,,8.5188,3.0382,17.0,2.0,0.95,2.0,0.03,,,,,11.9804,1.0,16.8942,15.0,,,,,none
814,bj920110,2025-04-25,main_wave,5~10%,0.5358,neutral,27.4074,6.0,transition,"('none', False)",order_timeout,27.4074,,,,,,,order_timeout,,27.4074,8.8226,23.0,2.0,0.95,2.0,0.03,,,,,34.6946,1.0,40.7609,15.0,,,,,none
815,bj920392,2025-04-25,main_wave,5~10%,0.4883,neutral,12.5597,4.0,transition,"('none', False)",order_timeout,12.5597,,,,,,,order_timeout,,12.5597,4.6617,23.0,2.0,0.95,2.0,0.03,,,,,16.5622,1.0,32.0897,14.0,,,,,none
1098,bj920392,2025-05-22,high_trap,>20%,1.0,bull_aligned,13.4152,6.0,transition,"('none', False)",order_timeout,13.4152,,,,,,,order_timeout,,13.4152,4.5093,22.0,2.0,0.95,2.0,0.03,,,,,19.03,20.0,22.226,0.0,,,,,none
1116,bj920392,2025-05-23,main_wave,>20%,0.6932,bull_aligned,13.4326,6.0,transition,"('none', False)",order_timeout,13.4326,,,,,,,order_timeout,,13.4326,4.7014,22.0,2.0,0.95,2.0,0.03,,,,,19.03,19.0,21.79,9.0,,,,,none
1597,bj920392,2025-07-03,main_wave,5~10%,0.4847,neutral,16.9991,6.0,transition,"('none', False)",order_timeout,16.9991,,,,,,,order_timeout,,16.9991,3.9269,18.0,2.0,0.95,2.0,0.03,,,,,21.0,4.0,39.48,21.0,,,,,none
1617,bj920392,2025-07-04,main_wave,5~10%,0.4618,neutral,17.0549,6.0,transition,"('none', False)",order_timeout,17.0549,,,,,,,order_timeout,,17.0549,3.8953,18.0,2.0,0.95,2.0,0.03,,,,,21.0,3.0,39.48,20.0,,,,,none
1788,bj920392,2025-07-18,main_wave,10~15%,0.5782,bull_aligned,17.3756,6.0,transition,"('none', False)",order_timeout,17.3756,,,,,,,order_timeout,,17.3756,4.2361,20.0,2.0,0.95,2.0,0.03,,,,,28.51,2.0,39.48,10.0,,,,,none
1808,bj920392,2025-07-21,high_trap,5~10%,1.0,bull_aligned,17.3798,6.0,transition,"('none', False)",order_timeout,17.3798,,,,,,,order_timeout,,17.3798,4.5481,20.0,2.0,0.95,2.0,0.03,,,,,28.51,1.0,46.27,21.0,,,,,none
1843,bj920392,2025-07-23,high_trap,0~3%,0.947,bull_aligned,17.3612,6.0,transition,"('none', False)",order_timeout,17.3612,,,,,,,order_timeout,,17.3612,4.8437,20.0,2.0,0.95,2.0,0.03,,,,,31.13,0.0,46.27,19.0,,,,,none
3834,bj920392,2026-01-14,bottom_start,3~5%,0.2858,bear_aligned,28.2562,1.0,bottom,,low_support_skip,,,,,,,,low_support_skip,,,,,,,,,,,,,,,,,,,,,
818,bj920208,2025-04-25,main_wave,5~10%,0.4063,neutral,20.5334,4.0,transition,"('none', False)",order_timeout,20.5334,,,,,,,order_timeout,,20.5334,5.7489,20.0,2.0,0.95,2.0,0.03,,,,,24.0583,1.0,26.8388,0.0,,,,,none
1894,bj920208,2025-07-28,main_wave,10~15%,0.6211,bull_aligned,22.3948,6.0,transition,"('none', False)",order_timeout,22.3948,,,,,,,order_timeout,,22.3948,4.2284,19.0,1.614,0.95,2.0,0.03,,,,,26.8,12.0,32.28,1.0,,,,,none
819,sz002915,2025-04-25,main_wave,3~5%,0.6546,neutral,10.7694,4.0,transition,"('none', False)",order_timeout,10.7694,,,,,,,order_timeout,,10.7694,2.2146,16.0,1.824,0.95,2.0,0.03,,,,,15.98,0.0,24.56,12.0,,,,,none
