signal_idx,stock_code,t0_date,zone_tag,dd_tier,position_ratio,trend_tag,golden_trend_t0,support_score,ma_zone,_ind_config,status,target_entry_price,actual_entry_price,entry_day_idx,tp_price,sl_price,exit_price,exit_day_idx,exit_reason,pnl,gt_t0,gt_channel_width,gt_n,gt_k,gt_offset,tp_mult,sl_buffer,gt_at_entry,ema_h_at_entry,channel_at_entry,gap_at_entry,fwd_low,fwd_low_day,fwd_high,fwd_high_day,hold_low,hold_low_day,hold_high,hold_high_day,entry_type
457,bj920394,2025-03-27,high_trap,5~10%,0.8676,bull_aligned,21.7013,5.0,transition,"('none', False)",simulated,21.7013,27.9859,2.0,33.0234,25.1873,34.6668,5.0,tp,0.238724,21.7013,5.6332,13.0,2.0,0.95,2.0,0.03,,,,,26.756,1.0,56.3473,14.0,27.45,2.0,34.6668,5.0,60m
708,bj920394,2025-04-17,high_trap,10~15%,0.8076,bull_aligned,22.1489,6.0,transition,"('none', False)",simulated,22.1489,42.2062,9.0,49.8034,37.9856,40.321,21.0,expire,-0.044667,22.1489,8.2408,16.0,2.0,0.95,2.0,0.03,,,,,39.3261,6.0,56.3473,0.0,39.9525,21.0,47.4649,10.0,60m
733,bj920394,2025-04-18,high_trap,>20%,0.8981,bull_aligned,22.4773,6.0,transition,,cooldown,,,,,,,,cooldown,,,,,,,,,,,,,,,,,,,,,
752,bj920394,2025-04-21,high_trap,>20%,0.8721,bull_aligned,22.5798,6.0,transition,,cooldown,,,,,,,,cooldown,,,,,,,,,,,,,,,,,,,,,
1194,bj920394,2025-05-30,main_wave,5~10%,0.5481,neutral,32.7055,5.0,transition,"('none', False)",simulated,32.7055,40.6404,7.0,47.9557,36.5764,46.7158,21.0,expire,0.149491,32.7055,9.7269,16.0,2.0,0.95,2.0,0.03,,,,,39.7234,5.0,47.3135,21.0,39.8828,7.0,47.3135,21.0,60m
3731,bj920394,2026-01-05,main_wave,3~5%,0.3664,neutral,32.7019,2.0,transition,,low_support_skip,,,,,,,,low_support_skip,,,,,,,,,,,,,,,,,,,,,
3809,bj920394,2026-01-13,high_zone,0~3%,0.7659,bull_aligned,32.9151,5.0,transition,"('none', False)",order_timeout,32.9151,,,,,,,order_timeout,,32.9151,6.3918,22.0,1.751,0.95,1.5,0.03,,,,,48.8076,0.0,67.3146,7.0,,,,,none
3821,bj920394,2026-01-14,high_zone,5~10%,0.7597,bull_aligned,32.9587,5.0,transition,"('none', False)",order_timeout,32.9587,,,,,,,order_timeout,,32.9587,6.6054,22.0,1.766,0.95,1.5,0.03,,,,,51.7958,5.0,67.3146,6.0,,,,,none
3839,bj920394,2026-01-15,high_trap,0~3%,0.879,bull_aligned,32.9016,6.0,transition,"('none', False)",order_timeout,32.9016,,,,,,,order_timeout,,32.9016,7.0398,21.0,1.809,0.95,2.0,0.03,,,,,51.7958,4.0,67.3146,5.0,,,,,none
3872,bj920394,2026-01-19,high_zone,10~15%,0.7764,bull_aligned,32.7626,6.0,transition,"('none', False)",order_timeout,32.7626,,,,,,,order_timeout,,32.7626,9.117,19.0,1.944,0.95,1.5,0.03,,,,,51.7958,2.0,67.3146,3.0,,,,,none
3927,bj920394,2026-01-22,high_trap,15~20%,0.8563,bull_aligned,33.0613,6.0,transition,"('none', False)",order_timeout,33.0613,,,,,,,order_timeout,,33.0613,10.5721,18.0,2.0,0.95,2.0,0.03,,,,,48.1601,21.0,67.3146,0.0,,,,,none
3942,bj920394,2026-01-23,high_zone,>20%,0.7186,bull_aligned,33.392,6.0,transition,"('none', False)",order_timeout,33.392,,,,,,,order_timeout,,33.392,10.9927,18.0,2.0,0.95,1.5,0.03,,,,,48.1103,21.0,62.7526,0.0,,,,,none
4041,bj920394,2026-01-30,high_zone,15~20%,0.7233,bull_aligned,35.8756,6.0,transition,"('none', False)",order_timeout,35.8756,,,,,,,order_timeout,,35.8756,13.884,16.0,2.0,0.95,1.5,0.03,,,,,48.1103,16.0,61.2585,7.0,,,,,none
461,sz300260,2025-03-28,high_zone,15~20%,0.7194,bull_aligned,21.9991,4.0,transition,"('none', False)",simulated,21.9991,37.4514,6.0,41.9456,33.7063,41.9456,7.0,tp,0.12,21.9991,4.2515,18.0,1.869,0.95,1.5,0.03,,,,,30.6528,20.0,43.2493,7.0,32.12,6.0,43.2493,7.0,60m
2766,sz300260,2025-10-14,high_trap,>20%,1.0,bull_aligned,31.5123,6.0,transition,"('none', False)",simulated,31.5123,59.1617,8.0,66.2611,53.2455,66.2611,10.0,tp,0.120001,31.5123,10.2602,16.0,2.0,0.95,2.0,0.03,,,,,52.11,20.0,72.77,0.0,58.5,9.0,69.2,10.0,60m
2784,sz300260,2025-10-15,high_trap,>20%,1.0,bull_aligned,31.6266,6.0,transition,,cooldown,,,,,,,,cooldown,,,,,,,,,,,,,,,,,,,,,
2963,sz300260,2025-10-29,main_wave,>20%,0.6222,bull_aligned,37.8923,6.0,transition,"('none', False)",order_timeout,37.8923,,,,,,,order_timeout,,37.8923,14.0918,17.0,2.0,0.95,2.0,0.03,,,,,51.12,21.0,68.0,0.0,,,,,none
463,sh600126,2025-03-28,main_wave,0~3%,0.6268,neutral,8.6506,4.0,transition,"('none', False)",order_timeout,8.6506,,,,,,,order_timeout,,8.6506,3.4272,16.0,2.0,0.95,2.0,0.03,,,,,10.13,0.0,12.82,7.0,,,,,none
484,sh600126,2025-03-31,main_wave,10~15%,0.6457,neutral,8.5741,4.0,transition,"('none', False)",order_timeout,8.5741,,,,,,,order_timeout,,8.5741,3.3675,17.0,2.0,0.95,2.0,0.03,,,,,10.41,4.0,12.82,6.0,,,,,none
468,sz300167,2025-03-28,high_trap,>20%,0.8582,bull_aligned,2.1992,5.0,transition,"('none', False)",order_timeout,2.1992,,,,,,,order_timeout,,2.1992,0.8152,19.0,2.0,0.95,2.0,0.03,,,,,3.05,4.0,4.2,19.0,,,,,none
472,sz300611,2025-03-28,high_trap,>20%,0.9151,bull_aligned,14.695,5.0,transition,"('none', False)",simulated,14.695,26.1476,8.0,29.2854,23.5329,27.9966,21.0,expire,0.070712,14.695,8.4341,17.0,2.0,0.95,2.0,0.03,,,,,21.7795,6.0,34.3721,1.0,23.8585,13.0,28.4421,21.0,60m
473,sz300871,2025-03-28,high_trap,15~20%,1.0,bull_aligned,10.0515,5.0,transition,"('none', False)",order_timeout,10.0515,,,,,,,order_timeout,,10.0515,2.2015,15.0,1.863,0.95,2.0,0.03,,,,,19.9608,0.0,38.5439,4.0,,,,,none
504,sz300871,2025-04-01,high_trap,>20%,0.9881,bull_aligned,10.1435,5.0,transition,"('none', False)",order_timeout,10.1435,,,,,,,order_timeout,,10.1435,2.3978,18.0,1.909,0.95,2.0,0.03,,,,,20.5356,17.0,38.5439,2.0,,,,,none
519,sz300871,2025-04-02,high_trap,>20%,0.8354,bull_aligned,10.1902,6.0,transition,"('none', False)",order_timeout,10.1902,,,,,,,order_timeout,,10.1902,2.7282,18.0,1.998,0.95,2.0,0.03,,,,,20.5356,16.0,38.5439,1.0,,,,,none
538,sz300871,2025-04-03,high_trap,>20%,1.0,bull_aligned,10.3141,6.0,transition,"('none', False)",order_timeout,10.3141,,,,,,,order_timeout,,10.3141,3.0596,18.0,2.0,0.95,2.0,0.03,,,,,20.5356,15.0,38.5439,0.0,,,,,none
562,sz300871,2025-04-07,high_trap,>20%,1.0,bull_aligned,10.5758,6.0,transition,"('none', False)",order_timeout,10.5758,,,,,,,order_timeout,,10.5758,3.7798,19.0,2.0,0.95,2.0,0.03,,,,,20.5356,14.0,36.3337,0.0,,,,,none
480,sh605100,2025-03-31,main_wave,15~20%,0.5245,neutral,12.5304,4.0,transition,"('none', False)",order_timeout,12.5304,,,,,,,order_timeout,,12.5304,4.819,16.0,2.0,0.95,2.0,0.03,,,,,13.7065,4.0,16.7931,0.0,,,,,none
483,sh688393,2025-03-31,main_wave,>20%,0.6185,neutral,26.8459,4.0,transition,"('none', False)",order_timeout,26.8459,,,,,,,order_timeout,,26.8459,10.3618,15.0,2.0,0.95,2.0,0.03,,,,,25.9023,5.0,38.1791,0.0,,,,,none
486,sh600289,2025-03-31,high_zone,>20%,0.7234,neutral,6.294,5.0,transition,"('none', False)",order_timeout,6.294,,,,,,,order_timeout,,6.294,0.8197,12.0,1.633,0.98,1.5,0.03,,,,,5.41,6.0,7.4,0.0,,,,,none
550,sh600289,2025-04-03,main_wave,10~15%,0.6797,neutral,6.19,5.0,transition,"('none', False)",order_timeout,6.19,,,,,,,order_timeout,,6.19,1.0165,13.0,1.619,0.95,2.0,0.03,,,,,5.41,3.0,7.33,8.0,,,,,none
489,sz002549,2025-03-31,main_wave,0~3%,0.5488,bull_aligned,5.7236,4.0,transition,"('none', False)",order_timeout,5.7236,,,,,,,order_timeout,,5.7236,0.7405,17.0,1.446,0.95,2.0,0.03,,,,,8.1362,19.0,12.1943,4.0,,,,,none
518,sz002549,2025-04-02,high_zone,15~20%,0.7493,bull_aligned,5.7509,5.0,transition,"('none', False)",order_timeout,5.7509,,,,,,,order_timeout,,5.7509,0.7419,18.0,1.438,0.95,1.5,0.03,,,,,8.1362,17.0,12.1943,2.0,,,,,none
539,sz002549,2025-04-03,high_trap,10~15%,0.971,bull_aligned,5.7766,5.0,transition,"('none', False)",order_timeout,5.7766,,,,,,,order_timeout,,5.7766,0.7703,18.0,1.471,0.95,2.0,0.03,,,,,8.1362,16.0,12.1943,1.0,,,,,none
1583,sz002549,2025-07-02,high_zone,10~15%,0.7128,neutral,7.8508,6.0,transition,"('none', False)",simulated,7.8508,11.2388,11.0,12.3627,10.1149,12.3627,15.0,tp,0.100001,7.8508,2.1511,21.0,2.0,0.95,1.5,0.03,,,,,10.9879,10.0,13.6601,0.0,11.0876,11.0,12.9621,15.0,60m
1604,sz002549,2025-07-03,high_trap,15~20%,0.8661,neutral,7.888,6.0,transition,,cooldown,,,,,,,,cooldown,,,,,,,,,,,,,,,,,,,,,
491,sz301032,2025-03-31,main_wave,>20%,0.5199,neutral,9.3277,5.0,transition,"('none', False)",order_timeout,9.3277,,,,,,,order_timeout,,9.3277,4.5267,17.0,2.0,0.95,2.0,0.03,,,,,11.0364,3.0,14.8198,0.0,,,,,none
494,sz300718,2025-03-31,main_wave,>20%,0.6517,neutral,67.8632,4.0,transition,"('none', False)",order_timeout,67.8632,,,,,,,order_timeout,,67.8632,27.4604,16.0,2.0,0.95,2.0,0.03,,,,,63.1038,5.0,87.1159,15.0,,,,,none
500,sh603353,2025-04-01,high_trap,>20%,0.8147,bull_aligned,12.8518,5.0,transition,"('none', False)",order_timeout,12.8518,,,,,,,order_timeout,,12.8518,2.0577,19.0,1.742,0.95,2.0,0.03,,,,,12.4086,4.0,21.2506,0.0,,,,,none
3198,sh603353,2025-11-19,high_trap,>20%,1.0,bull_aligned,16.9811,6.0,transition,"('none', False)",order_timeout,16.9811,,,,,,,order_timeout,,16.9811,4.1593,15.0,1.717,0.95,2.0,0.03,,,,,25.7505,21.0,37.7806,10.0,,,,,none
3329,sh603353,2025-11-28,main_wave,>20%,0.5761,neutral,19.1692,6.0,transition,"('none', False)",order_timeout,19.1692,,,,,,,order_timeout,,19.1692,6.3048,15.0,1.965,0.95,2.0,0.03,,,,,24.3188,20.0,37.7806,3.0,,,,,none
3374,sh603353,2025-12-03,high_trap,>20%,0.8703,bull_aligned,19.8648,6.0,transition,"('none', False)",order_timeout,19.8648,,,,,,,order_timeout,,19.8648,7.0241,15.0,2.0,0.95,2.0,0.03,,,,,24.3188,17.0,37.7806,0.0,,,,,none
3392,sh603353,2025-12-04,high_trap,>20%,0.8265,bull_aligned,20.1405,6.0,transition,"('none', False)",order_timeout,20.1405,,,,,,,order_timeout,,20.1405,7.2419,15.0,2.0,0.95,2.0,0.03,,,,,24.3188,16.0,35.1559,0.0,,,,,none
501,bj920230,2025-04-01,main_wave,>20%,0.5478,neutral,11.2271,4.0,transition,"('none', False)",simulated,11.2271,18.4608,6.0,21.7837,16.6147,16.6147,9.0,sl,-0.099999,11.2271,3.4373,15.0,2.0,0.95,2.0,0.03,,,,,14.8935,3.0,22.9413,1.0,16.3101,9.0,19.5261,6.0,60m
515,bj920230,2025-04-02,main_wave,>20%,0.5342,neutral,11.1608,5.0,transition,,cooldown,,,,,,,,cooldown,,,,,,,,,,,,,,,,,,,,,
534,bj920230,2025-04-03,high_trap,15~20%,0.8547,bull_aligned,11.015,5.0,transition,,cooldown,,,,,,,,cooldown,,,,,,,,,,,,,,,,,,,,,
557,bj920230,2025-04-07,high_trap,3~5%,0.8999,bull_aligned,10.8343,6.0,transition,"('none', False)",order_timeout,10.8343,,,,,,,order_timeout,,10.8343,4.2451,17.0,2.0,0.95,2.0,0.03,,,,,14.8935,0.0,20.8126,2.0,,,,,none
573,bj920230,2025-04-08,high_trap,5~10%,0.8999,bull_aligned,10.8343,6.0,transition,"('none', False)",order_timeout,10.8343,,,,,,,order_timeout,,10.8343,4.2451,17.0,2.0,0.95,2.0,0.03,,,,,15.0083,14.0,20.8126,1.0,,,,,none
591,bj920230,2025-04-09,main_wave,10~15%,0.4913,neutral,10.7313,6.0,transition,"('none', False)",order_timeout,10.7313,,,,,,,order_timeout,,10.7313,4.4742,18.0,2.0,0.95,2.0,0.03,,,,,15.0083,13.0,20.8126,0.0,,,,,none
612,bj920230,2025-04-10,main_wave,15~20%,0.6481,bull_aligned,10.6227,6.0,transition,"('none', False)",order_timeout,10.6227,,,,,,,order_timeout,,10.6227,4.8,18.0,2.0,0.95,2.0,0.03,,,,,15.0083,12.0,20.713,5.0,,,,,none
3331,bj920230,2025-12-01,abyss_bottom,10~15%,0.0099,bear_aligned,12.7164,0.0,bottom,,low_support_skip,,,,,,,,low_support_skip,,,,,,,,,,,,,,,,,,,,,
503,sz300963,2025-04-01,high_zone,>20%,0.7454,bull_aligned,5.9755,5.0,transition,"('none', False)",order_timeout,5.9755,,,,,,,order_timeout,,5.9755,1.1606,15.0,1.703,0.95,1.5,0.03,,,,,8.6214,4.0,14.2,17.0,,,,,none
520,sz300963,2025-04-02,high_trap,10~15%,0.8327,bull_aligned,5.9098,6.0,transition,"('none', False)",order_timeout,5.9098,,,,,,,order_timeout,,5.9098,1.3279,15.0,1.796,0.95,2.0,0.03,,,,,8.6214,3.0,14.2,16.0,,,,,none
1262,sz300963,2025-06-06,high_zone,3~5%,0.7099,bull_aligned,10.4595,6.0,transition,"('none', False)",simulated,10.4595,24.2897,7.0,27.2044,21.8607,21.8607,14.0,sl,-0.1,10.4595,7.5085,17.0,2.0,0.95,1.5,0.03,,,,,21.36,5.0,27.15,7.0,21.51,14.0,27.15,7.0,60m
510,sh688776,2025-04-01,high_trap,>20%,0.8597,bull_aligned,51.8895,5.0,transition,"('none', False)",order_timeout,51.8895,,,,,,,order_timeout,,51.8895,18.133,14.0,2.0,0.95,2.0,0.03,,,,,62.11,4.0,104.28,0.0,,,,,none
513,sz001333,2025-04-01,high_zone,>20%,0.7625,neutral,17.4634,5.0,transition,"('none', False)",order_timeout,17.4634,,,,,,,order_timeout,,17.4634,3.4569,16.0,1.557,0.95,1.5,0.03,,,,,17.2217,4.0,29.3545,0.0,,,,,none
514,bj920367,2025-04-01,main_wave,>20%,0.5922,neutral,20.0047,4.0,transition,"('none', False)",simulated,20.0047,26.1346,1.0,30.8388,23.5211,23.5211,2.0,sl,-0.100002,20.0047,9.0243,18.0,2.0,0.95,2.0,0.03,,,,,19.411,2.0,29.4149,16.0,19.411,2.0,27.4459,1.0,60m
817,bj920367,2025-04-25,main_wave,5~10%,0.5124,neutral,19.0604,4.0,transition,"('none', False)",order_timeout,19.0604,,,,,,,order_timeout,,19.0604,8.2184,20.0,2.0,0.95,2.0,0.03,,,,,23.1799,1.0,31.0755,11.0,,,,,none
3812,bj920367,2026-01-13,bottom_start,15~20%,0.2046,neutral,18.3505,1.0,bottom,,low_support_skip,,,,,,,,low_support_skip,,,,,,,,,,,,,,,,,,,,,
521,bj920735,2025-04-02,high_zone,15~20%,0.7752,bull_aligned,18.0012,6.0,transition,"('none', False)",order_timeout,18.0012,,,,,,,order_timeout,,18.0012,4.7311,15.0,1.908,0.95,1.5,0.03,,,,,22.838,3.0,39.5424,10.0,,,,,none
715,bj920735,2025-04-17,high_trap,15~20%,0.9891,bull_aligned,18.4653,6.0,transition,"('none', False)",order_timeout,18.4653,,,,,,,order_timeout,,18.4653,7.1479,14.0,2.0,0.95,2.0,0.03,,,,,29.5886,6.0,39.5424,0.0,,,,,none
729,bj920735,2025-04-18,high_trap,10~15%,0.831,bull_aligned,18.6024,6.0,transition,"('none', False)",order_timeout,18.6024,,,,,,,order_timeout,,18.6024,7.3338,14.0,2.0,0.95,2.0,0.03,,,,,29.5886,5.0,37.3417,2.0,,,,,none
1231,bj920735,2025-06-04,high_zone,15~20%,0.7497,neutral,26.7637,6.0,transition,"('none', False)",order_timeout,26.7637,,,,,,,order_timeout,,26.7637,7.2081,14.0,2.0,0.95,1.5,0.03,,,,,31.4327,12.0,43.0079,3.0,,,,,none
522,sz301210,2025-04-02,main_wave,>20%,0.4355,neutral,21.7168,5.0,transition,"('none', False)",simulated,21.7168,23.1034,5.0,25.8758,20.793,25.8758,11.0,tp,0.120001,21.7168,10.5366,18.0,2.0,0.95,2.0,0.03,,,,,19.1214,3.0,38.2784,21.0,22.0272,10.0,26.3504,11.0,60m
809,sz301210,2025-04-25,main_wave,>20%,0.4732,neutral,20.383,5.0,transition,"('none', False)",order_timeout,20.383,,,,,,,order_timeout,,20.383,8.0054,22.0,2.0,0.95,2.0,0.03,,,,,30.3569,21.0,38.2784,5.0,,,,,none
523,sz300100,2025-04-02,high_zone,>20%,0.7191,bull_aligned,26.4257,6.0,transition,"('none', False)",simulated,26.4257,44.1357,1.0,49.432,39.7221,39.7221,1.0,sl,-0.100001,26.4257,12.4379,16.0,2.0,0.95,1.5,0.03,,,,,34.1242,3.0,58.3506,14.0,38.0294,1.0,44.2138,1.0,60m
524,sh603985,2025-04-02,main_wave,>20%,0.6767,neutral,11.2107,5.0,transition,"('none', False)",order_timeout,11.2107,,,,,,,order_timeout,,11.2107,3.1353,15.0,2.0,0.95,2.0,0.03,,,,,12.4396,3.0,19.3327,19.0,,,,,none
527,sz301075,2025-04-02,high_trap,>20%,1.0,bull_aligned,17.1368,6.0,transition,"('none', False)",order_timeout,17.1368,,,,,,,order_timeout,,17.1368,4.0987,14.0,1.844,0.95,2.0,0.03,,,,,19.14,3.0,34.5,0.0,,,,,none
529,bj920047,2025-04-02,high_zone,10~15%,0.7325,bull_aligned,11.8848,5.0,transition,"('none', False)",order_timeout,11.8848,,,,,,,order_timeout,,11.8848,2.5878,13.0,1.895,0.95,1.5,0.03,,,,,13.08,1.0,19.5,18.0,,,,,none
567,bj920047,2025-04-07,main_wave,0~3%,0.6062,bull_aligned,11.9154,6.0,transition,"('none', False)",simulated,11.9154,14.673,3.0,17.3141,13.2057,17.3141,6.0,tp,0.179997,11.9154,2.8909,13.0,1.938,0.95,2.0,0.03,,,,,13.17,0.0,19.5,16.0,14.41,4.0,17.5,6.0,60m
691,bj920047,2025-04-16,high_zone,5~10%,0.7736,bull_aligned,11.6372,5.0,transition,"('none', False)",order_timeout,11.6372,,,,,,,order_timeout,,11.6372,3.283,15.0,2.0,0.95,1.5,0.03,,,,,15.6,2.0,19.5,9.0,,,,,none
1186,bj920047,2025-05-30,high_zone,5~10%,0.7337,neutral,13.5789,6.0,transition,"('none', False)",order_timeout,13.5789,,,,,,,order_timeout,,13.5789,3.7,16.0,2.0,0.95,1.5,0.03,,,,,18.88,14.0,26.19,0.0,,,,,none
1201,bj920047,2025-06-03,high_trap,>20%,0.8276,bull_aligned,13.5759,6.0,transition,"('none', False)",order_timeout,13.5759,,,,,,,order_timeout,,13.5759,3.8337,16.0,2.0,0.95,2.0,0.03,,,,,18.88,13.0,25.62,3.0,,,,,none
1223,bj920047,2025-06-04,high_trap,>20%,0.8276,bull_aligned,13.5759,6.0,transition,"('none', False)",order_timeout,13.5759,,,,,,,order_timeout,,13.5759,3.8337,16.0,2.0,0.95,2.0,0.03,,,,,18.88,12.0,25.62,2.0,,,,,none
1238,bj920047,2025-06-05,high_trap,10~15%,0.9135,bull_aligned,13.416,6.0,transition,"('none', False)",order_timeout,13.416,,,,,,,order_timeout,,13.416,4.1246,17.0,2.0,0.95,2.0,0.03,,,,,18.88,11.0,25.62,1.0,,,,,none
1338,bj920047,2025-06-12,high_zone,15~20%,0.7807,bull_aligned,13.5098,6.0,transition,"('none', False)",order_timeout,13.5098,,,,,,,order_timeout,,13.5098,5.4904,17.0,2.0,0.95,1.5,0.03,,,,,18.88,6.0,23.98,16.0,,,,,none
1570,bj920047,2025-07-01,main_wave,5~10%,0.6816,neutral,15.121,6.0,transition,"('none', False)",simulated,15.121,22.382,10.0,26.4108,20.1438,26.4108,20.0,tp,0.180002,15.121,5.7578,18.0,2.0,0.95,2.0,0.03,,,,,20.72,15.0,26.49,20.0,20.72,15.0,26.49,20.0,60m
1623,bj920047,2025-07-04,high_zone,5~10%,0.7166,neutral,15.5988,6.0,transition,,cooldown,,,,,,,,cooldown,,,,,,,,,,,,,,,,,,,,,
2173,bj920047,2025-08-19,high_zone,5~10%,0.7673,bull_aligned,18.6499,6.0,transition,"('none', False)",simulated,18.6499,26.975,8.0,31.8305,24.2775,25.23,21.0,expire,-0.06469,18.6499,5.0521,18.0,2.0,0.95,1.5,0.03,,,,,25.06,21.0,30.3,1.0,25.06,21.0,28.98,13.0,60m
2207,bj920047,2025-08-21,high_zone,15~20%,0.7913,bull_aligned,18.7441,6.0,transition,,cooldown,,,,,,,,cooldown,,,,,,,,,,,,,,,,,,,,,
2790,bj920047,2025-10-16,main_wave,5~10%,0.5108,bear_aligned,21.0028,4.0,transition,"('none', False)",simulated,21.0028,24.6557,0.0,29.0937,22.1901,25.73,15.0,expire,0.043573,21.0028,5.1633,21.0,2.0,0.95,2.0,0.03,,,,,23.66,1.0,28.15,11.0,23.66,1.0,28.15,11.0,60m
530,bj920199,2025-04-02,main_wave,>20%,0.4607,neutral,21.2322,4.0,bottom,,ma_zone_skip_bottom,,,,,,,,ma_zone_skip_bottom,,,,,,,,,,,,,,,,,,,,,
891,bj920199,2025-05-06,main_wave,15~20%,0.443,neutral,19.9713,4.0,transition,"('none', False)",order_timeout,19.9713,,,,,,,order_timeout,,19.9713,7.3947,22.0,2.0,0.95,2.0,0.03,,,,,26.0,13.0,37.84,0.0,,,,,none
914,bj920199,2025-05-07,main_wave,15~20%,0.443,neutral,19.9713,4.0,transition,"('none', False)",order_timeout,19.9713,,,,,,,order_timeout,,19.9713,7.3947,22.0,2.0,0.95,2.0,0.03,,,,,26.0,12.0,32.15,21.0,,,,,none
931,bj920199,2025-05-08,main_wave,15~20%,0.6229,neutral,19.8785,4.0,transition,"('none', False)",order_timeout,19.8785,,,,,,,order_timeout,,19.8785,7.5305,23.0,2.0,0.95,2.0,0.03,,,,,26.0,11.0,33.95,21.0,,,,,none
946,bj920199,2025-05-09,main_wave,10~15%,0.5981,neutral,19.7854,5.0,transition,"('none', False)",order_timeout,19.7854,,,,,,,order_timeout,,19.7854,7.6973,23.0,2.0,0.95,2.0,0.03,,,,,26.0,10.0,33.95,20.0,,,,,none
1032,bj920199,2025-05-16,main_wave,10~15%,0.4399,bull_aligned,19.8803,6.0,transition,"('none', False)",simulated,19.8803,27.1843,9.0,32.0775,24.4659,32.0775,14.0,tp,0.18,19.8803,8.1121,22.0,2.0,0.95,2.0,0.03,,,,,26.0,5.0,48.04,21.0,26.88,9.0,32.15,14.0,60m
1062,bj920199,2025-05-20,main_wave,15~20%,0.4744,bull_aligned,20.1013,6.0,transition,,cooldown,,,,,,,,cooldown,,,,,,,,,,,,,,,,,,,,,
1335,bj920199,2025-06-12,main_wave,3~5%,0.6006,neutral,21.7079,6.0,transition,"('none', False)",order_timeout,21.7079,,,,,,,order_timeout,,21.7079,7.3967,19.0,2.0,0.95,2.0,0.03,,,,,30.7,0.0,48.04,3.0,,,,,none
1380,bj920199,2025-06-17,main_wave,>20%,0.6556,bull_aligned,21.8905,6.0,transition,"('none', False)",order_timeout,21.8905,,,,,,,order_timeout,,21.8905,7.5825,19.0,2.0,0.95,2.0,0.03,,,,,32.42,3.0,48.04,0.0,,,,,none
1397,bj920199,2025-06-18,main_wave,10~15%,0.6957,bull_aligned,21.9507,6.0,transition,"('none', False)",order_timeout,21.9507,,,,,,,order_timeout,,21.9507,7.6871,19.0,2.0,0.95,2.0,0.03,,,,,32.42,2.0,44.04,8.0,,,,,none
1415,bj920199,2025-06-19,high_trap,10~15%,1.0,bull_aligned,22.0819,6.0,transition,"('none', False)",simulated,22.0819,35.101,2.0,41.4192,31.5909,41.4192,7.0,tp,0.180001,22.0819,7.8116,19.0,2.0,0.95,2.0,0.03,,,,,32.42,1.0,44.04,7.0,33.66,2.0,44.04,7.0,60m
1473,bj920199,2025-06-24,main_wave,3~5%,0.5019,bull_aligned,22.4049,6.0,transition,"('none', False)",order_timeout,22.4049,,,,,,,order_timeout,,22.4049,8.9436,18.0,2.0,0.95,2.0,0.03,,,,,33.87,2.0,44.04,4.0,,,,,none
1549,bj920199,2025-06-30,main_wave,5~10%,0.5681,bull_aligned,23.1847,6.0,transition,"('none', False)",order_timeout,23.1847,,,,,,,order_timeout,,23.1847,9.9351,18.0,2.0,0.95,2.0,0.03,,,,,33.94,10.0,44.04,0.0,,,,,none
1557,bj920199,2025-07-01,main_wave,10~15%,0.5681,bull_aligned,23.1847,6.0,transition,"('none', False)",order_timeout,23.1847,,,,,,,order_timeout,,23.1847,9.9351,18.0,2.0,0.95,2.0,0.03,,,,,33.9,21.0,42.64,2.0,,,,,none
2061,bj920199,2025-08-08,main_wave,3~5%,0.5528,neutral,28.8184,4.0,transition,"('none', False)",order_timeout,28.8184,,,,,,,order_timeout,,28.8184,8.1497,18.0,2.0,0.95,2.0,0.03,,,,,39.02,13.0,51.7,3.0,,,,,none
2075,bj920199,2025-08-11,main_wave,5~10%,0.6806,bull_aligned,28.4999,6.0,transition,"('none', False)",order_timeout,28.4999,,,,,,,order_timeout,,28.4999,8.6629,19.0,2.0,0.95,2.0,0.03,,,,,39.02,12.0,51.7,2.0,,,,,none
2086,bj920199,2025-08-12,main_wave,10~15%,0.6806,bull_aligned,28.4999,6.0,transition,"('none', False)",order_timeout,28.4999,,,,,,,order_timeout,,28.4999,8.6629,19.0,2.0,0.95,2.0,0.03,,,,,38.79,21.0,51.7,1.0,,,,,none
2103,bj920199,2025-08-13,main_wave,15~20%,0.6708,bull_aligned,28.4072,6.0,transition,"('none', False)",order_timeout,28.4072,,,,,,,order_timeout,,28.4072,8.9915,19.0,2.0,0.95,2.0,0.03,,,,,38.79,20.0,51.7,0.0,,,,,none
2121,bj920199,2025-08-14,high_zone,15~20%,0.7376,bull_aligned,28.305,6.0,transition,"('none', False)",simulated,28.305,42.081,11.0,49.6556,37.8729,39.85,21.0,expire,-0.053017,28.305,9.3887,19.0,2.0,0.95,1.5,0.03,,,,,38.79,19.0,51.02,0.0,38.79,19.0,43.95,11.0,60m
3750,bj920199,2026-01-07,main_wave,>20%,0.611,bull_aligned,29.6964,5.0,transition,"('none', False)",order_timeout,29.6964,,,,,,,order_timeout,,29.6964,6.7754,21.0,2.0,0.95,2.0,0.03,,,,,40.3,17.0,61.64,0.0,,,,,none
3765,bj920199,2026-01-08,high_trap,>20%,1.0,bull_aligned,29.956,5.0,transition,"('none', False)",order_timeout,29.956,,,,,,,order_timeout,,29.956,6.7844,22.0,2.0,0.95,2.0,0.03,,,,,40.3,16.0,59.59,1.0,,,,,none
