signal_idx,stock_code,t0_date,zone_tag,dd_tier,position_ratio,trend_tag,golden_trend_t0,support_score,ma_zone,status,target_entry_price,actual_entry_price,entry_day_idx,tp_price,sl_price,exit_price,exit_day_idx,exit_reason,pnl,gt_t0,gt_channel_width,gt_n,gt_k,gt_offset,tp_mult,sl_buffer,gt_at_entry,ema_h_at_entry,channel_at_entry,gap_at_entry,fwd_low,fwd_low_day,fwd_high,fwd_high_day,hold_low,hold_low_day,hold_high,hold_high_day,entry_type
2889,bj920152,2025-10-23,high_zone,5~10%,0.7382,bull_aligned,18.3724,6.0,transition,simulated,18.3724,23.836,5.0,28.1265,21.4524,28.1265,6.0,tp,0.180001,18.3724,3.3731,19.0,1.695,0.95,1.5,0.03,,,,,22.8,4.0,32.3,21.0,23.27,5.0,28.78,6.0,60m
60,bj920171,2025-02-26,high_zone,5~10%,0.7927,bull_aligned,15.0142,4.0,transition,simulated,15.0142,30.7793,11.0,36.3196,27.7014,36.3196,11.0,tp,0.18,15.0142,7.9944,24.0,2.0,0.95,1.5,0.03,,,,,26.07,2.0,38.87,11.0,30.06,11.0,38.87,11.0,60m
270,bj920130,2025-03-13,high_zone,>20%,0.7598,bull_aligned,15.3985,4.0,transition,simulated,15.3985,34.2267,11.0,40.3875,30.804,40.3875,11.0,tp,0.180001,15.3985,6.5863,19.0,2.0,0.95,1.5,0.03,,,,,25.2,15.0,49.5,0.0,32.0,11.0,41.8,11.0,60m
353,bj920130,2025-03-20,main_wave,>20%,0.5907,bull_aligned,16.8844,4.0,transition,simulated,16.8844,34.2267,6.0,40.3875,30.804,40.3875,6.0,tp,0.180001,16.8844,10.0459,18.0,2.0,0.95,2.0,0.03,,,,,25.2,10.0,42.99,8.0,32.0,6.0,41.8,6.0,60m
427,bj920130,2025-03-26,main_wave,>20%,0.5277,bull_aligned,18.4658,5.0,transition,simulated,18.4658,32.3347,10.0,38.1549,29.1012,33.37,12.0,kdj_exit,0.032019,18.4658,11.7051,18.0,2.0,0.95,2.0,0.03,,,,,25.2,6.0,42.99,4.0,31.01,10.0,35.96,12.0,60m
487,bj920130,2025-03-31,main_wave,>20%,0.5084,bull_aligned,19.9653,5.0,transition,simulated,19.9653,32.3347,7.0,38.1549,29.1012,33.37,9.0,kdj_exit,0.032019,19.9653,12.3528,18.0,2.0,0.95,2.0,0.03,,,,,25.2,3.0,42.99,1.0,31.01,7.0,35.96,9.0,60m
154,bj920906,2025-03-05,high_zone,>20%,0.7057,bull_aligned,15.7851,4.0,transition,simulated,15.7851,28.6061,8.0,33.7552,25.7455,33.7552,9.0,tp,0.18,15.7851,6.5671,21.0,2.0,0.95,1.5,0.03,,,,,17.0654,21.0,39.6871,9.0,27.7512,8.0,39.6871,9.0,60m
2480,bj920906,2025-09-12,main_wave,15~20%,0.5377,bull_aligned,20.0305,6.0,transition,simulated,20.0305,32.3526,1.0,38.1761,29.1174,35.1507,2.0,kdj_exit,0.086488,20.0305,7.694,20.0,2.0,0.95,2.0,0.03,,,,,27.324,18.0,36.505,3.0,32.263,1.0,35.7283,2.0,60m
8,bj920627,2025-02-21,main_wave,3~5%,0.6586,bull_aligned,16.2765,4.0,transition,simulated,16.2765,27.1356,3.0,32.02,24.422,32.02,4.0,tp,0.180001,16.2765,6.5235,23.0,2.0,0.95,2.0,0.03,,,,,25.3549,1.0,37.4116,5.0,26.4771,3.0,32.0784,4.0,60m
758,bj920953,2025-04-22,main_wave,5~10%,0.5194,neutral,26.4903,4.0,transition,simulated,26.4903,35.147,5.0,41.4735,31.6323,41.4735,6.0,tp,0.18,26.4903,10.3078,21.0,2.0,0.95,2.0,0.03,,,,,33.8461,1.0,43.0549,7.0,34.9421,5.0,41.902,6.0,60m
3947,bj920207,2026-01-23,main_wave,15~20%,0.3008,bull_aligned,18.4823,6.0,transition,simulated,18.4823,31.1218,3.0,36.7237,28.0096,28.0096,12.0,sl,-0.1,18.4823,8.112,20.0,2.0,0.95,2.0,0.03,,,,,27.7915,12.0,39.6666,21.0,27.7915,12.0,35.1375,3.0,60m
3597,bj920363,2025-12-22,main_wave,5~10%,0.3629,neutral,12.153,4.0,transition,simulated,12.153,15.394,2.0,18.1649,13.8546,14.4318,5.0,ma_support_break,-0.0625,12.153,2.3855,22.0,1.73,0.95,2.0,0.03,,,,,14.3938,6.0,17.6228,12.0,14.4014,5.0,16.2748,2.0,60m
1651,bj920184,2025-07-08,main_wave,5~10%,0.6117,bull_aligned,12.1265,6.0,transition,simulated,12.1265,19.294,10.0,22.7669,17.3646,22.7669,10.0,tp,0.179998,12.1265,3.3152,19.0,2.0,0.95,2.0,0.03,,,,,16.7436,1.0,26.0523,12.0,18.7858,10.0,22.7908,10.0,60m
1715,bj920184,2025-07-14,high_trap,10~15%,0.8362,bull_aligned,12.232,6.0,transition,simulated,12.232,19.294,6.0,22.7669,17.3646,22.7669,6.0,tp,0.179998,12.232,3.9145,19.0,2.0,0.95,2.0,0.03,,,,,18.3496,3.0,26.0523,8.0,18.7858,6.0,22.7908,6.0,60m
1832,bj920706,2025-07-23,high_trap,3~5%,0.8588,neutral,16.2502,4.0,transition,simulated,16.2502,25.8785,11.0,30.5366,23.2906,30.5366,11.0,tp,0.18,16.2502,3.2698,19.0,2.0,0.95,2.0,0.03,,,,,24.3356,8.0,35.7385,1.0,25.0805,11.0,30.9509,11.0,60m
1882,bj920706,2025-07-28,high_zone,15~20%,0.7703,bull_aligned,15.9531,6.0,transition,simulated,15.9531,25.8785,8.0,30.5366,23.2906,30.5366,8.0,tp,0.18,15.9531,4.4289,22.0,2.0,0.95,1.5,0.03,,,,,24.3356,5.0,33.2255,0.0,25.0805,8.0,30.9509,8.0,60m
2440,bj920146,2025-09-09,high_trap,>20%,0.8304,bull_aligned,8.8774,6.0,transition,simulated,8.8774,10.9697,6.0,12.9442,9.8727,9.8727,12.0,sl,-0.1,8.8774,1.3956,21.0,1.562,0.95,2.0,0.03,,,,,9.23,17.0,12.71,6.0,9.79,12.0,12.71,6.0,60m
4195,bj920493,2026-02-12,main_wave,>20%,0.5275,bull_aligned,121.5093,6.0,transition,simulated,121.5093,163.048,10.0,192.3966,146.7432,174.3,11.0,kdj_exit,0.06901,121.5093,37.8333,17.0,2.0,0.95,2.0,0.03,,,,,145.18,21.0,194.0,0.0,160.06,10.0,188.0,10.0,60m
52,bj920834,2025-02-25,high_trap,5~10%,0.8511,bull_aligned,6.5012,4.0,transition,simulated,6.5012,9.724,5.0,11.4743,8.7516,9.9373,6.0,rsi_exit,0.021936,6.5012,1.6703,22.0,2.0,0.95,2.0,0.03,,,,,8.9996,2.0,13.4173,21.0,9.5699,5.0,10.2273,6.0,60m
281,bj920570,2025-03-14,high_zone,>20%,0.7529,bull_aligned,25.0874,4.0,transition,simulated,25.0874,44.4626,4.0,52.4659,40.0164,52.4659,5.0,tp,0.18,25.0874,8.7716,16.0,2.0,0.95,1.5,0.03,,,,,25.6597,14.0,56.6074,0.0,44.2719,4.0,52.6256,5.0,60m
1581,bj920570,2025-07-02,main_wave,15~20%,0.4991,bull_aligned,31.6985,6.0,transition,simulated,31.6985,42.487,6.0,50.1347,38.2383,42.73,7.0,rsi_exit,0.005719,31.6985,7.926,18.0,2.0,0.95,2.0,0.03,,,,,39.5,20.0,47.55,0.0,42.17,6.0,44.49,7.0,60m
1181,bj920579,2025-05-29,main_wave,15~20%,0.4179,bear_aligned,23.5634,5.0,transition,simulated,23.5634,31.5009,7.0,37.1711,28.3508,31.6661,8.0,rsi_exit,0.005243,23.5634,6.8062,20.0,2.0,0.95,2.0,0.03,,,,,27.3207,15.0,34.3032,0.0,31.0367,7.0,31.9657,8.0,60m
71,bj920896,2025-02-26,main_wave,10~15%,0.6693,bull_aligned,13.038,4.0,transition,simulated,13.038,20.4742,4.0,24.1596,18.4268,21.9166,5.0,rsi_exit,0.070447,13.038,4.9646,22.0,2.0,0.95,2.0,0.03,,,,,18.6503,17.0,26.3078,7.0,20.1206,4.0,22.9922,4.0,60m
211,bj920896,2025-03-10,high_trap,>20%,0.8631,bull_aligned,14.0897,4.0,transition,simulated,14.0897,22.7481,4.0,26.8428,20.4733,23.9987,5.0,rsi_exit,0.054976,14.0897,5.8597,16.0,2.0,0.95,2.0,0.03,,,,,12.6704,18.0,25.5579,6.0,22.6271,4.0,24.3342,5.0,60m
80,bj920026,2025-02-27,main_wave,5~10%,0.4675,bull_aligned,13.067,4.0,transition,simulated,13.067,18.2902,2.0,21.5824,16.4611,21.5824,3.0,tp,0.180001,13.067,4.0301,21.0,2.0,0.95,2.0,0.03,,,,,17.6165,1.0,30.2883,8.0,18.0885,2.0,22.3218,3.0,60m
2330,bj920026,2025-09-01,main_wave,10~15%,0.5936,neutral,18.6954,6.0,transition,simulated,18.6954,28.8881,10.0,34.0879,25.9993,30.1609,11.0,kdj_exit,0.044061,18.6954,7.2946,18.0,2.0,0.95,2.0,0.03,,,,,26.0455,20.0,33.1059,4.0,28.7442,10.0,31.868,11.0,60m
2418,bj920839,2025-09-08,main_wave,5~10%,0.5374,bull_aligned,27.4349,6.0,transition,simulated,27.4349,40.4657,6.0,47.7495,36.4191,43.42,7.0,kdj_exit,0.073008,27.4349,10.5503,19.0,2.0,0.95,2.0,0.03,,,,,39.28,2.0,60.86,20.0,40.1,6.0,47.23,6.0,60m
526,bj920284,2025-04-02,main_wave,>20%,0.5031,neutral,16.0574,5.0,transition,simulated,16.0574,22.967,10.0,27.1011,20.6703,24.13,11.0,kdj_exit,0.050638,16.0574,8.06,18.0,2.0,0.95,2.0,0.03,,,,,15.5,1.0,28.0,7.0,22.01,10.0,24.67,11.0,60m
941,bj920284,2025-05-09,main_wave,5~10%,0.4789,neutral,16.1778,5.0,transition,simulated,16.1778,27.019,7.0,31.8824,24.3171,31.8824,7.0,tp,0.179999,16.1778,7.138,23.0,2.0,0.95,2.0,0.03,,,,,25.42,4.0,34.56,7.0,26.41,7.0,34.56,7.0,60m
3011,bj920284,2025-11-03,high_zone,5~10%,0.7059,bull_aligned,24.3008,6.0,transition,simulated,24.3008,41.9703,5.0,49.525,37.7733,43.87,6.0,kdj_exit,0.045262,24.3008,12.7321,18.0,2.0,0.95,1.5,0.03,,,,,39.7,1.0,53.8,9.0,41.74,5.0,46.88,6.0,60m
2400,bj920237,2025-09-05,main_wave,>20%,0.5238,neutral,18.8853,4.0,transition,simulated,18.8853,26.0482,5.0,30.7368,23.4433,26.7078,6.0,rsi_exit,0.025324,18.8853,2.6328,17.0,1.519,0.95,2.0,0.03,,,,,23.3343,19.0,31.7364,0.0,25.7762,5.0,30.434,5.0,60m
2495,bj920237,2025-09-15,main_wave,15~20%,0.455,bull_aligned,18.5088,6.0,transition,simulated,18.5088,26.3484,1.0,31.0911,23.7136,27.0605,2.0,rsi_exit,0.027026,18.5088,4.5946,20.0,1.763,0.95,2.0,0.03,,,,,22.3484,21.0,28.6614,1.0,25.8757,1.0,28.6614,1.0,60m
106,bj920299,2025-02-28,main_wave,3~5%,0.6439,bull_aligned,8.7037,4.0,transition,simulated,8.7037,17.13,8.0,20.2134,15.417,18.712,9.0,rsi_exit,0.092356,8.7037,2.959,21.0,2.0,0.95,2.0,0.03,,,,,13.1696,0.0,21.8636,2.0,16.8349,8.0,19.5617,8.0,60m
394,bj920299,2025-03-24,main_wave,>20%,0.6512,neutral,11.2383,4.0,transition,simulated,11.2383,17.5887,1.0,20.7547,15.8299,15.8299,3.0,sl,-0.099997,11.2383,4.7895,15.0,2.0,0.95,2.0,0.03,,,,,12.8732,8.0,20.441,19.0,15.7086,3.0,18.5737,1.0,60m
493,bj920299,2025-03-31,main_wave,>20%,0.6138,neutral,11.9013,4.0,transition,simulated,11.9013,17.1122,1.0,20.1924,15.401,15.401,3.0,sl,-0.099999,11.9013,4.8779,15.0,2.0,0.95,2.0,0.03,,,,,12.8732,3.0,24.3039,17.0,12.8732,3.0,17.7834,1.0,60m
2496,bj920252,2025-09-15,main_wave,15~20%,0.5662,bull_aligned,16.7939,6.0,transition,simulated,16.7939,31.9159,1.0,37.6608,28.7243,37.6608,3.0,tp,0.18,16.7939,6.4426,19.0,2.0,0.95,2.0,0.03,,,,,26.3715,21.0,37.6899,1.0,31.4166,1.0,37.6899,1.0,60m
652,bj920346,2025-04-14,main_wave,5~10%,0.5886,neutral,21.1775,3.0,transition,simulated,21.1775,26.5687,5.0,31.3511,23.9119,31.3511,6.0,tp,0.179999,21.1775,7.547,24.0,2.0,0.95,2.0,0.03,,,,,25.2959,10.0,31.4692,6.0,25.9774,5.0,31.4692,6.0,60m
851,bj920346,2025-04-29,main_wave,0~3%,0.4918,neutral,20.1602,5.0,transition,simulated,20.1602,27.5074,1.0,32.4588,24.7567,28.269,2.0,kdj_exit,0.027685,20.1602,8.0707,22.0,2.0,0.95,2.0,0.03,,,,,26.6491,0.0,37.04,14.0,27.3602,1.0,30.2839,2.0,60m
1030,bj920123,2025-05-16,high_trap,>20%,0.9358,bull_aligned,11.3415,6.0,transition,simulated,11.3415,21.3567,11.0,25.2009,19.2211,21.7432,15.0,kdj_exit,0.018097,11.3415,5.0826,21.0,2.0,0.95,2.0,0.03,,,,,18.6693,21.0,25.9423,1.0,20.2406,13.0,22.578,11.0,60m
647,bj920856,2025-04-14,main_wave,10~15%,0.5038,neutral,13.5481,5.0,transition,simulated,13.5481,21.6964,11.0,25.6018,19.5268,25.6018,12.0,tp,0.180002,13.5481,6.4331,19.0,2.0,0.95,2.0,0.03,,,,,20.1673,3.0,26.4021,13.0,21.3893,11.0,26.2951,12.0,60m
740,bj920856,2025-04-21,main_wave,5~10%,0.5087,bull_aligned,13.4737,5.0,transition,simulated,13.4737,21.4936,1.0,25.3625,19.3443,21.3893,4.0,form_break,-0.004855,13.4737,6.7574,20.0,2.0,0.95,2.0,0.03,,,,,20.5241,2.0,26.4021,8.0,20.5241,2.0,23.7262,4.0,60m
314,bj920833,2025-03-18,high_trap,>20%,0.8685,bull_aligned,10.3845,4.0,transition,simulated,10.3845,19.3732,11.0,22.8604,17.4359,17.4359,12.0,sl,-0.099998,10.3845,3.7099,19.0,2.0,0.95,2.0,0.03,,,,,14.6265,12.0,25.0825,0.0,14.6265,12.0,21.5906,11.0,60m
658,bj920634,2025-04-14,main_wave,15~20%,0.477,neutral,17.2321,5.0,transition,simulated,17.2321,27.6742,4.0,32.6556,24.9068,29.0256,5.0,kdj_exit,0.048831,17.2321,11.3188,20.0,2.0,0.95,2.0,0.03,,,,,23.3671,10.0,30.7004,5.0,27.6382,4.0,30.7004,5.0,60m
878,bj920976,2025-04-30,main_wave,5~10%,0.3867,neutral,19.2083,5.0,transition,simulated,19.2083,26.7727,10.0,31.5918,24.0954,27.5263,11.0,rsi_exit,0.02815,19.2083,5.8426,20.0,2.0,0.95,2.0,0.03,,,,,24.6785,14.0,28.3826,10.0,26.7663,10.0,28.3826,10.0,60m
887,bj920976,2025-05-06,main_wave,10~15%,0.5056,neutral,19.2568,5.0,transition,simulated,19.2568,26.7727,9.0,31.5918,24.0954,27.5263,10.0,rsi_exit,0.02815,19.2568,5.7315,20.0,2.0,0.95,2.0,0.03,,,,,24.6785,13.0,28.3826,9.0,26.7663,9.0,28.3826,9.0,60m
1556,bj920427,2025-07-01,main_wave,>20%,0.5311,bull_aligned,11.6026,6.0,transition,simulated,11.6026,16.875,6.0,19.9125,15.1875,19.9125,6.0,tp,0.18,11.6026,2.9448,21.0,2.0,0.95,2.0,0.03,,,,,16.01,3.0,22.31,0.0,16.54,6.0,20.95,6.0,60m
323,bj920300,2025-03-18,main_wave,>20%,0.6641,bull_aligned,11.3204,4.0,transition,simulated,11.3204,17.7603,5.0,20.9572,15.9843,15.9843,8.0,sl,-0.1,11.3204,5.0805,17.0,2.0,0.95,2.0,0.03,,,,,14.5,3.0,22.52,0.0,15.66,8.0,18.1,5.0,60m
3670,sz300819,2025-12-26,main_wave,0~3%,0.5665,neutral,20.9714,5.0,transition,simulated,20.9714,34.8719,6.0,39.0566,31.3847,35.4227,7.0,rsi_exit,0.015795,20.9714,5.833,21.0,2.0,0.95,2.0,0.03,,,,,33.028,0.0,44.453,16.0,33.7264,6.0,38.8952,6.0,60m
234,bj920225,2025-03-11,main_wave,>20%,0.6941,bull_aligned,10.1026,4.0,transition,simulated,10.1026,15.7333,9.0,18.5653,14.1599,16.5857,10.0,rsi_exit,0.054183,10.1026,2.1822,15.0,2.0,0.95,2.0,0.03,,,,,11.8596,17.0,18.5492,9.0,15.6484,9.0,18.5492,9.0,60m
298,bj920225,2025-03-17,high_trap,>20%,0.9211,bull_aligned,10.5734,4.0,transition,simulated,10.5734,15.7231,5.0,18.5532,14.1508,16.5857,6.0,rsi_exit,0.054866,10.5734,2.6497,14.0,2.0,0.95,2.0,0.03,,,,,11.8596,13.0,18.5492,5.0,15.6484,5.0,18.5492,5.0,60m
3382,bj920225,2025-12-04,main_wave,10~15%,0.4644,neutral,26.0125,5.0,transition,simulated,26.0125,29.9223,11.0,35.3083,26.9301,30.498,12.0,kdj_exit,0.01924,26.0125,12.3846,18.0,2.0,0.95,2.0,0.03,,,,,27.9582,7.0,39.5916,20.0,29.5618,11.0,32.749,12.0,60m
1110,bj920263,2025-05-23,main_wave,>20%,0.5451,bull_aligned,10.4091,6.0,transition,simulated,10.4091,14.8277,10.0,17.4966,13.3449,15.3,12.0,kdj_exit,0.031855,10.4091,3.282,22.0,2.0,0.95,2.0,0.03,,,,,13.44,18.0,19.35,1.0,14.5,10.0,15.76,11.0,60m
254,bj920871,2025-03-12,high_trap,>20%,0.8203,bull_aligned,10.4319,4.0,transition,simulated,10.4319,14.5983,9.0,17.226,13.1385,15.6977,10.0,kdj_exit,0.075304,10.4319,3.2477,14.0,2.0,0.95,2.0,0.03,,,,,12.1228,16.0,17.9629,2.0,14.158,9.0,17.255,9.0,60m
305,bj920871,2025-03-17,high_trap,>20%,0.8812,bull_aligned,10.7343,4.0,transition,simulated,10.7343,14.5983,6.0,17.226,13.1385,15.6977,7.0,kdj_exit,0.075304,10.7343,3.5781,14.0,2.0,0.95,2.0,0.03,,,,,12.1228,13.0,17.7594,0.0,14.158,6.0,17.255,6.0,60m
434,bj920396,2025-03-26,main_wave,0~3%,0.6797,neutral,13.8795,5.0,transition,simulated,13.8795,27.9856,11.0,33.023,25.187,31.4967,12.0,rsi_exit,0.125463,13.8795,5.015,15.0,2.0,0.95,2.0,0.03,,,,,22.3686,1.0,34.4068,5.0,27.0612,11.0,33.9425,11.0,60m
478,bj920396,2025-03-31,high_trap,5~10%,0.9206,bull_aligned,13.7981,5.0,transition,simulated,13.7981,27.9856,8.0,33.023,25.187,31.4967,9.0,rsi_exit,0.125463,13.7981,5.8035,17.0,2.0,0.95,2.0,0.03,,,,,23.1562,3.0,34.4068,2.0,27.0612,8.0,33.9425,8.0,60m
549,bj920576,2025-04-03,main_wave,5~10%,0.6592,bull_aligned,20.1287,6.0,transition,simulated,20.1287,32.8809,0.0,38.7995,29.5928,36.6688,1.0,rsi_exit,0.115199,20.1287,9.9516,17.0,2.0,0.95,2.0,0.03,,,,,28.8339,0.0,40.6558,2.0,28.8339,0.0,36.6688,1.0,60m
3709,bj920576,2025-12-31,high_zone,5~10%,0.7284,bull_aligned,29.7063,6.0,transition,simulated,29.7063,80.3133,2.0,94.7697,72.282,94.7697,2.0,tp,0.18,29.7063,20.4033,20.0,2.0,0.95,1.5,0.03,,,,,65.57,1.0,124.11,5.0,80.18,2.0,103.88,2.0,60m
3745,bj920576,2026-01-06,main_wave,5~10%,0.6502,bull_aligned,31.5692,6.0,transition,simulated,31.5692,95.7287,11.0,112.9598,86.1558,112.9598,12.0,tp,0.18,31.5692,22.2522,20.0,2.0,0.95,2.0,0.03,,,,,80.18,0.0,124.11,3.0,92.0,11.0,119.0,12.0,60m
3800,bj920576,2026-01-12,high_trap,>20%,0.8324,bull_aligned,35.5865,6.0,transition,simulated,35.5865,95.7287,7.0,112.9598,86.1558,112.9598,8.0,tp,0.18,35.5865,28.6571,19.0,2.0,0.95,2.0,0.03,,,,,83.0,20.0,119.0,8.0,92.0,7.0,119.0,8.0,60m
3875,bj920576,2026-01-19,main_wave,15~20%,0.6916,bull_aligned,40.6092,6.0,transition,simulated,40.6092,96.787,2.0,114.2087,87.1083,114.2087,3.0,tp,0.18,40.6092,36.4036,18.0,2.0,0.95,2.0,0.03,,,,,81.06,19.0,119.0,3.0,92.0,2.0,119.0,3.0,60m
4360,bj920471,2026-03-06,bottom_start,>20%,0.2768,neutral,11.9588,3.0,transition,simulated,11.9588,14.9566,4.0,17.6488,13.461,14.0835,5.0,ma_support_break,-0.058373,11.9588,5.5511,19.0,2.0,0.95,2.5,0.03,,,,,11.91,20.0,16.0785,0.0,13.9843,5.0,15.5822,4.0,60m
1057,bj920873,2025-05-20,main_wave,10~15%,0.5143,neutral,4.4134,6.0,transition,simulated,4.4134,6.067,9.0,7.1591,5.4603,6.35,10.0,kdj_exit,0.046646,4.4134,1.5787,21.0,2.0,0.95,2.0,0.03,,,,,5.83,2.0,7.61,11.0,6.03,9.0,6.82,10.0,60m
1831,bj920873,2025-07-23,high_trap,10~15%,0.9424,bull_aligned,5.4762,6.0,transition,simulated,5.4762,8.767,11.0,10.3451,7.8903,8.44,21.0,expire,-0.037299,5.4762,1.9635,16.0,2.0,0.95,2.0,0.03,,,,,7.96,15.0,10.32,0.0,7.96,15.0,9.1,11.0,60m
1926,bj920873,2025-07-30,main_wave,15~20%,0.6182,bull_aligned,5.5286,6.0,transition,simulated,5.5286,8.767,6.0,10.3451,7.8903,7.8903,20.0,sl,-0.1,5.5286,2.551,17.0,2.0,0.95,2.0,0.03,,,,,7.87,20.0,9.64,0.0,7.87,20.0,9.1,6.0,60m
1170,bj920370,2025-05-29,main_wave,>20%,0.5333,bull_aligned,3.585,6.0,transition,simulated,3.585,4.785,6.0,5.6463,4.3065,4.85,8.0,rsi_exit,0.013584,3.585,0.8187,21.0,2.0,0.95,2.0,0.03,,,,,4.43,15.0,5.8,0.0,4.75,6.0,4.98,8.0,60m
1055,bj920405,2025-05-20,main_wave,10~15%,0.4847,bull_aligned,15.5894,6.0,transition,simulated,15.5894,22.1786,9.0,26.1707,19.9607,22.6623,10.0,kdj_exit,0.021811,15.5894,4.8907,21.0,2.0,0.95,2.0,0.03,,,,,20.8533,21.0,25.0478,0.0,22.0063,9.0,23.6265,9.0,60m
335,bj920509,2025-03-19,high_zone,>20%,0.7136,bull_aligned,14.0866,4.0,transition,simulated,14.0866,21.3558,3.0,25.1998,19.2202,22.6723,4.0,kdj_exit,0.06165,14.0866,4.3803,14.0,2.0,0.95,1.5,0.03,,,,,17.9632,2.0,35.122,7.0,20.1903,3.0,24.3794,4.0,60m
2260,bj920509,2025-08-26,high_trap,5~10%,0.8147,bull_aligned,21.9964,5.0,transition,simulated,21.9964,30.1746,4.0,35.606,27.1571,35.606,5.0,tp,0.179999,21.9964,4.2914,21.0,1.773,0.95,2.0,0.03,,,,,28.2416,3.0,38.8904,5.0,28.727,4.0,38.8904,5.0,60m
339,bj920786,2025-03-19,high_trap,15~20%,0.8079,bull_aligned,6.2377,4.0,transition,simulated,6.2377,9.133,11.0,10.7769,8.2197,10.7769,12.0,tp,0.179996,6.2377,1.891,18.0,2.0,0.95,2.0,0.03,,,,,8.37,7.0,14.96,14.0,8.89,11.0,12.15,12.0,60m
1140,bj920571,2025-05-27,main_wave,5~10%,0.4632,neutral,5.6871,6.0,transition,simulated,5.6871,9.8514,8.0,11.6246,8.8662,11.6246,8.0,tp,0.18,5.6871,2.924,21.0,2.0,0.95,2.0,0.03,,,,,9.4943,3.0,16.7115,17.0,9.821,8.0,12.8901,8.0,60m
1465,bj920571,2025-06-23,high_trap,0~3%,0.8191,bull_aligned,7.2307,6.0,transition,simulated,7.2307,12.3855,5.0,14.6149,11.1469,12.999,6.0,kdj_exit,0.049532,7.2307,3.8863,17.0,2.0,0.95,2.0,0.03,,,,,11.3258,20.0,14.0088,6.0,12.2762,5.0,14.0088,6.0,60m
360,bj920970,2025-03-20,high_trap,15~20%,0.8532,bull_aligned,5.6262,4.0,transition,simulated,5.6262,7.991,10.0,9.4294,7.1919,9.4294,10.0,tp,0.180003,5.6262,1.5369,15.0,2.0,0.95,2.0,0.03,,,,,6.44,1.0,11.18,12.0,7.89,10.0,10.3,10.0,60m
449,bj920970,2025-03-27,main_wave,>20%,0.6085,neutral,5.6111,4.0,transition,simulated,5.6111,7.3663,4.0,8.6923,6.6297,8.6923,4.0,tp,0.180004,5.6111,1.879,16.0,2.0,0.95,2.0,0.03,,,,,6.82,1.0,11.18,7.0,7.16,4.0,8.86,4.0,60m
1018,bj920970,2025-05-15,main_wave,10~15%,0.5033,neutral,5.9907,5.0,transition,simulated,5.9907,8.3947,9.0,9.9057,7.5552,9.18,10.0,kdj_exit,0.093552,5.9907,2.6779,20.0,2.0,0.95,2.0,0.03,,,,,8.08,6.0,9.9,10.0,8.18,9.0,9.9,10.0,60m
3100,bj920304,2025-11-11,main_wave,15~20%,0.4396,neutral,11.7291,4.0,transition,simulated,11.7291,14.7649,2.0,17.4226,13.2884,15.7861,3.0,rsi_exit,0.069166,11.7291,1.9917,21.0,1.599,0.95,2.0,0.03,,,,,12.4083,20.0,16.958,6.0,14.7226,2.0,16.2391,2.0,60m
703,bj920261,2025-04-17,main_wave,0~3%,0.6125,neutral,9.1031,4.0,transition,simulated,9.1031,13.7109,7.0,16.1789,12.3398,13.7992,9.0,rsi_exit,0.006441,9.1031,2.5549,19.0,2.0,0.95,2.0,0.03,,,,,12.5889,6.0,17.6016,17.0,13.0749,9.0,14.2757,7.0,60m
761,bj920261,2025-04-22,high_zone,10~15%,0.7872,bull_aligned,8.9695,6.0,transition,simulated,8.9695,13.7001,4.0,16.1661,12.3301,13.7992,6.0,rsi_exit,0.007234,8.9695,2.7149,20.0,2.0,0.95,1.5,0.03,,,,,12.5889,3.0,17.6016,14.0,13.0749,6.0,14.2757,4.0,60m
1194,bj920394,2025-05-30,main_wave,5~10%,0.5481,neutral,32.7055,5.0,transition,simulated,32.7055,40.6404,7.0,47.9557,36.5764,42.6518,8.0,kdj_exit,0.049493,32.7055,9.7269,16.0,2.0,0.95,2.0,0.03,,,,,39.7234,5.0,47.3135,21.0,39.8828,7.0,43.8073,8.0,60m
472,sz300611,2025-03-28,high_trap,>20%,0.9151,bull_aligned,14.695,5.0,transition,simulated,14.695,26.1476,8.0,29.2854,23.5329,26.4225,10.0,rsi_exit,0.010513,14.695,8.4341,17.0,2.0,0.95,2.0,0.03,,,,,21.7795,6.0,34.3721,1.0,25.3633,10.0,27.9471,9.0,60m
1583,sz002549,2025-07-02,high_zone,10~15%,0.7128,neutral,7.8508,6.0,transition,simulated,7.8508,11.2388,11.0,12.3627,10.1149,11.7656,13.0,rsi_exit,0.046873,7.8508,2.1511,21.0,2.0,0.95,1.5,0.03,,,,,10.9879,10.0,13.6601,0.0,11.0876,11.0,12.0448,11.0,60m
1262,sz300963,2025-06-06,high_zone,3~5%,0.7099,bull_aligned,10.4595,6.0,transition,simulated,10.4595,24.2897,7.0,27.2044,21.8607,24.36,8.0,rsi_exit,0.002896,10.4595,7.5085,17.0,2.0,0.95,1.5,0.03,,,,,21.36,5.0,27.15,7.0,23.5,8.0,27.15,7.0,60m
514,bj920367,2025-04-01,main_wave,>20%,0.5922,neutral,20.0047,4.0,transition,simulated,20.0047,26.1346,1.0,30.8388,23.5211,23.5211,2.0,sl,-0.100002,20.0047,9.0243,18.0,2.0,0.95,2.0,0.03,,,,,19.411,2.0,29.4149,16.0,19.411,2.0,27.4459,1.0,60m
