signal_idx,stock_code,t0_date,zone_tag,dd_tier,position_ratio,trend_tag,golden_trend_t0,support_score,ma_zone,status,target_entry_price,actual_entry_price,entry_day_idx,tp_price,sl_price,exit_price,exit_day_idx,exit_reason,pnl,gt_t0,gt_channel_width,gt_n,gt_k,gt_offset,tp_mult,sl_buffer,gt_at_entry,ema_h_at_entry,channel_at_entry,gap_at_entry,fwd_low,fwd_low_day,fwd_high,fwd_high_day,hold_low,hold_low_day,hold_high,hold_high_day,entry_type
2370,sh603367,2025-09-03,main_wave,>20%,0.5643,neutral,21.911,5.0,transition,simulated,21.911,21.7135,7.0,23.8848,19.5421,19.5421,13.0,sl,-0.100001,21.911,7.3543,15.0,2.0,0.95,2.0,0.03,,,,,19.0485,21.0,27.6462,0.0,19.2142,13.0,22.2795,7.0,60m
2010,bj920885,2025-08-06,high_trap,10~15%,0.8673,bull_aligned,17.3717,6.0,transition,simulated,17.3717,25.0537,2.0,29.5633,22.5483,26.06,8.0,kdj_exit,0.040167,17.3717,4.7046,16.0,2.0,0.95,2.0,0.03,,,,,21.85,20.0,27.9,8.0,23.4,5.0,27.9,8.0,60m
1942,sh603280,2025-07-31,high_trap,15~20%,1.0,bull_aligned,23.5723,6.0,transition,simulated,23.5723,53.462,9.0,58.8082,48.1158,58.8082,9.0,tp,0.1,23.5723,4.2561,18.0,1.612,0.95,2.0,0.03,,,,,41.9,21.0,61.8,2.0,51.01,9.0,59.4,9.0,60m
2802,sz300486,2025-10-16,main_wave,3~5%,0.5842,neutral,16.398,5.0,transition,simulated,16.398,20.267,3.0,22.699,18.2403,20.4,5.0,kdj_exit,0.006562,16.398,6.6856,17.0,2.0,0.95,2.0,0.03,,,,,19.7,2.0,25.1,12.0,19.74,4.0,21.03,3.0,60m
2000,sh603200,2025-08-05,high_trap,10~15%,0.8718,bull_aligned,42.7987,6.0,transition,simulated,42.7987,67.798,9.0,74.5778,61.0182,69.02,10.0,rsi_exit,0.018024,42.7987,13.8327,13.0,2.0,0.95,2.0,0.03,,,,,64.0,3.0,89.4,19.0,66.09,9.0,72.15,9.0,60m
2059,sz300322,2025-08-08,high_trap,15~20%,0.8736,bull_aligned,13.5857,6.0,transition,simulated,13.5857,26.5473,11.0,29.733,23.8926,26.64,12.0,kdj_exit,0.003491,13.5857,3.3759,16.0,1.821,0.95,2.0,0.03,,,,,22.18,18.0,30.95,2.0,26.35,11.0,29.06,11.0,60m
2114,sz300322,2025-08-13,high_trap,>20%,0.9447,bull_aligned,13.6848,6.0,transition,simulated,13.6848,26.5473,8.0,29.733,23.8926,26.64,9.0,kdj_exit,0.003491,13.6848,4.2688,17.0,1.943,0.95,2.0,0.03,,,,,22.18,15.0,29.41,10.0,26.35,8.0,29.06,8.0,60m
2678,sh601929,2025-09-29,main_wave,5~10%,0.41,neutral,3.3387,5.0,transition,simulated,3.3387,3.7,4.0,4.07,3.33,4.07,18.0,tp,0.1,3.3387,1.5331,17.0,2.0,0.95,2.0,0.03,,,,,3.48,7.0,4.93,20.0,3.48,7.0,4.07,18.0,60m
2736,sh601929,2025-10-10,main_wave,0~3%,0.4336,neutral,3.3011,4.0,transition,simulated,3.3011,3.6297,7.0,3.9926,3.2667,3.67,11.0,kdj_exit,0.011112,3.3011,1.4733,18.0,2.0,0.95,2.0,0.03,,,,,3.48,4.0,4.93,17.0,3.51,8.0,3.77,10.0,60m
2112,sz301606,2025-08-13,high_trap,5~10%,0.96,bull_aligned,41.9213,6.0,transition,simulated,41.9213,67.3155,8.0,75.3934,60.584,68.7745,9.0,rsi_exit,0.021673,41.9213,6.9465,20.0,1.839,0.95,2.0,0.03,,,,,60.952,15.0,72.924,9.0,67.1067,8.0,72.924,9.0,60m
2453,sz300870,2025-09-10,main_wave,15~20%,0.6311,neutral,107.1293,6.0,transition,simulated,107.1293,157.9956,5.0,176.9551,142.1961,159.5247,14.0,kdj_exit,0.009678,107.1293,48.3324,17.0,2.0,0.95,2.0,0.03,,,,,129.2042,20.0,174.4025,14.0,144.0629,11.0,174.4025,14.0,60m
2592,bj920808,2025-09-22,high_zone,>20%,0.7147,neutral,64.1948,6.0,transition,simulated,64.1948,98.0795,1.0,115.7338,88.2716,99.9643,2.0,rsi_exit,0.019217,64.1948,28.0459,15.0,2.0,0.95,1.5,0.03,,,,,80.983,8.0,105.5418,2.0,97.1956,1.0,105.5418,2.0,60m
2180,bj920504,2025-08-19,main_wave,10~15%,0.6324,neutral,23.2821,5.0,transition,simulated,23.2821,29.1942,11.0,34.4492,26.2748,30.9875,13.0,kdj_exit,0.061427,23.2821,4.778,17.0,1.799,0.95,2.0,0.03,,,,,28.0741,6.0,32.028,13.0,28.7479,11.0,32.028,13.0,60m
2455,bj920679,2025-09-10,high_zone,15~20%,0.7022,bull_aligned,18.2978,6.0,transition,simulated,18.2978,25.2824,5.0,29.8333,22.7542,25.782,6.0,rsi_exit,0.019757,18.2978,5.2224,16.0,1.931,0.95,1.5,0.03,,,,,21.19,16.0,28.3975,0.0,24.366,5.0,26.2736,5.0,60m
2284,sh603757,2025-08-27,high_trap,15~20%,0.8657,bull_aligned,26.055,6.0,transition,simulated,26.055,47.2473,10.0,51.9721,42.5226,51.9721,10.0,tp,0.100001,26.055,6.6281,17.0,1.699,0.95,2.0,0.03,,,,,44.1266,8.0,62.0334,0.0,46.6974,10.0,52.7944,10.0,60m
2241,bj920699,2025-08-25,high_zone,5~10%,0.7216,bull_aligned,40.2343,6.0,transition,simulated,40.2343,57.1157,4.0,67.3965,51.4041,63.3,5.0,kdj_exit,0.108277,40.2343,8.4552,18.0,1.661,0.95,1.5,0.03,,,,,54.58,1.0,77.58,18.0,55.22,4.0,66.79,4.0,60m
2367,bj920699,2025-09-03,high_zone,10~15%,0.7862,bull_aligned,40.0539,6.0,transition,simulated,40.0539,59.5827,10.0,70.3075,53.6244,70.3075,11.0,tp,0.179999,40.0539,12.0635,18.0,1.877,0.95,1.5,0.03,,,,,57.03,21.0,77.58,11.0,59.32,10.0,77.58,11.0,60m
2230,bj920195,2025-08-22,high_zone,15~20%,0.7737,bull_aligned,15.9102,6.0,transition,simulated,15.9102,19.8741,9.0,23.4514,17.8867,20.7083,10.0,kdj_exit,0.041977,15.9102,2.4845,17.0,1.526,0.95,1.5,0.03,,,,,18.46,21.0,23.075,0.0,19.8307,9.0,21.0831,10.0,60m
3886,sz300503,2026-01-19,high_zone,>20%,0.7739,bull_aligned,34.8562,6.0,transition,simulated,34.8562,64.0718,1.0,71.7604,57.6646,71.7604,3.0,tp,0.120001,34.8562,15.9327,16.0,2.0,0.95,1.5,0.03,,,,,51.9385,19.0,72.4741,3.0,62.7856,1.0,72.4741,3.0,60m
2913,sz301488,2025-10-24,main_wave,15~20%,0.5576,neutral,125.5437,5.0,transition,simulated,125.5437,151.0788,1.0,169.2083,135.9709,152.8812,2.0,rsi_exit,0.01193,125.5437,39.6108,15.0,2.0,0.95,2.0,0.03,,,,,123.7923,20.0,159.7995,4.0,147.0494,2.0,155.9715,1.0,60m
2812,sz300620,2025-10-17,main_wave,10~15%,0.5957,neutral,78.3717,5.0,transition,simulated,78.3717,105.848,1.0,118.5498,95.2632,108.7382,2.0,kdj_exit,0.027305,78.3717,34.9743,16.0,2.0,0.95,2.0,0.03,,,,,96.1277,19.0,124.1566,7.0,103.9218,1.0,113.9143,1.0,60m
3266,sz300620,2025-11-25,main_wave,3~5%,0.6783,neutral,84.6622,5.0,transition,simulated,84.6622,145.6321,8.0,163.108,131.0689,163.108,8.0,tp,0.12,84.6622,25.6056,22.0,2.0,0.95,2.0,0.03,,,,,134.7886,7.0,184.8609,11.0,143.9317,8.0,169.0628,8.0,60m
2957,sh605255,2025-10-29,high_trap,5~10%,0.8109,bull_aligned,59.8033,6.0,transition,simulated,59.8033,91.8373,11.0,101.021,82.6536,101.021,12.0,tp,0.1,59.8033,9.0592,15.0,1.643,0.95,2.0,0.03,,,,,83.2662,2.0,159.8306,21.0,89.9922,11.0,104.1478,12.0,60m
3040,sh605255,2025-11-05,high_zone,5~10%,0.7328,neutral,63.5185,6.0,transition,simulated,63.5185,91.8373,6.0,101.021,82.6536,101.021,7.0,tp,0.1,63.5185,14.812,15.0,1.808,0.95,1.5,0.03,,,,,86.6424,2.0,159.8306,16.0,89.9922,6.0,104.1478,7.0,60m
4059,sh605255,2026-02-02,main_wave,>20%,0.5171,neutral,122.586,4.0,transition,simulated,122.586,133.9149,9.0,147.3064,120.5234,135.0582,11.0,kdj_exit,0.008538,122.586,43.0245,18.0,2.0,0.95,2.0,0.03,,,,,105.1775,15.0,149.9536,1.0,128.1604,9.0,139.9467,10.0,60m
2669,sz300604,2025-09-29,high_trap,>20%,0.9391,bull_aligned,49.1877,6.0,transition,simulated,49.1877,84.0574,10.0,94.1443,75.6517,90.7676,13.0,kdj_exit,0.079829,49.1877,13.3798,16.0,1.834,0.95,2.0,0.03,,,,,78.6833,20.0,107.6098,0.0,81.4819,11.0,92.8466,13.0,60m
2692,sz300593,2025-09-30,main_wave,15~20%,0.464,neutral,14.3274,4.0,transition,simulated,14.3274,19.656,10.0,22.0147,17.6904,22.0147,12.0,tp,0.119999,14.3274,4.516,20.0,2.0,0.95,2.0,0.03,,,,,18.58,6.0,27.89,15.0,19.22,10.0,24.0,12.0,60m
3050,sh688691,2025-11-06,main_wave,15~20%,0.5757,neutral,79.4909,5.0,transition,simulated,79.4909,112.844,4.0,129.7706,101.5596,113.01,5.0,kdj_exit,0.001471,79.4909,42.438,18.0,2.0,0.95,2.0,0.03,,,,,99.0,11.0,127.76,14.0,110.76,4.0,117.5,4.0,60m
2765,sz300127,2025-10-14,high_zone,>20%,0.7104,neutral,25.6618,6.0,transition,simulated,25.6618,34.8649,8.0,39.0487,31.3784,36.217,11.0,rsi_exit,0.038781,25.6618,6.2067,19.0,2.0,0.95,1.5,0.03,,,,,30.8953,20.0,40.1787,0.0,33.8518,9.0,38.0106,11.0,60m
3503,sh600408,2025-12-15,main_wave,>20%,0.5264,neutral,3.4829,5.0,transition,simulated,3.4829,4.656,2.0,5.1216,4.1904,4.71,3.0,kdj_exit,0.011598,3.4829,1.4609,16.0,2.0,0.95,2.0,0.03,,,,,3.96,11.0,5.08,0.0,4.52,3.0,5.0,2.0,60m
2836,sz002320,2025-10-20,high_trap,5~10%,1.0,bull_aligned,7.557,6.0,transition,simulated,7.557,13.5431,9.0,14.8974,12.1888,13.9329,10.0,kdj_exit,0.028781,7.557,2.0052,16.0,1.996,0.95,2.0,0.03,,,,,12.8481,4.0,16.1621,12.0,13.4452,9.0,14.7788,9.0,60m
2906,sz301231,2025-10-24,high_zone,15~20%,0.7406,neutral,21.8913,6.0,transition,simulated,21.8913,34.0623,4.0,38.1498,30.6561,38.1498,4.0,tp,0.12,21.8913,3.2946,21.0,1.83,0.98,1.5,0.03,,,,,31.59,15.0,42.0,5.0,33.68,4.0,39.6,4.0,60m
3268,sh600403,2025-11-25,main_wave,15~20%,0.525,neutral,5.8594,5.0,transition,simulated,5.8594,8.1267,4.0,8.9393,7.314,8.9393,5.0,tp,0.099996,5.8594,2.6696,16.0,2.0,0.95,2.0,0.03,,,,,6.63,15.0,9.2,5.0,7.95,4.0,9.2,5.0,60m
3258,sh688028,2025-11-24,main_wave,15~20%,0.6802,bull_aligned,40.0366,6.0,transition,simulated,40.0366,65.7381,10.0,75.5988,59.1643,59.1643,14.0,sl,-0.1,40.0366,18.0347,18.0,2.0,0.95,2.0,0.03,,,,,55.6486,21.0,76.5155,1.0,58.7352,14.0,71.5011,10.0,60m
3162,sh600078,2025-11-17,high_trap,>20%,0.8339,bull_aligned,7.5306,6.0,transition,simulated,7.5306,12.6387,2.0,13.9025,11.3748,11.3748,4.0,sl,-0.1,7.5306,2.5493,15.0,2.0,0.95,2.0,0.03,,,,,9.57,20.0,13.99,0.0,10.53,4.0,13.56,2.0,60m
4257,sh600078,2026-02-26,high_zone,>20%,0.7239,neutral,9.3695,6.0,transition,simulated,9.3695,12.9423,6.0,14.2366,11.6481,13.66,10.0,kdj_exit,0.055451,9.3695,2.4259,17.0,2.0,0.95,1.5,0.03,,,,,10.47,17.0,14.95,0.0,12.54,7.0,14.19,10.0,60m
3103,sz300997,2025-11-11,main_wave,15~20%,0.4935,neutral,14.6569,5.0,transition,simulated,14.6569,22.7261,10.0,25.4533,20.4535,22.8301,11.0,kdj_exit,0.004574,14.6569,3.1871,20.0,2.0,0.95,2.0,0.03,,,,,21.2856,17.0,29.5029,0.0,22.1074,10.0,26.9882,10.0,60m
3128,sz300082,2025-11-13,high_trap,>20%,1.0,bull_aligned,7.0158,6.0,transition,simulated,7.0158,10.229,9.0,11.4565,9.2061,11.4565,9.0,tp,0.120002,7.0158,1.6123,17.0,1.817,0.95,2.0,0.03,,,,,9.6,21.0,13.15,0.0,10.1,9.0,11.5,9.0,60m
4099,sh603778,2026-02-04,main_wave,15~20%,0.414,neutral,12.2655,5.0,transition,simulated,12.2655,14.846,8.0,16.3306,13.3614,16.3306,13.0,tp,0.1,12.2655,5.268,19.0,2.0,0.95,2.0,0.03,,,,,13.56,6.0,22.68,20.0,14.0,11.0,16.35,13.0,60m
4417,sh603778,2026-03-11,main_wave,3~5%,0.5917,neutral,11.6742,5.0,transition,simulated,11.6742,22.6523,6.0,24.9176,20.3871,24.9176,7.0,tp,0.100001,11.6742,4.8286,23.0,2.0,0.95,2.0,0.03,,,,,20.01,2.0,34.27,19.0,21.25,6.0,25.7,7.0,60m
3817,sz003041,2026-01-13,high_trap,>20%,0.847,bull_aligned,36.3569,5.0,transition,simulated,36.3569,59.1707,10.0,65.0877,53.2536,65.0877,11.0,tp,0.099999,36.3569,11.0569,19.0,2.0,0.95,2.0,0.03,,,,,55.14,5.0,74.0,0.0,56.13,10.0,66.01,11.0,60m
3275,sz002240,2025-11-25,high_trap,15~20%,0.828,bull_aligned,20.903,6.0,transition,simulated,20.903,31.0003,10.0,34.1004,27.9003,31.97,11.0,kdj_exit,0.031279,20.903,6.2133,16.0,2.0,0.98,2.0,0.03,,,,,28.54,14.0,36.97,19.0,30.16,10.0,33.5,10.0,60m
3225,sz000017,2025-11-21,high_trap,>20%,0.9866,bull_aligned,6.1187,6.0,transition,simulated,6.1187,7.7757,6.0,8.5532,6.9981,7.99,9.0,rsi_exit,0.027565,6.1187,0.8698,21.0,1.539,0.95,2.0,0.03,,,,,7.28,3.0,9.21,0.0,7.54,8.0,8.06,6.0,60m
3647,sh605598,2025-12-25,high_trap,10~15%,0.8704,bull_aligned,35.2204,6.0,transition,simulated,35.2204,67.2751,8.0,74.0026,60.5476,74.0026,9.0,tp,0.1,35.2204,13.5358,14.0,2.0,0.95,2.0,0.03,,,,,55.9481,16.0,77.2493,9.0,66.2094,8.0,77.2493,9.0,60m
3366,sh600734,2025-12-03,high_trap,>20%,0.8,bull_aligned,3.4693,6.0,transition,simulated,3.4693,5.6327,1.0,6.1959,5.0694,6.1959,2.0,tp,0.099994,3.4693,0.6682,19.0,1.669,0.95,2.0,0.03,,,,,4.54,20.0,7.25,3.0,5.42,1.0,6.7,2.0,60m
3305,sh688048,2025-11-27,high_trap,5~10%,0.8612,bull_aligned,59.7465,6.0,transition,simulated,59.7465,108.6043,5.0,124.895,97.7439,124.895,5.0,tp,0.15,59.7465,19.982,21.0,2.0,0.95,2.0,0.03,,,,,103.51,4.0,162.0,19.0,107.35,5.0,128.82,5.0,60m
3307,sz301043,2025-11-27,main_wave,10~15%,0.533,neutral,35.4822,5.0,transition,simulated,35.4822,56.194,7.0,62.9373,50.5746,59.6677,8.0,rsi_exit,0.061815,35.4822,8.744,21.0,2.0,0.95,2.0,0.03,,,,,46.311,1.0,68.3634,21.0,54.5695,7.0,62.6789,8.0,60m
3318,sh688275,2025-11-28,main_wave,>20%,0.5545,neutral,59.3463,5.0,transition,simulated,59.3463,81.1257,7.0,93.2945,73.0131,73.0131,11.0,sl,-0.1,59.3463,24.1172,16.0,2.0,0.95,2.0,0.03,,,,,70.31,14.0,91.56,0.0,71.01,11.0,84.44,7.0,60m
3403,sz300421,2025-12-05,high_zone,5~10%,0.7717,bull_aligned,16.2722,6.0,transition,simulated,16.2722,27.5216,11.0,30.8242,24.7694,30.8242,13.0,tp,0.12,16.2722,5.0098,19.0,2.0,0.95,1.5,0.03,,,,,25.8515,12.0,38.7424,16.0,25.8515,12.0,32.5353,13.0,60m
3460,sz300421,2025-12-10,high_trap,15~20%,0.969,bull_aligned,16.3263,6.0,transition,simulated,16.3263,27.5216,8.0,30.8242,24.7694,30.8242,10.0,tp,0.12,16.3263,5.519,19.0,2.0,0.95,2.0,0.03,,,,,25.8515,9.0,38.7424,13.0,25.8515,9.0,32.5353,10.0,60m
3383,sz000510,2025-12-04,high_zone,10~15%,0.7897,bull_aligned,5.5116,6.0,transition,simulated,5.5116,9.5613,6.0,10.5175,8.6052,9.62,9.0,rsi_exit,0.006136,5.5116,1.4033,15.0,1.844,0.95,1.5,0.03,,,,,8.84,3.0,14.16,21.0,9.27,8.0,10.31,7.0,60m
3393,bj920116,2025-12-04,high_zone,5~10%,0.7352,bull_aligned,43.3886,5.0,transition,simulated,43.3886,57.8913,4.0,68.3118,52.1022,63.6167,5.0,rsi_exit,0.098898,43.3886,7.6622,20.0,1.632,0.95,1.5,0.03,,,,,54.3289,3.0,69.6231,19.0,56.155,4.0,68.4818,4.0,60m
3464,bj920116,2025-12-11,main_wave,10~15%,0.5453,bull_aligned,42.5852,6.0,transition,simulated,42.5852,60.5072,10.0,71.3985,54.4565,60.9559,11.0,rsi_exit,0.007416,42.5852,10.7185,17.0,1.768,0.95,2.0,0.03,,,,,55.6414,8.0,111.9106,21.0,59.8359,10.0,64.8223,10.0,60m
3562,bj920116,2025-12-18,main_wave,10~15%,0.6975,bull_aligned,42.1041,6.0,transition,simulated,42.1041,60.3438,5.0,71.2057,54.3095,60.9559,6.0,rsi_exit,0.010143,42.1041,13.8731,17.0,1.94,0.95,2.0,0.03,,,,,55.6414,3.0,111.9106,16.0,59.8359,5.0,64.8223,5.0,60m
3436,sz002702,2025-12-09,high_trap,>20%,0.8552,bull_aligned,4.5046,6.0,transition,simulated,4.5046,8.396,8.0,9.2356,7.5564,9.2356,9.0,tp,0.1,4.5046,1.4696,17.0,2.0,0.98,2.0,0.03,,,,,6.92,19.0,10.69,0.0,8.15,8.0,9.35,9.0,60m
3934,sh600343,2026-01-22,main_wave,3~5%,0.5386,neutral,30.2331,5.0,transition,simulated,30.2331,34.5443,4.0,37.9988,31.0899,37.9988,5.0,tp,0.100001,30.2331,13.0686,15.0,2.0,0.95,2.0,0.03,,,,,31.5,2.0,39.39,6.0,34.16,4.0,38.0,5.0,60m
3959,bj920414,2026-01-26,high_trap,10~15%,0.8946,bull_aligned,10.512,4.0,transition,simulated,10.512,16.7993,6.0,19.8232,15.1194,19.8232,6.0,tp,0.179999,10.512,2.193,22.0,1.784,0.95,2.0,0.03,,,,,14.28,20.0,21.7,6.0,16.5,6.0,21.7,6.0,60m
4081,bj920414,2026-02-04,main_wave,>20%,0.4013,bull_aligned,10.1268,6.0,transition,simulated,10.1268,16.8293,1.0,19.8586,15.1464,19.8586,2.0,tp,0.179999,10.1268,3.871,19.0,2.0,0.95,2.0,0.03,,,,,13.58,21.0,19.99,2.0,16.41,1.0,19.99,2.0,60m
3506,sz300423,2025-12-15,high_trap,10~15%,0.9066,bull_aligned,6.5236,6.0,transition,simulated,6.5236,8.9833,7.0,10.0613,8.085,9.22,15.0,kdj_exit,0.026345,6.5236,1.5268,21.0,1.97,0.95,2.0,0.03,,,,,8.23,11.0,10.16,0.0,8.23,11.0,9.29,15.0,60m
4199,sz001270,2026-02-13,main_wave,>20%,0.6833,neutral,111.9763,6.0,transition,simulated,111.9763,121.6333,11.0,133.7966,109.47,117.6359,12.0,ma_support_break,-0.032865,111.9763,25.9516,13.0,1.779,0.98,2.0,0.03,,,,,97.4041,20.0,143.7095,3.0,117.0567,12.0,126.2638,11.0,60m
4240,sz001270,2026-02-25,main_wave,>20%,0.6808,neutral,107.6686,5.0,transition,simulated,107.6686,121.6333,9.0,133.7966,109.47,109.47,12.0,sl,-0.1,107.6686,28.9635,14.0,1.81,0.95,2.0,0.03,,,,,97.4041,18.0,143.7095,1.0,106.1619,12.0,126.2638,9.0,60m
4067,sh688523,2026-02-03,main_wave,10~15%,0.5242,neutral,41.2068,5.0,transition,simulated,41.2068,58.8293,10.0,67.6537,52.9464,61.33,11.0,kdj_exit,0.042507,41.2068,22.6504,17.0,2.0,0.95,2.0,0.03,,,,,56.71,9.0,76.88,16.0,58.37,10.0,63.39,11.0,60m
3692,sz300699,2025-12-29,high_zone,5~10%,0.7971,bull_aligned,27.2256,6.0,transition,simulated,27.2256,38.2783,5.0,42.8717,34.4505,42.8717,6.0,tp,0.119999,27.2256,3.2521,15.0,1.199,0.95,1.5,0.03,,,,,37.01,3.0,47.2,7.0,37.4,5.0,44.5,6.0,60m
4141,sh688258,2026-02-09,main_wave,>20%,0.5668,neutral,86.3912,6.0,transition,simulated,86.3912,136.9443,1.0,157.486,123.2499,137.35,2.0,kdj_exit,0.002962,86.3912,42.9413,17.0,2.0,0.95,2.0,0.03,,,,,112.0,21.0,144.99,2.0,133.3,2.0,144.99,2.0,60m
3991,sz001331,2026-01-27,high_trap,10~15%,0.8894,bull_aligned,34.466,6.0,transition,simulated,34.466,55.097,5.0,60.6067,49.5873,60.6067,6.0,tp,0.1,34.466,10.4301,15.0,1.785,0.95,2.0,0.03,,,,,49.99,12.0,63.0,6.0,55.01,5.0,63.0,6.0,60m
4073,sz300342,2026-02-03,high_zone,>20%,0.7212,neutral,31.67,6.0,transition,simulated,31.67,45.7699,11.0,51.2623,41.1929,47.1138,12.0,kdj_exit,0.029361,31.67,15.866,15.0,2.0,0.98,1.5,0.03,,,,,40.2162,21.0,56.3806,0.0,45.0845,12.0,49.333,12.0,60m
4281,sz002865,2026-02-27,main_wave,>20%,0.6224,neutral,71.3885,5.0,transition,simulated,71.3885,86.2013,4.0,94.8215,77.5812,94.8215,4.0,tp,0.1,71.3885,25.4446,14.0,2.0,0.95,2.0,0.03,,,,,68.48,20.0,95.72,4.0,85.91,4.0,95.72,4.0,60m
4191,sz300842,2026-02-12,high_trap,>20%,0.8493,bull_aligned,68.4714,6.0,transition,simulated,68.4714,116.014,5.0,129.9357,104.4126,105.95,6.0,form_break,-0.086748,68.4714,29.1387,16.0,2.0,0.95,2.0,0.03,,,,,83.88,21.0,128.2,5.0,104.49,6.0,128.2,5.0,60m
4397,bj920368,2026-03-10,main_wave,>20%,0.3823,neutral,36.4468,5.0,transition,simulated,36.4468,40.2703,8.0,47.519,36.2433,35.82,12.0,sl,-0.110511,36.4468,20.9041,18.0,2.0,0.95,2.0,0.03,,,,,33.0,13.0,45.5,0.0,34.88,12.0,43.77,8.0,60m
4400,sz002506,2026-03-10,high_trap,>20%,0.9461,bull_aligned,3.189,6.0,transition,simulated,3.189,5.4197,8.0,5.9616,4.8777,5.9616,9.0,tp,0.099994,3.189,1.2928,15.0,2.0,0.95,2.0,0.03,,,,,4.2,17.0,6.36,0.0,5.2,8.0,5.98,9.0,60m
4167,sz002723,2026-02-11,high_zone,>20%,0.7022,bull_aligned,7.5216,5.0,transition,simulated,7.5216,9.366,10.0,10.3026,8.4294,10.12,12.0,kdj_exit,0.080504,7.5216,1.4253,21.0,1.852,0.95,1.5,0.03,,,,,8.56,21.0,11.04,0.0,9.22,10.0,10.29,12.0,60m
4398,sh688158,2026-03-10,main_wave,>20%,0.6603,bull_aligned,28.4379,6.0,transition,simulated,28.4379,45.5867,6.0,52.4247,41.028,41.028,9.0,sl,-0.1,28.4379,9.8324,15.0,2.0,0.95,2.0,0.03,,,,,39.21,13.0,53.3,1.0,40.92,9.0,49.68,6.0,60m
