position_ratio,zone_tag,trend_tag,bbi_value,ma13,ma55,ma13_slope,atr20,atr20_pct,vol_tag,golden_trend_t0,gt_n,gt_k,gt_offset,last_close,ma30,ma45,ma90,ma150,ma240,dist_ma30,dist_ma90,dist_ma150,dist_ma240,slope_ma30,slope_ma90,slope_ma240,support_score,ma_zone,macd_hist,macd_hist_slope,macd_hist_accel,rsi_value,rsi_slope,kdj_j,kdj_j_slope,kdj_k,signal_idx,stock_code,t0_date,data_source,pre_bars
0.7994,high_zone,bull_aligned,17.898,18.15,14.0085,3.2846,1.997,0.0912,high,10.4424,20.0,2.0,0.95,21.89,14.6953,13.8527,14.9751,,,0.4896,0.4618,,,0.123239,0.04252,0.0,4.0,transition,1.1173,0.0256,0.0246,67.47,-11.9993,80.64,3.2236,81.67,114,bj920152,2025-03-03,60m,134
0.7278,high_zone,bull_aligned,20.4437,20.9772,17.9867,1.6259,1.6218,0.0662,high,14.4109,19.0,2.0,0.95,24.4919,18.5321,17.807,18.4906,,,0.3216,0.3246,,,0.065601,0.038402,0.0,4.0,transition,0.8061,0.8573,1.1714,73.35,4.4272,82.83,11.5423,81.11,115,bj920237,2025-03-03,60m,134
0.7593,high_zone,bull_aligned,28.9317,29.8109,25.6035,2.8115,2.7869,0.0849,high,19.252,21.0,2.0,0.95,32.8168,26.0355,25.7638,24.1336,,,0.2605,0.3598,,,0.062454,0.056416,0.0,4.0,transition,0.9934,0.7958,1.1195,63.25,-4.2007,68.46,-7.9924,75.12,116,bj920522,2025-03-03,60m,134
0.7814,high_zone,bull_aligned,28.3261,28.4707,24.2389,3.1417,2.5571,0.0791,high,18.9406,19.0,2.0,0.95,32.3114,25.2155,23.9341,25.2298,,,0.2814,0.2807,,,0.083905,0.020819,0.0,4.0,transition,1.0719,-0.1117,-0.5425,66.93,-7.2728,65.93,-11.9987,74.34,117,bj920239,2025-03-03,60m,134
0.8235,high_trap,bull_aligned,20.7606,20.6401,18.7423,1.3708,1.3059,0.0558,medium,15.2481,18.0,2.0,0.95,23.4082,19.378,18.347,18.2123,,,0.208,0.2853,,,0.060235,0.034538,0.0,4.0,transition,0.8042,0.3931,0.3248,67.26,3.9676,68.07,-20.2813,77.91,118,bj920839,2025-03-03,60m,134
0.712,high_zone,bull_aligned,70.3588,68.3948,44.9052,20.734,10.4559,0.0895,high,29.7872,21.0,2.0,0.95,116.854,51.211,45.8134,41.0276,,,1.2818,1.8482,,,0.253636,0.105154,0.0,4.0,transition,14.9229,8.8872,9.2862,81.8,1.3471,70.35,-12.3781,81.8,119,bj920002,2025-03-03,60m,134
0.525,main_wave,bull_aligned,18.7217,19.4731,17.502,1.3541,1.5627,0.0806,high,13.262,21.0,2.0,0.95,19.3858,17.4598,16.971,17.1282,,,0.1103,0.1318,,,0.042549,0.037486,0.0,4.0,transition,-0.1352,-0.1233,0.5841,55.93,-9.1658,62.24,-0.2071,66.93,120,bj920252,2025-03-03,60m,134
0.7394,high_zone,bull_aligned,28.1238,28.8198,21.3889,4.9142,4.2329,0.1243,high,14.3125,22.0,2.0,0.95,34.0426,22.785,21.2,21.42,,,0.4941,0.5893,,,0.151213,0.064179,0.0,4.0,transition,1.9602,1.0812,0.436,64.57,-0.2982,67.79,-11.5042,75.3,121,bj920207,2025-03-03,60m,134
1.0,high_trap,bull_aligned,8.9388,9.0352,7.3668,1.6901,0.9268,0.0655,high,5.4167,22.0,2.0,0.95,14.1571,7.4955,7.1732,7.8329,,,0.8888,0.8074,,,0.111264,0.032807,0.0,4.0,transition,1.2621,0.9932,0.9727,84.65,14.7562,97.77,16.6846,90.97,122,bj920810,2025-03-03,60m,134
0.6925,main_wave,bull_aligned,22.6214,22.6191,18.9003,3.1744,2.1788,0.0932,high,14.1792,21.0,2.0,0.95,23.3692,19.4724,19.0927,19.3118,,,0.2001,0.2101,,,0.080055,0.048154,0.0,4.0,transition,0.2647,-1.8414,-2.796,56.99,-19.1571,50.06,-32.149,63.66,123,bj920001,2025-03-03,60m,134
0.7546,high_zone,bull_aligned,12.3463,13.0396,11.2526,0.9728,0.9593,0.0698,high,8.8786,20.0,2.0,0.95,13.7525,11.3988,11.0869,11.4854,,,0.2065,0.1974,,,0.041933,0.02875,0.0,4.0,transition,-0.0024,0.1085,0.3923,63.39,-0.5068,83.86,25.6133,74.39,124,bj920299,2025-03-03,60m,134
0.7121,high_zone,bull_aligned,27.1894,27.9324,24.6697,1.8045,2.1943,0.0763,high,19.3574,19.0,2.0,0.95,28.7431,25.2215,24.4021,25.8412,,,0.1396,0.1123,,,0.053628,0.033535,0.0,4.0,transition,0.1182,-0.115,0.0004,60.07,-2.9911,71.64,2.1877,71.74,125,bj920346,2025-03-03,60m,134
0.4229,main_wave,bull_aligned,13.2779,13.4823,12.9395,0.4892,0.8421,0.061,high,10.1683,22.0,2.0,0.95,13.811,12.7157,12.5275,13.7697,,,0.0861,0.003,,,0.019978,0.015667,0.0,4.0,transition,0.038,-0.0562,-0.0085,57.67,-1.8768,87.17,6.8052,86.68,126,bj920274,2025-03-03,60m,134
0.5829,main_wave,bull_aligned,14.8789,15.0655,13.8389,0.9717,0.8776,0.0503,medium,11.0139,21.0,2.0,0.95,17.4541,13.744,13.2913,13.8248,,,0.2699,0.2625,,,0.053028,0.031247,0.0,4.0,transition,0.5752,0.5246,0.5765,72.88,14.2183,86.14,-5.1014,85.68,127,bj920527,2025-03-03,60m,134
0.5869,main_wave,bull_aligned,11.4082,11.5323,11.3778,0.4503,0.5887,0.0453,medium,9.0221,21.0,2.0,0.95,12.9861,10.9573,10.9785,11.5651,,,0.1852,0.1229,,,0.021822,0.020255,0.0,4.0,transition,0.3425,0.2854,0.2789,68.28,14.2665,98.7,22.935,88.08,128,bj920123,2025-03-03,60m,134
0.8527,high_trap,bull_aligned,11.0544,11.1935,9.6019,0.6724,0.9963,0.0788,high,7.34,19.0,2.0,0.95,12.648,10.1996,9.4572,9.5443,,,0.2401,0.3252,,,0.075527,0.040416,0.0,4.0,transition,0.2441,0.2043,0.3072,67.88,4.1569,78.84,-0.6963,79.91,129,bj920856,2025-03-04,60m,134
0.8235,high_trap,bull_aligned,20.7606,20.6401,18.7423,1.3708,1.3059,0.0558,medium,15.2481,18.0,2.0,0.95,23.4082,19.378,18.347,18.2123,,,0.208,0.2853,,,0.060235,0.034538,0.0,4.0,transition,0.8042,0.3931,0.3248,67.26,3.9676,68.07,-20.2813,77.91,130,bj920839,2025-03-04,60m,134
1.0,high_trap,bull_aligned,17.4606,17.7577,16.1376,2.09,1.731,0.062,high,11.4249,23.0,2.0,0.95,27.92,15.822,15.6338,15.8593,,,0.7646,0.7605,,,0.058942,0.047827,0.0,4.0,transition,2.472,2.5564,2.8524,84.07,28.3554,109.97,54.4628,90.41,131,bj920284,2025-03-04,60m,134
0.6946,main_wave,bull_aligned,17.03,16.6533,13.0418,3.4309,1.9308,0.0903,high,9.6756,20.0,2.0,0.95,21.3837,13.9988,13.0381,13.0052,,,0.5275,0.6443,,,0.139783,0.056564,0.0,4.0,transition,1.8728,0.237,-1.2168,70.2,-1.2653,60.83,-42.7563,71.87,132,bj920663,2025-03-04,60m,134
0.7189,high_zone,bull_aligned,28.3163,28.7894,25.9407,2.4175,2.3397,0.0675,high,20.1697,21.0,2.0,0.95,34.6526,26.0383,25.4169,26.3126,,,0.3308,0.317,,,0.055327,0.035342,0.0,4.0,transition,1.7605,1.7349,2.0924,71.88,7.5542,77.26,14.5265,77.02,133,bj920779,2025-03-04,60m,134
1.0,high_trap,bull_aligned,8.781,8.9492,7.7253,0.8669,0.6425,0.0566,medium,6.1542,20.0,2.0,0.95,11.35,7.846,7.728,7.1549,,,0.4466,0.5863,,,0.055468,0.034841,0.0,4.0,transition,0.5825,0.492,0.4334,77.14,21.1758,105.04,11.6878,97.11,134,sz002575,2025-03-04,60m,134
0.7582,high_zone,bull_aligned,28.5067,29.4586,22.3992,1.6019,4.0483,0.1257,high,16.5739,19.0,2.0,0.95,32.2152,24.7638,22.505,23.6117,,,0.3009,0.3644,,,0.099082,0.031026,0.0,4.0,transition,0.6618,1.2766,1.5138,60.75,-8.7508,71.23,9.1994,72.51,135,bj920876,2025-03-04,60m,134
0.7814,high_zone,bull_aligned,28.3261,28.4707,24.2389,3.1417,2.5571,0.0791,high,18.9406,19.0,2.0,0.95,32.3114,25.2155,23.9341,25.2298,,,0.2814,0.2807,,,0.083905,0.020819,0.0,4.0,transition,1.0719,-0.1117,-0.5425,66.93,-7.2728,65.93,-11.9987,74.34,136,bj920239,2025-03-04,60m,134
0.4435,main_wave,bull_aligned,23.615,24.074,23.8372,0.5905,1.4416,0.0605,high,18.574,22.0,2.0,0.95,23.8278,23.2745,23.0608,25.2444,,,0.0238,-0.0561,,,0.011979,0.02083,0.0,3.0,bottom,-0.0207,-0.0531,-0.029,51.01,-2.9474,61.49,-0.8479,62.95,137,bj920006,2025-03-04,60m,134
0.7278,high_zone,bull_aligned,20.4437,20.9772,17.9867,1.6259,1.6218,0.0662,high,14.4109,19.0,2.0,0.95,24.4919,18.5321,17.807,18.4906,,,0.3216,0.3246,,,0.065601,0.038402,0.0,4.0,transition,0.8061,0.8573,1.1714,73.35,4.4272,82.83,11.5423,81.11,138,bj920237,2025-03-04,60m,134
0.712,high_zone,bull_aligned,70.3588,68.3948,44.9052,20.734,10.4559,0.0895,high,29.7872,21.0,2.0,0.95,116.854,51.211,45.8134,41.0276,,,1.2818,1.8482,,,0.253636,0.105154,0.0,4.0,transition,14.9229,8.8872,9.2862,81.8,1.3471,70.35,-12.3781,81.8,139,bj920002,2025-03-04,60m,134
0.4229,main_wave,bull_aligned,13.2779,13.4823,12.9395,0.4892,0.8421,0.061,high,10.1683,22.0,2.0,0.95,13.811,12.7157,12.5275,13.7697,,,0.0861,0.003,,,0.019978,0.015667,0.0,4.0,transition,0.038,-0.0562,-0.0085,57.67,-1.8768,87.17,6.8052,86.68,140,bj920274,2025-03-04,60m,134
1.0,high_trap,bull_aligned,8.9388,9.0352,7.3668,1.6901,0.9268,0.0655,high,5.4167,22.0,2.0,0.95,14.1571,7.4955,7.1732,7.8329,,,0.8888,0.8074,,,0.111264,0.032807,0.0,4.0,transition,1.2621,0.9932,0.9727,84.65,14.7562,97.77,16.6846,90.97,141,bj920810,2025-03-04,60m,134
0.5869,main_wave,bull_aligned,11.4082,11.5323,11.3778,0.4503,0.5887,0.0453,medium,9.0221,21.0,2.0,0.95,12.9861,10.9573,10.9785,11.5651,,,0.1852,0.1229,,,0.021822,0.020255,0.0,4.0,transition,0.3425,0.2854,0.2789,68.28,14.2665,98.7,22.935,88.08,142,bj920123,2025-03-04,60m,134
0.6835,main_wave,bull_aligned,42.1346,43.3685,28.8287,6.2807,5.9643,0.139,high,20.0486,18.0,2.0,0.95,42.9221,35.0688,29.7006,25.8898,,,0.2239,0.6579,,,0.167468,0.083134,0.0,4.0,transition,-1.3099,-3.8916,-3.1971,58.25,-17.4259,48.65,-27.1165,61.64,143,bj920533,2025-03-04,60m,134
0.6131,main_wave,neutral,21.3634,21.2649,22.9774,0.7509,1.0387,0.0435,medium,17.6722,17.0,2.0,0.95,23.8828,21.4244,22.3715,22.4779,,,0.1147,0.0625,,,-0.016988,0.02223,0.0,3.0,transition,0.7647,0.3515,0.5139,63.26,11.1094,78.27,46.9622,56.72,144,bj920651,2025-03-04,60m,134
0.5829,main_wave,bull_aligned,14.8789,15.0655,13.8389,0.9717,0.8776,0.0503,medium,11.0139,21.0,2.0,0.95,17.4541,13.744,13.2913,13.8248,,,0.2699,0.2625,,,0.053028,0.031247,0.0,4.0,transition,0.5752,0.5246,0.5765,72.88,14.2183,86.14,-5.1014,85.68,145,bj920527,2025-03-04,60m,134
0.7179,high_zone,bull_aligned,29.023,28.4736,22.6612,4.5995,2.9054,0.0819,high,17.5028,18.0,2.0,0.95,35.4784,24.5498,22.8477,22.058,,,0.4452,0.6084,,,0.125831,0.05285,0.0,4.0,transition,2.4085,0.5374,-0.0585,70.94,-0.4451,58.99,-23.0362,71.22,146,bj920418,2025-03-04,60m,134
1.0,high_trap,bull_aligned,11.6155,11.6188,9.6861,0.9324,1.1431,0.0695,high,7.3997,19.0,2.0,0.95,16.4389,10.4922,9.6189,9.6662,,,0.5668,0.7007,,,0.092336,0.046323,0.0,4.0,transition,0.9539,0.8044,0.8544,80.76,21.5861,99.47,4.0973,89.96,147,bj920856,2025-03-05,60m,135
0.9265,high_trap,bull_aligned,13.7198,13.5926,12.8475,0.6058,0.6082,0.0387,medium,11.2528,19.0,1.671,0.95,15.7141,13.0817,12.7072,13.0771,,,0.2012,0.2017,,,0.039807,0.020948,0.0,4.0,transition,0.6426,0.527,0.3873,77.84,12.2392,85.26,9.02,81.73,148,bj920599,2025-03-05,60m,135
0.9127,high_trap,bull_aligned,21.3592,21.158,18.8314,1.583,1.5385,0.0587,medium,15.3164,17.0,2.0,0.95,26.1974,19.7085,18.5351,18.3647,,,0.3292,0.4265,,,0.066945,0.036703,0.0,4.0,transition,1.1568,0.5591,0.389,74.47,7.9028,79.08,-9.1287,80.95,149,bj920839,2025-03-05,60m,135
0.5937,main_wave,bull_aligned,23.6291,24.0721,22.6876,0.3269,1.5664,0.0605,high,18.0534,22.0,2.0,0.95,25.877,22.4883,22.0814,24.1104,,,0.1507,0.0733,,,0.033637,0.021674,0.0,4.0,transition,0.0641,0.1152,0.5282,61.68,3.9265,72.77,-5.6259,74.16,150,bj920267,2025-03-05,60m,135
0.6468,main_wave,bull_aligned,8.298,8.2964,7.6057,0.5914,0.5317,0.0537,medium,6.163,20.0,2.0,0.95,9.9102,7.6287,7.3886,8.1253,,,0.2991,0.2197,,,0.055036,0.031177,0.0,4.0,transition,0.4392,0.2009,0.0416,75.84,13.768,80.48,-6.0603,80.92,151,bj920455,2025-03-05,60m,135
1.0,high_trap,bull_aligned,30.0919,30.0816,26.1904,3.2872,2.8133,0.0625,high,20.157,21.0,2.0,0.95,45.0484,26.7935,25.8473,26.6465,,,0.6813,0.6906,,,0.077935,0.04285,0.0,4.0,transition,3.6188,3.493,3.8314,82.8,23.6194,100.12,24.7373,88.51,152,bj920779,2025-03-05,60m,135
0.9004,high_trap,bull_aligned,12.6272,13.1171,11.2851,0.8003,1.063,0.0694,high,8.9275,20.0,2.0,0.95,15.3134,11.5816,11.1484,11.5681,,,0.3222,0.3238,,,0.047789,0.030258,0.0,4.0,transition,0.3456,0.5413,0.9341,70.55,11.248,101.78,44.369,85.72,153,bj920299,2025-03-05,60m,135
0.7057,high_zone,bull_aligned,23.6465,24.5938,21.0461,1.1517,2.4249,0.0986,high,15.7851,21.0,2.0,0.95,24.5961,21.5368,20.4249,21.1682,,,0.142,0.1619,,,0.058982,0.026549,0.0,4.0,transition,-0.5265,-0.4865,0.2543,55.93,-3.5975,63.4,-5.672,67.22,154,bj920906,2025-03-05,60m,135
0.8279,high_trap,bull_aligned,20.4106,20.777,16.2005,1.5842,2.1513,0.0913,high,13.3408,16.0,2.0,0.95,23.5588,18.0154,16.5411,15.936,,,0.3077,0.4783,,,0.092536,0.043258,0.0,4.0,transition,0.3144,-0.0197,0.2737,75.39,0.7189,71.32,-17.9691,74.71,155,bj920978,2025-03-05,60m,135
0.7121,high_zone,neutral,21.8192,21.6221,22.8947,0.885,1.2287,0.047,medium,17.6502,18.0,2.0,0.95,26.1384,21.4111,22.3683,22.6167,,,0.2208,0.1557,,,-0.014683,0.024377,0.0,3.0,transition,1.311,0.9586,1.2625,70.93,21.485,99.14,64.8063,72.54,156,bj920651,2025-03-05,60m,135
0.8529,high_trap,bull_aligned,18.9885,18.9331,16.3375,2.9977,2.293,0.0724,high,11.3407,23.0,2.0,0.95,31.69,16.398,15.9724,16.132,,,0.9326,0.9644,,,0.094124,0.058769,0.0,4.0,transition,3.6998,3.7438,3.9239,87.1,33.9373,90.51,27.3163,85.57,157,bj920284,2025-03-05,60m,135
0.5348,main_wave,bull_aligned,11.8516,12.2062,10.8197,0.3652,1.0253,0.0852,high,8.4525,20.0,2.0,0.95,12.0329,11.0566,10.6182,11.5895,,,0.0883,0.0383,,,0.035422,0.023809,0.0,4.0,transition,-0.325,-0.3999,0.1027,53.53,-7.6305,46.57,-9.6689,53.71,158,bj920363,2025-03-05,60m,135
0.6854,main_wave,bull_aligned,16.4484,16.8818,14.6894,0.6966,1.2782,0.0765,high,11.7704,18.0,2.0,0.95,16.713,15.2555,14.61,15.1353,,,0.0955,0.1042,,,0.052792,0.028995,0.0,4.0,transition,-0.341,-0.4672,-0.0604,54.84,-8.3478,61.45,-19.1281,69.89,159,bj920425,2025-03-05,60m,135
0.471,main_wave,bull_aligned,13.3758,13.5809,12.8905,0.386,0.8763,0.0605,high,10.2141,21.0,2.0,0.95,14.4866,12.8061,12.5506,13.818,,,0.1312,0.0484,,,0.022126,0.016395,0.0,4.0,transition,0.1356,0.1004,0.2093,63.33,-1.7025,95.81,16.8859,91.12,160,bj920274,2025-03-05,60m,135
0.9275,high_trap,bull_aligned,11.9427,11.9452,11.4461,0.7298,0.7708,0.0457,medium,8.9967,22.0,2.0,0.95,16.8812,11.1826,11.1011,11.6629,,,0.5096,0.4474,,,0.038535,0.025274,0.0,4.0,transition,1.1313,1.1019,1.122,82.9,25.2678,105.31,31.984,94.04,161,bj920123,2025-03-05,60m,135
0.4508,main_wave,bull_aligned,23.6754,23.9727,23.7003,0.2308,1.5568,0.0647,high,18.5913,22.0,2.0,0.95,24.077,23.3093,23.0752,25.3228,,,0.0329,-0.0492,,,0.012984,0.019048,0.0,3.0,bottom,-0.0268,-0.1429,-0.12,52.36,1.49,63.52,-7.0411,63.6,162,bj920006,2025-03-05,60m,135
0.5381,main_wave,bull_aligned,10.7435,10.8531,10.3078,0.5585,0.6615,0.0543,medium,8.168,22.0,2.0,0.95,12.19,10.0987,9.9149,11.0054,,,0.2071,0.1076,,,0.036682,0.025947,0.0,4.0,transition,0.2977,0.108,0.0907,69.04,5.8923,84.09,-9.6168,85.19,163,bj920145,2025-03-05,60m,135
0.6577,main_wave,bull_aligned,29.7673,29.2397,22.8125,4.7441,3.0658,0.0919,high,17.6207,18.0,2.0,0.95,33.3694,25.0221,23.1403,22.2551,,,0.3336,0.4994,,,0.127863,0.054387,0.0,4.0,transition,1.183,-1.9331,-3.5007,64.43,-7.802,45.01,-47.2346,61.17,164,bj920418,2025-03-05,60m,135
